ite,cost,cooling schedule,repetition
1,35618.8407940806,log,3
1000,18064.35249288786,log,3
2000,13740.540353112407,log,3
3000,11410.295696117757,log,3
4000,10448.034937996521,log,3
5000,9546.75848208887,log,3
6000,8670.57507459875,log,3
7000,7903.414615133589,log,3
8000,7611.386216642177,log,3
9000,6724.561514579989,log,3
10000,6278.109802043542,log,3
11000,6399.066134574901,log,3
12000,6456.425889284876,log,3
13000,6137.801570829634,log,3
14000,5682.086693484658,log,3
15000,5501.481998031632,log,3
16000,5652.243120365807,log,3
17000,5258.405422612446,log,3
18000,5085.453383030676,log,3
19000,5585.243854955523,log,3
20000,4939.329854345135,log,3
21000,4997.558556402575,log,3
22000,4913.681614624924,log,3
23000,4959.774770279775,log,3
24000,4577.648672513663,log,3
25000,4553.060827137894,log,3
26000,4852.718471693821,log,3
27000,4545.717868036181,log,3
28000,4686.1879466069995,log,3
29000,4555.029788057127,log,3
30000,4139.016144977645,log,3
31000,4359.683131385064,log,3
32000,4493.069197879893,log,3
33000,4321.764907735092,log,3
34000,4223.373446118282,log,3
35000,3925.848797939795,log,3
36000,4169.720303723856,log,3
37000,3886.4047757166004,log,3
38000,4028.790694093413,log,3
39000,3959.2105850536723,log,3
40000,4153.811982507714,log,3
41000,3725.7506503200243,log,3
42000,4118.074209996216,log,3
43000,4098.968683000998,log,3
44000,3771.428376166071,log,3
45000,3923.7594136539824,log,3
46000,3854.4546037125706,log,3
47000,3894.6029561084633,log,3
48000,4040.7680809920184,log,3
49000,3829.745064222059,log,3
50000,3799.8082475557294,log,3
51000,3702.212965724239,log,3
52000,3887.4081004096834,log,3
53000,3662.368558718599,log,3
54000,3730.355991412808,log,3
55000,3865.614847288864,log,3
56000,3730.264849068615,log,3
57000,3781.100307311237,log,3
58000,3783.4518514906226,log,3
59000,3724.6881304018525,log,3
60000,3506.905898993423,log,3
61000,3514.853442199971,log,3
62000,3708.6879793245275,log,3
63000,3546.840796827191,log,3
64000,3648.3611730683933,log,3
65000,3807.399350603777,log,3
66000,3462.428883088302,log,3
67000,3678.921762929558,log,3
68000,3450.04795964024,log,3
69000,3511.9146297362327,log,3
70000,3484.35328829986,log,3
71000,3373.442357811455,log,3
72000,3604.12422692791,log,3
73000,3551.193477320051,log,3
74000,3484.606776337215,log,3
75000,3492.3632136327756,log,3
76000,3396.8851364943566,log,3
77000,3392.1547727928073,log,3
78000,3641.1693562578553,log,3
79000,3511.413042862718,log,3
80000,3549.809391004615,log,3
81000,3304.3046931715326,log,3
82000,3305.5888457707147,log,3
83000,3453.533581469376,log,3
84000,3384.4038120648706,log,3
85000,3339.656216119299,log,3
86000,3328.999430880078,log,3
87000,3321.937857113327,log,3
88000,3339.2802838711013,log,3
89000,3393.091686777352,log,3
90000,3366.3702685131693,log,3
91000,3475.582983265106,log,3
92000,3364.6205851337936,log,3
93000,3305.937361039988,log,3
94000,3415.2055770204015,log,3
95000,3215.5860690498885,log,3
96000,3426.530528228886,log,3
97000,3282.901179333259,log,3
98000,3214.969765240813,log,3
99000,3261.3956006989697,log,3
100000,3422.913445980774,log,3
101000,3417.683688002154,log,3
102000,3354.935009710034,log,3
103000,3197.6917854211224,log,3
104000,3250.9302020053624,log,3
105000,3362.510295677927,log,3
106000,3120.85048588733,log,3
107000,3228.217922392078,log,3
108000,3175.592328684332,log,3
109000,3162.78775244627,log,3
110000,3300.9110078682033,log,3
111000,3277.343416363404,log,3
112000,3226.9327133174675,log,3
113000,3242.3450535869706,log,3
114000,3210.1122836022337,log,3
115000,3378.5634775570156,log,3
116000,3379.2035263568173,log,3
117000,3394.9177579111592,log,3
118000,3114.8076875265638,log,3
119000,3465.2428940237046,log,3
120000,3229.6540130559897,log,3
121000,3276.301107040476,log,3
122000,3211.5075354349156,log,3
123000,3272.221244925095,log,3
124000,3383.485375416715,log,3
125000,3235.2334209204873,log,3
126000,3252.984257622479,log,3
127000,3365.8501207556546,log,3
128000,3064.778576275085,log,3
129000,3167.2283763203536,log,3
130000,3326.5508210625144,log,3
131000,3219.0729182640084,log,3
132000,3415.8156490418964,log,3
133000,3223.406823735717,log,3
134000,3179.176271023911,log,3
135000,3077.928334019027,log,3
136000,3140.359663926212,log,3
137000,3277.0367262435966,log,3
138000,3089.6594630816953,log,3
139000,3003.311921525189,log,3
140000,3143.689873177262,log,3
141000,2987.2557016390947,log,3
142000,3186.937359522412,log,3
143000,3260.8302825639616,log,3
144000,3161.791664224203,log,3
145000,3266.867936887738,log,3
146000,3179.5482186653503,log,3
147000,3157.8488350997336,log,3
148000,3320.8184367177346,log,3
149000,3200.5277679946284,log,3
150000,3092.709753235511,log,3
151000,3136.3054828755958,log,3
152000,3170.8941851025274,log,3
153000,3194.5534154640736,log,3
154000,3299.758167342791,log,3
155000,3266.566528256864,log,3
156000,3214.1322261752966,log,3
157000,3094.2765796448643,log,3
158000,3241.8155796518495,log,3
159000,3131.4135715063853,log,3
160000,3092.698080268592,log,3
161000,3189.7756775547077,log,3
162000,3130.1465207659267,log,3
163000,3188.4628906664148,log,3
164000,3200.12884029646,log,3
165000,3155.3676209640453,log,3
166000,3024.602107187947,log,3
167000,3247.2150671604895,log,3
168000,3222.4479516420915,log,3
169000,3174.9972214559916,log,3
