ite,cost,cooling schedule,repetition
1,35603.65169833031,log,43
1000,17928.946991807476,log,43
2000,14367.753270896985,log,43
3000,11905.128181507765,log,43
4000,10615.471895409904,log,43
5000,8719.572703262415,log,43
6000,8744.71319019838,log,43
7000,8165.9390851846,log,43
8000,7205.08213090245,log,43
9000,6716.769006789095,log,43
10000,6884.431301986376,log,43
11000,6453.691471724229,log,43
12000,6263.086886683121,log,43
13000,6507.611964005661,log,43
14000,5734.866479233679,log,43
15000,5679.293316995005,log,43
16000,5428.656757016389,log,43
17000,5571.654978829204,log,43
18000,5216.057183886824,log,43
19000,5055.575581053942,log,43
20000,4971.947909103918,log,43
21000,4891.16945328083,log,43
22000,5017.690361511051,log,43
23000,4737.538221148951,log,43
24000,4920.829600406879,log,43
25000,4778.9174018650565,log,43
26000,4674.207717778931,log,43
27000,4390.937742401018,log,43
28000,4631.224507648918,log,43
29000,4673.734366718968,log,43
30000,4413.874289210069,log,43
31000,4595.635787494173,log,43
32000,4124.624058963414,log,43
33000,4139.578992314135,log,43
34000,4231.743684234803,log,43
35000,4179.935778185024,log,43
36000,4304.2196337373525,log,43
37000,4133.876255708326,log,43
38000,4152.157224883852,log,43
39000,4100.314525983541,log,43
40000,4126.807714550449,log,43
41000,4145.489996527795,log,43
42000,4174.993785422437,log,43
43000,4034.648583312753,log,43
44000,3811.6286626192173,log,43
45000,3723.6532200313322,log,43
46000,3854.7018191010193,log,43
47000,3888.5940150084293,log,43
48000,3818.4798222199825,log,43
49000,3892.8495551288092,log,43
50000,3812.8279659164145,log,43
51000,3665.2800005345953,log,43
52000,3846.61471234718,log,43
53000,3847.1302399843985,log,43
54000,3726.050062559051,log,43
55000,3613.4072727793773,log,43
56000,3719.8810755998297,log,43
57000,3605.451111249423,log,43
58000,3630.2175077758043,log,43
59000,3644.0581099127094,log,43
60000,3752.5429743501404,log,43
61000,3706.604197821151,log,43
62000,3524.134705326223,log,43
63000,3504.669451763103,log,43
64000,3541.86186944667,log,43
65000,3525.567139579677,log,43
66000,3698.6801852634403,log,43
67000,3722.46537520538,log,43
68000,3534.920201638422,log,43
