,ite,cost,hyperparameter,repetition
0,1,33572.52082901659,41.5_1.1,4
1,1000,18202.78414841958,41.5_1.1,4
2,2000,13795.7119718957,41.5_1.1,4
3,3000,12738.035531946243,41.5_1.1,4
4,4000,9665.352456483866,41.5_1.1,4
5,5000,9333.858691855128,41.5_1.1,4
6,6000,8235.398682580584,41.5_1.1,4
7,7000,7827.581455861045,41.5_1.1,4
8,8000,7527.597275099332,41.5_1.1,4
9,9000,7394.378423869052,41.5_1.1,4
10,10000,6848.354603447843,41.5_1.1,4
11,11000,6281.262873583929,41.5_1.1,4
12,12000,6126.848497866145,41.5_1.1,4
13,13000,6046.902874793209,41.5_1.1,4
14,14000,5782.58973883667,41.5_1.1,4
15,15000,5830.767667469574,41.5_1.1,4
16,16000,5866.0918353465795,41.5_1.1,4
17,17000,5387.118671048816,41.5_1.1,4
18,18000,5215.048581135634,41.5_1.1,4
19,19000,5400.146403898239,41.5_1.1,4
20,20000,5043.478519233751,41.5_1.1,4
21,21000,5033.176181419615,41.5_1.1,4
22,22000,4889.891888120997,41.5_1.1,4
23,23000,4594.2967471689835,41.5_1.1,4
24,24000,4749.366809342596,41.5_1.1,4
25,25000,4531.8073862758165,41.5_1.1,4
26,26000,4627.200861799487,41.5_1.1,4
27,27000,4707.283894262042,41.5_1.1,4
28,28000,4444.543282032962,41.5_1.1,4
29,29000,4177.771643016456,41.5_1.1,4
30,30000,4341.250047147001,41.5_1.1,4
31,31000,4256.696014680551,41.5_1.1,4
32,32000,4182.665931883732,41.5_1.1,4
33,33000,4089.8358558813597,41.5_1.1,4
34,34000,4201.694133490181,41.5_1.1,4
35,35000,4458.951465953957,41.5_1.1,4
36,36000,4137.761795911488,41.5_1.1,4
37,37000,4063.7271287051526,41.5_1.1,4
38,38000,4237.140194554368,41.5_1.1,4
39,39000,4007.34047286756,41.5_1.1,4
40,40000,3917.231861836777,41.5_1.1,4
41,41000,4003.8763128621085,41.5_1.1,4
42,42000,3944.1473273498473,41.5_1.1,4
43,43000,3930.5529869256293,41.5_1.1,4
44,44000,4036.332487159442,41.5_1.1,4
45,45000,3898.1602709643726,41.5_1.1,4
46,46000,3818.977426747933,41.5_1.1,4
47,47000,3982.9755866832747,41.5_1.1,4
48,48000,3818.239724433822,41.5_1.1,4
49,49000,3508.2846355836327,41.5_1.1,4
50,50000,3780.8610242107425,41.5_1.1,4
51,51000,3750.106760985451,41.5_1.1,4
52,52000,3870.376331635802,41.5_1.1,4
53,53000,4008.3579466883066,41.5_1.1,4
54,54000,3736.1290596033427,41.5_1.1,4
55,55000,3768.770472704967,41.5_1.1,4
56,56000,3693.8977246452473,41.5_1.1,4
57,57000,3668.2936810026013,41.5_1.1,4
58,58000,3661.139596453137,41.5_1.1,4
59,59000,3650.0255406611504,41.5_1.1,4
60,60000,3688.6570664896467,41.5_1.1,4
61,61000,3688.594657224874,41.5_1.1,4
62,62000,3529.006077953638,41.5_1.1,4
63,63000,3579.3072086477137,41.5_1.1,4
64,64000,3687.770755276447,41.5_1.1,4
65,65000,3642.2308149753007,41.5_1.1,4
66,66000,3689.061117480461,41.5_1.1,4
67,67000,3604.7115599109966,41.5_1.1,4
68,68000,3501.7603518259652,41.5_1.1,4
69,69000,3765.712074712709,41.5_1.1,4
70,70000,3506.8617666621403,41.5_1.1,4
71,71000,3572.664414007939,41.5_1.1,4
72,72000,3699.523716507235,41.5_1.1,4
73,73000,3596.262940956877,41.5_1.1,4
74,74000,3495.961049245493,41.5_1.1,4
75,75000,3414.109010117707,41.5_1.1,4
76,76000,3568.678183437541,41.5_1.1,4
77,77000,3557.8984410804674,41.5_1.1,4
78,78000,3417.9931998970283,41.5_1.1,4
79,79000,3412.866185867068,41.5_1.1,4
80,80000,3355.7724621018915,41.5_1.1,4
81,81000,3498.048724219791,41.5_1.1,4
82,82000,3264.872417740165,41.5_1.1,4
83,83000,3250.9103109122993,41.5_1.1,4
84,84000,3360.823824678774,41.5_1.1,4
85,85000,3394.657153772311,41.5_1.1,4
86,86000,3667.389118847436,41.5_1.1,4
87,87000,3325.1403288485153,41.5_1.1,4
88,88000,3440.967671380797,41.5_1.1,4
89,89000,3397.571874119751,41.5_1.1,4
90,90000,3490.8432444821174,41.5_1.1,4
91,91000,3294.8063555021777,41.5_1.1,4
92,92000,3447.0765640191257,41.5_1.1,4
93,93000,3359.4705930313403,41.5_1.1,4
94,94000,3322.637463483997,41.5_1.1,4
95,95000,3354.178858709931,41.5_1.1,4
96,96000,3410.102592374213,41.5_1.1,4
