,ite,cost,hyperparameter,repetition
0,1,33942.06005051175,41.5_1.1,13
1,1000,18617.028367512557,41.5_1.1,13
2,2000,14218.430164080524,41.5_1.1,13
3,3000,11176.054049390763,41.5_1.1,13
4,4000,9899.03216051388,41.5_1.1,13
5,5000,9195.590297328126,41.5_1.1,13
6,6000,8404.9768515713,41.5_1.1,13
7,7000,7969.132839578328,41.5_1.1,13
8,8000,7278.972711221913,41.5_1.1,13
9,9000,7408.946356371865,41.5_1.1,13
10,10000,6980.830767418647,41.5_1.1,13
11,11000,6416.231664534292,41.5_1.1,13
12,12000,6611.405902933944,41.5_1.1,13
13,13000,6222.005089148086,41.5_1.1,13
14,14000,5687.636997172692,41.5_1.1,13
15,15000,5444.543974211848,41.5_1.1,13
16,16000,5794.800349979001,41.5_1.1,13
17,17000,5498.686710383636,41.5_1.1,13
18,18000,5234.266443016056,41.5_1.1,13
19,19000,5174.240040732168,41.5_1.1,13
20,20000,4974.2863383469185,41.5_1.1,13
21,21000,5231.205537107716,41.5_1.1,13
22,22000,4890.093771375091,41.5_1.1,13
23,23000,4646.385719659307,41.5_1.1,13
24,24000,4734.205709236847,41.5_1.1,13
25,25000,4725.969105394559,41.5_1.1,13
26,26000,4436.153479441624,41.5_1.1,13
27,27000,4680.949830719174,41.5_1.1,13
28,28000,4430.670857671358,41.5_1.1,13
29,29000,4708.502589637234,41.5_1.1,13
30,30000,4579.29457655212,41.5_1.1,13
31,31000,4235.619858353648,41.5_1.1,13
32,32000,4384.243792093096,41.5_1.1,13
33,33000,4288.437755768636,41.5_1.1,13
34,34000,4020.461251828082,41.5_1.1,13
35,35000,4288.909622337947,41.5_1.1,13
36,36000,3991.71348619559,41.5_1.1,13
37,37000,4038.1583855099116,41.5_1.1,13
38,38000,3909.706668091739,41.5_1.1,13
39,39000,3892.611624391478,41.5_1.1,13
40,40000,4051.0005218245074,41.5_1.1,13
41,41000,3879.5142795718457,41.5_1.1,13
42,42000,4159.428947267879,41.5_1.1,13
43,43000,3984.8343844647807,41.5_1.1,13
44,44000,3824.6302219291347,41.5_1.1,13
45,45000,4008.8332278717753,41.5_1.1,13
46,46000,3830.887482742154,41.5_1.1,13
47,47000,3842.122607696263,41.5_1.1,13
48,48000,3625.7348858550895,41.5_1.1,13
49,49000,3933.643033915621,41.5_1.1,13
50,50000,3588.161500306844,41.5_1.1,13
51,51000,3683.8289151940794,41.5_1.1,13
52,52000,3705.9321585802118,41.5_1.1,13
53,53000,3772.2403564633,41.5_1.1,13
54,54000,3664.3075956798307,41.5_1.1,13
55,55000,3551.3383120489857,41.5_1.1,13
56,56000,3607.4428651533954,41.5_1.1,13
57,57000,3623.9646101647954,41.5_1.1,13
58,58000,3670.1132018271246,41.5_1.1,13
59,59000,3704.074036724839,41.5_1.1,13
60,60000,3758.132272758186,41.5_1.1,13
61,61000,3758.731071129569,41.5_1.1,13
62,62000,3745.934295250565,41.5_1.1,13
63,63000,3800.041533677243,41.5_1.1,13
64,64000,3592.657248722801,41.5_1.1,13
65,65000,3432.151033724614,41.5_1.1,13
66,66000,3609.8725592528426,41.5_1.1,13
67,67000,3497.756792238835,41.5_1.1,13
68,68000,3486.1173657639656,41.5_1.1,13
69,69000,3655.8792352611604,41.5_1.1,13
70,70000,3621.6115338851114,41.5_1.1,13
71,71000,3746.5772932730592,41.5_1.1,13
72,72000,3499.07078486547,41.5_1.1,13
73,73000,3325.691395216215,41.5_1.1,13
74,74000,3453.89284392485,41.5_1.1,13
75,75000,3497.6471571771085,41.5_1.1,13
76,76000,3534.949649024552,41.5_1.1,13
77,77000,3396.4800300000293,41.5_1.1,13
