,ite,cost,hyperparameter,repetition
0,1,34165.39912269196,41.5_1.1,2
1,1000,19322.01230968606,41.5_1.1,2
2,2000,13875.790155183682,41.5_1.1,2
3,3000,12088.273418675151,41.5_1.1,2
4,4000,10499.995627460563,41.5_1.1,2
5,5000,9346.485572613623,41.5_1.1,2
6,6000,8392.432672880183,41.5_1.1,2
7,7000,8027.649174483737,41.5_1.1,2
8,8000,7083.4804134081505,41.5_1.1,2
9,9000,7089.058539145198,41.5_1.1,2
10,10000,6826.626858593951,41.5_1.1,2
11,11000,6303.988003727372,41.5_1.1,2
12,12000,6532.006701723101,41.5_1.1,2
13,13000,5858.147875988366,41.5_1.1,2
14,14000,6037.865639256887,41.5_1.1,2
15,15000,5505.873829495503,41.5_1.1,2
16,16000,5602.819298173904,41.5_1.1,2
17,17000,5818.249516065184,41.5_1.1,2
18,18000,5307.453189104628,41.5_1.1,2
19,19000,5058.261809531449,41.5_1.1,2
20,20000,4944.911106917056,41.5_1.1,2
21,21000,5051.783192667632,41.5_1.1,2
22,22000,4911.199182047872,41.5_1.1,2
23,23000,4776.919684297691,41.5_1.1,2
24,24000,4679.750402175833,41.5_1.1,2
25,25000,4592.138079759705,41.5_1.1,2
26,26000,4861.218711980449,41.5_1.1,2
27,27000,4568.0699919932285,41.5_1.1,2
28,28000,4406.721706486178,41.5_1.1,2
29,29000,4489.935654166388,41.5_1.1,2
30,30000,4312.765866278945,41.5_1.1,2
31,31000,4331.438837123924,41.5_1.1,2
32,32000,4358.377373817041,41.5_1.1,2
33,33000,4437.4886110647885,41.5_1.1,2
34,34000,4190.640119156173,41.5_1.1,2
35,35000,4200.372730031369,41.5_1.1,2
36,36000,4239.336503830948,41.5_1.1,2
37,37000,4163.0302319753855,41.5_1.1,2
38,38000,4200.704554705559,41.5_1.1,2
39,39000,3920.4881299268204,41.5_1.1,2
40,40000,3929.8267757184817,41.5_1.1,2
41,41000,3928.378626616413,41.5_1.1,2
42,42000,4195.047328070697,41.5_1.1,2
43,43000,3705.4378085586313,41.5_1.1,2
44,44000,3547.186121635462,41.5_1.1,2
45,45000,3930.8012620911154,41.5_1.1,2
46,46000,3705.922653341681,41.5_1.1,2
47,47000,3674.8110869951497,41.5_1.1,2
48,48000,3893.4122631618297,41.5_1.1,2
49,49000,3740.2296645641236,41.5_1.1,2
50,50000,3564.5443432215275,41.5_1.1,2
51,51000,3653.9812226640865,41.5_1.1,2
52,52000,3798.23226632055,41.5_1.1,2
53,53000,4007.830670116857,41.5_1.1,2
54,54000,3917.661894136743,41.5_1.1,2
55,55000,3617.038040519998,41.5_1.1,2
56,56000,3678.4143137045803,41.5_1.1,2
57,57000,3757.9693706247285,41.5_1.1,2
58,58000,3810.2185802900726,41.5_1.1,2
59,59000,3758.844484886048,41.5_1.1,2
60,60000,3741.5677669367115,41.5_1.1,2
61,61000,3711.702869656944,41.5_1.1,2
62,62000,3640.6783297492602,41.5_1.1,2
63,63000,3542.834857873652,41.5_1.1,2
64,64000,3610.328412889745,41.5_1.1,2
65,65000,3550.116301900058,41.5_1.1,2
66,66000,3548.1832895280613,41.5_1.1,2
67,67000,3483.342985191187,41.5_1.1,2
68,68000,3666.1673410097997,41.5_1.1,2
69,69000,3608.338191564403,41.5_1.1,2
70,70000,3825.739675501759,41.5_1.1,2
71,71000,3631.3260938048693,41.5_1.1,2
72,72000,3585.4654996317518,41.5_1.1,2
73,73000,3747.813992104106,41.5_1.1,2
74,74000,3631.4908929829376,41.5_1.1,2
75,75000,3533.297477039942,41.5_1.1,2
76,76000,3473.8930485748674,41.5_1.1,2
77,77000,3639.319173283083,41.5_1.1,2
78,78000,3512.7191671036035,41.5_1.1,2
79,79000,3580.0962389723463,41.5_1.1,2
80,80000,3497.410012157176,41.5_1.1,2
81,81000,3332.16239471956,41.5_1.1,2
82,82000,3401.6933536351726,41.5_1.1,2
83,83000,3499.4934999401917,41.5_1.1,2
84,84000,3441.443030988267,41.5_1.1,2
85,85000,3171.3124362277704,41.5_1.1,2
86,86000,3601.816147357649,41.5_1.1,2
87,87000,3317.6511347010096,41.5_1.1,2
88,88000,3274.245567277096,41.5_1.1,2
89,89000,3304.366390711974,41.5_1.1,2
90,90000,3214.99094745107,41.5_1.1,2
91,91000,3414.557388795538,41.5_1.1,2
92,92000,3303.7073985507177,41.5_1.1,2
93,93000,3390.8114411319248,41.5_1.1,2
94,94000,3572.5926539102466,41.5_1.1,2
95,95000,3265.2457249793424,41.5_1.1,2
96,96000,3315.9408050044603,41.5_1.1,2
97,97000,3252.429896045803,41.5_1.1,2
98,98000,3284.285542360565,41.5_1.1,2
99,99000,3183.1312278379773,41.5_1.1,2
100,100000,3301.0000544806394,41.5_1.1,2
101,101000,3364.664706786722,41.5_1.1,2
102,102000,3370.7682275638135,41.5_1.1,2
103,103000,3182.194884210597,41.5_1.1,2
104,104000,3264.698686117393,41.5_1.1,2
105,105000,3453.498834961342,41.5_1.1,2
106,106000,3313.2049413428826,41.5_1.1,2
107,107000,3373.761325720479,41.5_1.1,2
