,ite,cost,hyperparameter,repetition
0,1,34182.88181134991,41.5_1.1,32
1,1000,19203.5278173263,41.5_1.1,32
2,2000,14208.822808224932,41.5_1.1,32
3,3000,11571.42609682602,41.5_1.1,32
4,4000,9701.949694996623,41.5_1.1,32
5,5000,9454.390149379737,41.5_1.1,32
6,6000,8484.557443115158,41.5_1.1,32
7,7000,8046.068225990365,41.5_1.1,32
8,8000,7214.1802328856365,41.5_1.1,32
9,9000,6880.241112601448,41.5_1.1,32
10,10000,6601.798238174841,41.5_1.1,32
11,11000,6865.626211835092,41.5_1.1,32
12,12000,6120.46750948878,41.5_1.1,32
13,13000,6388.7897656176465,41.5_1.1,32
14,14000,6068.466718835753,41.5_1.1,32
15,15000,5703.7712334753505,41.5_1.1,32
16,16000,5677.690548103895,41.5_1.1,32
17,17000,5477.037690402929,41.5_1.1,32
18,18000,5147.795935923851,41.5_1.1,32
19,19000,5145.448016243851,41.5_1.1,32
20,20000,5162.600950996461,41.5_1.1,32
21,21000,4961.728211260325,41.5_1.1,32
22,22000,4928.217208819162,41.5_1.1,32
23,23000,4673.475078881803,41.5_1.1,32
24,24000,4755.529429412792,41.5_1.1,32
25,25000,4648.626690438352,41.5_1.1,32
26,26000,4567.465515346189,41.5_1.1,32
27,27000,4611.172006125522,41.5_1.1,32
28,28000,4400.94637598283,41.5_1.1,32
29,29000,4358.85793303662,41.5_1.1,32
30,30000,4275.436274854772,41.5_1.1,32
31,31000,4386.971109330124,41.5_1.1,32
32,32000,4157.018178786818,41.5_1.1,32
33,33000,4450.819470442998,41.5_1.1,32
34,34000,4243.5045647129455,41.5_1.1,32
35,35000,4169.565013971924,41.5_1.1,32
36,36000,4099.026011736288,41.5_1.1,32
37,37000,3963.7606139062245,41.5_1.1,32
38,38000,4169.507490225378,41.5_1.1,32
39,39000,4003.9334493300644,41.5_1.1,32
40,40000,4131.540388147698,41.5_1.1,32
41,41000,3828.5787149036164,41.5_1.1,32
42,42000,3735.1774307917813,41.5_1.1,32
43,43000,4038.288604862804,41.5_1.1,32
44,44000,3982.501505204656,41.5_1.1,32
45,45000,4047.3388913170706,41.5_1.1,32
46,46000,4027.82210657356,41.5_1.1,32
47,47000,4096.6506583181545,41.5_1.1,32
48,48000,3709.193265647922,41.5_1.1,32
49,49000,3900.926672180256,41.5_1.1,32
50,50000,3863.3250763924684,41.5_1.1,32
51,51000,3636.414913654791,41.5_1.1,32
52,52000,3974.363079948053,41.5_1.1,32
53,53000,3705.7794348471225,41.5_1.1,32
54,54000,3638.7796202161326,41.5_1.1,32
55,55000,3599.70290099349,41.5_1.1,32
56,56000,3671.015727263127,41.5_1.1,32
57,57000,3784.6210019459913,41.5_1.1,32
58,58000,3553.478096216855,41.5_1.1,32
59,59000,3729.8009531528587,41.5_1.1,32
60,60000,3653.52419965151,41.5_1.1,32
61,61000,3606.015966542573,41.5_1.1,32
62,62000,3607.1355807636164,41.5_1.1,32
63,63000,3542.6933530514475,41.5_1.1,32
64,64000,3547.6245529178477,41.5_1.1,32
65,65000,3403.435725584749,41.5_1.1,32
66,66000,3510.7057009161385,41.5_1.1,32
67,67000,3545.246772664545,41.5_1.1,32
68,68000,3425.171289676017,41.5_1.1,32
69,69000,3424.2487628359477,41.5_1.1,32
70,70000,3570.128286472966,41.5_1.1,32
71,71000,3689.1131155656526,41.5_1.1,32
72,72000,3396.9602573936336,41.5_1.1,32
73,73000,3402.333726715769,41.5_1.1,32
74,74000,3692.549317006306,41.5_1.1,32
75,75000,3590.9055765214393,41.5_1.1,32
76,76000,3380.506439679494,41.5_1.1,32
77,77000,3367.2240291451085,41.5_1.1,32
78,78000,3224.2876363500664,41.5_1.1,32
79,79000,3482.636885754602,41.5_1.1,32
80,80000,3534.2044237801215,41.5_1.1,32
81,81000,3377.2986636821743,41.5_1.1,32
82,82000,3466.6698269513267,41.5_1.1,32
83,83000,3509.098276344042,41.5_1.1,32
84,84000,3433.4703209004174,41.5_1.1,32
85,85000,3556.6753790708563,41.5_1.1,32
86,86000,3312.1395041324763,41.5_1.1,32
87,87000,3301.187378381633,41.5_1.1,32
88,88000,3430.6942813032224,41.5_1.1,32
89,89000,3335.8327007999133,41.5_1.1,32
90,90000,3388.382563184057,41.5_1.1,32
91,91000,3474.5343150706963,41.5_1.1,32
92,92000,3482.9033830299722,41.5_1.1,32
93,93000,3408.523750611583,41.5_1.1,32
94,94000,3573.492963924,41.5_1.1,32
95,95000,3351.804485085913,41.5_1.1,32
96,96000,3293.302816640707,41.5_1.1,32
97,97000,3406.757455817365,41.5_1.1,32
98,98000,3262.597610714916,41.5_1.1,32
99,99000,3366.728363586485,41.5_1.1,32
100,100000,3368.700967236877,41.5_1.1,32
101,101000,3116.5242035244964,41.5_1.1,32
102,102000,3326.5855370978456,41.5_1.1,32
103,103000,3404.9400848419655,41.5_1.1,32
104,104000,3217.064806272358,41.5_1.1,32
105,105000,3291.7383935890293,41.5_1.1,32
106,106000,3282.82818743151,41.5_1.1,32
107,107000,3302.39079679178,41.5_1.1,32
108,108000,3259.4071837018905,41.5_1.1,32
109,109000,3377.289465446515,41.5_1.1,32
110,110000,3154.944288371562,41.5_1.1,32
111,111000,3278.1224030330372,41.5_1.1,32
112,112000,3162.6237056715677,41.5_1.1,32
113,113000,3293.046991968071,41.5_1.1,32
114,114000,3297.328812064788,41.5_1.1,32
115,115000,3254.3797964114115,41.5_1.1,32
116,116000,3245.214334957619,41.5_1.1,32
117,117000,3265.0982891385293,41.5_1.1,32
118,118000,3336.073146544002,41.5_1.1,32
119,119000,3183.865167062262,41.5_1.1,32
