,ite,cost,hyperparameter,repetition
0,1,35094.42437637136,41.5_1.1,29
1,1000,18416.92835507648,41.5_1.1,29
2,2000,14561.118544060824,41.5_1.1,29
3,3000,11817.041725525449,41.5_1.1,29
4,4000,10030.851221569308,41.5_1.1,29
5,5000,9586.34576873577,41.5_1.1,29
6,6000,8913.304880292688,41.5_1.1,29
7,7000,7852.014124557473,41.5_1.1,29
8,8000,7624.467285375566,41.5_1.1,29
9,9000,7389.139979313905,41.5_1.1,29
10,10000,6775.125652692794,41.5_1.1,29
11,11000,6679.106726509774,41.5_1.1,29
12,12000,6508.52051087094,41.5_1.1,29
13,13000,6255.89661586039,41.5_1.1,29
14,14000,5801.549432082484,41.5_1.1,29
15,15000,5653.085000983344,41.5_1.1,29
16,16000,5480.4672878604015,41.5_1.1,29
17,17000,5449.890503724387,41.5_1.1,29
18,18000,5106.097009864258,41.5_1.1,29
19,19000,4992.018021235021,41.5_1.1,29
20,20000,5042.424199018828,41.5_1.1,29
21,21000,4917.79321697167,41.5_1.1,29
22,22000,4752.654349408061,41.5_1.1,29
23,23000,4926.154005432272,41.5_1.1,29
24,24000,4569.628716493264,41.5_1.1,29
25,25000,4581.86311612411,41.5_1.1,29
26,26000,4540.088730247769,41.5_1.1,29
27,27000,4301.237503502343,41.5_1.1,29
28,28000,4543.644431810564,41.5_1.1,29
29,29000,4463.866949645442,41.5_1.1,29
30,30000,4344.631299294043,41.5_1.1,29
31,31000,4538.510299571651,41.5_1.1,29
32,32000,4132.411208575504,41.5_1.1,29
33,33000,4408.63771089323,41.5_1.1,29
34,34000,4405.926965339284,41.5_1.1,29
35,35000,4073.9298427242124,41.5_1.1,29
36,36000,4076.321472705349,41.5_1.1,29
37,37000,4315.658754026567,41.5_1.1,29
38,38000,4242.571462734811,41.5_1.1,29
39,39000,4243.542680816151,41.5_1.1,29
40,40000,3933.50122337981,41.5_1.1,29
41,41000,4115.019342099638,41.5_1.1,29
42,42000,4161.676176884656,41.5_1.1,29
43,43000,3700.5687473246494,41.5_1.1,29
44,44000,3768.856857965712,41.5_1.1,29
45,45000,3878.8597339496614,41.5_1.1,29
46,46000,3829.22744126355,41.5_1.1,29
47,47000,3866.0404985491414,41.5_1.1,29
48,48000,3794.4812074207066,41.5_1.1,29
49,49000,3914.7390451814254,41.5_1.1,29
50,50000,3793.5690791826473,41.5_1.1,29
51,51000,3763.8867214840984,41.5_1.1,29
52,52000,3836.86590819038,41.5_1.1,29
53,53000,3771.867202714278,41.5_1.1,29
54,54000,3839.689049759084,41.5_1.1,29
55,55000,3778.5260220793625,41.5_1.1,29
56,56000,3782.7543630233313,41.5_1.1,29
57,57000,3874.933510411178,41.5_1.1,29
58,58000,3790.9606255484637,41.5_1.1,29
59,59000,3654.0262284979694,41.5_1.1,29
60,60000,3733.5633591294786,41.5_1.1,29
61,61000,3405.485977329796,41.5_1.1,29
62,62000,3616.468965913622,41.5_1.1,29
63,63000,3647.3374944723214,41.5_1.1,29
64,64000,3552.353156065785,41.5_1.1,29
65,65000,3722.159941752157,41.5_1.1,29
66,66000,3514.358333004537,41.5_1.1,29
67,67000,3511.9134027891814,41.5_1.1,29
68,68000,3613.5906359447345,41.5_1.1,29
69,69000,3659.526241673207,41.5_1.1,29
70,70000,3509.1998118887795,41.5_1.1,29
71,71000,3451.1844413835734,41.5_1.1,29
72,72000,3765.250820160437,41.5_1.1,29
73,73000,3589.5271123706393,41.5_1.1,29
74,74000,3348.2168993620753,41.5_1.1,29
75,75000,3571.4111424243083,41.5_1.1,29
76,76000,3493.9317820254123,41.5_1.1,29
77,77000,3309.0482210717623,41.5_1.1,29
78,78000,3367.0488845621358,41.5_1.1,29
79,79000,3273.133821041112,41.5_1.1,29
80,80000,3447.8733122499866,41.5_1.1,29
81,81000,3523.479367111206,41.5_1.1,29
82,82000,3415.756275783554,41.5_1.1,29
83,83000,3349.3647773031244,41.5_1.1,29
84,84000,3514.437553120716,41.5_1.1,29
85,85000,3337.895702244048,41.5_1.1,29
86,86000,3422.197233077979,41.5_1.1,29
87,87000,3353.829960234345,41.5_1.1,29
88,88000,3468.26675287033,41.5_1.1,29
89,89000,3375.1603992667874,41.5_1.1,29
90,90000,3359.108449652736,41.5_1.1,29
91,91000,3312.113358668637,41.5_1.1,29
92,92000,3137.917033683076,41.5_1.1,29
