,ite,cost,hyperparameter,repetition
0,1,34539.44832421096,41.5_1.1,48
1,1000,18121.88318584575,41.5_1.1,48
2,2000,13813.894753660377,41.5_1.1,48
3,3000,11493.746608415988,41.5_1.1,48
4,4000,9914.878156140441,41.5_1.1,48
5,5000,9385.589042665133,41.5_1.1,48
6,6000,8591.486817913285,41.5_1.1,48
7,7000,8205.539599112124,41.5_1.1,48
8,8000,7607.558350259225,41.5_1.1,48
9,9000,6840.997385179315,41.5_1.1,48
10,10000,6497.481894707719,41.5_1.1,48
11,11000,6406.749918617724,41.5_1.1,48
12,12000,6379.695427711648,41.5_1.1,48
13,13000,6207.4462694461845,41.5_1.1,48
14,14000,6304.930313874593,41.5_1.1,48
15,15000,5385.592283179663,41.5_1.1,48
16,16000,5595.774698144462,41.5_1.1,48
17,17000,5324.807429394126,41.5_1.1,48
18,18000,5350.4254011475605,41.5_1.1,48
19,19000,5103.899484865513,41.5_1.1,48
20,20000,4801.254512597551,41.5_1.1,48
21,21000,5070.945180798208,41.5_1.1,48
22,22000,4846.645505568159,41.5_1.1,48
23,23000,4869.911353094614,41.5_1.1,48
24,24000,4722.467446287811,41.5_1.1,48
25,25000,4811.778871783253,41.5_1.1,48
26,26000,4537.965781838975,41.5_1.1,48
27,27000,4547.07116647567,41.5_1.1,48
28,28000,4539.353294544108,41.5_1.1,48
29,29000,4262.23278694642,41.5_1.1,48
30,30000,4406.107329919316,41.5_1.1,48
31,31000,4254.503306202798,41.5_1.1,48
32,32000,4431.088846925982,41.5_1.1,48
33,33000,4387.328380783898,41.5_1.1,48
34,34000,4068.9716162711775,41.5_1.1,48
35,35000,4088.90085340585,41.5_1.1,48
36,36000,4303.814725419115,41.5_1.1,48
37,37000,4176.7564972749515,41.5_1.1,48
38,38000,4276.476931141905,41.5_1.1,48
39,39000,4157.98415985117,41.5_1.1,48
40,40000,3955.3481484947133,41.5_1.1,48
41,41000,3900.021679762263,41.5_1.1,48
42,42000,4013.7465169927978,41.5_1.1,48
43,43000,3835.5066370545037,41.5_1.1,48
44,44000,3921.8669377459732,41.5_1.1,48
45,45000,3973.5060275408614,41.5_1.1,48
46,46000,3941.426975719473,41.5_1.1,48
47,47000,3725.169011158202,41.5_1.1,48
48,48000,3736.53101032045,41.5_1.1,48
49,49000,3978.687919841726,41.5_1.1,48
50,50000,3793.8306213242336,41.5_1.1,48
51,51000,3961.531976609527,41.5_1.1,48
52,52000,3585.997991812957,41.5_1.1,48
53,53000,3828.6154131775056,41.5_1.1,48
54,54000,3721.602972744314,41.5_1.1,48
55,55000,3818.569066896586,41.5_1.1,48
56,56000,3785.6398652045605,41.5_1.1,48
57,57000,3729.785938896171,41.5_1.1,48
58,58000,3855.5333754163826,41.5_1.1,48
59,59000,3689.5832792581614,41.5_1.1,48
60,60000,3664.107048878956,41.5_1.1,48
61,61000,3834.854563157243,41.5_1.1,48
62,62000,3532.5272634683174,41.5_1.1,48
63,63000,3691.2132654368156,41.5_1.1,48
64,64000,3531.6237061279708,41.5_1.1,48
65,65000,3422.9561583386603,41.5_1.1,48
66,66000,3597.685805788749,41.5_1.1,48
67,67000,3562.498913419234,41.5_1.1,48
68,68000,3529.4802220136257,41.5_1.1,48
69,69000,3596.4413827974604,41.5_1.1,48
70,70000,3534.411513599878,41.5_1.1,48
71,71000,3606.309594572632,41.5_1.1,48
72,72000,3383.657334871324,41.5_1.1,48
73,73000,3392.937952644697,41.5_1.1,48
74,74000,3598.1837294866023,41.5_1.1,48
75,75000,3433.0220271900366,41.5_1.1,48
76,76000,3470.042829225681,41.5_1.1,48
77,77000,3704.0398740119426,41.5_1.1,48
78,78000,3456.808122654808,41.5_1.1,48
