,ite,cost,hyperparameter,repetition
0,1,34666.138389426895,41.5_1.1,50
1,1000,18485.969968319103,41.5_1.1,50
2,2000,14211.906537463676,41.5_1.1,50
3,3000,11988.249155764068,41.5_1.1,50
4,4000,10193.966805682,41.5_1.1,50
5,5000,8931.118477251948,41.5_1.1,50
6,6000,8521.510499724374,41.5_1.1,50
7,7000,7338.4150337201445,41.5_1.1,50
8,8000,7673.4559445514005,41.5_1.1,50
9,9000,6920.40499145036,41.5_1.1,50
10,10000,6773.3327149044,41.5_1.1,50
11,11000,6456.797349854896,41.5_1.1,50
12,12000,6224.911095683364,41.5_1.1,50
13,13000,6165.334465637671,41.5_1.1,50
14,14000,6108.427891439911,41.5_1.1,50
15,15000,5810.266628480679,41.5_1.1,50
16,16000,5846.346907846101,41.5_1.1,50
17,17000,5139.786251186483,41.5_1.1,50
18,18000,5248.924622925862,41.5_1.1,50
19,19000,5072.84221291174,41.5_1.1,50
20,20000,5042.956269862769,41.5_1.1,50
21,21000,5158.535708541343,41.5_1.1,50
22,22000,5031.061879248532,41.5_1.1,50
23,23000,4695.491057256839,41.5_1.1,50
24,24000,4316.928877505976,41.5_1.1,50
25,25000,4330.522823534318,41.5_1.1,50
26,26000,4540.799440162627,41.5_1.1,50
27,27000,4634.893611307729,41.5_1.1,50
28,28000,4407.316441023454,41.5_1.1,50
29,29000,4388.864638022613,41.5_1.1,50
30,30000,4473.982146089575,41.5_1.1,50
31,31000,4314.799124782184,41.5_1.1,50
32,32000,4221.451252550186,41.5_1.1,50
33,33000,4279.755226666632,41.5_1.1,50
34,34000,4247.593922439317,41.5_1.1,50
35,35000,4640.959215304763,41.5_1.1,50
36,36000,4092.3677399803337,41.5_1.1,50
37,37000,4020.2032335711538,41.5_1.1,50
38,38000,4197.786730140315,41.5_1.1,50
39,39000,4025.2655476555124,41.5_1.1,50
40,40000,4210.300980906226,41.5_1.1,50
41,41000,4211.323775201855,41.5_1.1,50
42,42000,4065.3190309039455,41.5_1.1,50
43,43000,4035.1712086762564,41.5_1.1,50
44,44000,4033.5830627220325,41.5_1.1,50
45,45000,3956.5573422014145,41.5_1.1,50
46,46000,3755.88508273485,41.5_1.1,50
47,47000,3880.237560478807,41.5_1.1,50
48,48000,3758.9974784047254,41.5_1.1,50
49,49000,4026.7482758479027,41.5_1.1,50
50,50000,3806.8446514288908,41.5_1.1,50
51,51000,4032.0438866792274,41.5_1.1,50
52,52000,3787.5868017670628,41.5_1.1,50
53,53000,3940.1716641602443,41.5_1.1,50
54,54000,3748.5676808107355,41.5_1.1,50
55,55000,3669.829295239841,41.5_1.1,50
56,56000,3613.372118182418,41.5_1.1,50
57,57000,3474.458664846176,41.5_1.1,50
58,58000,3641.7893648519093,41.5_1.1,50
59,59000,3699.712649609991,41.5_1.1,50
60,60000,3799.6059514494686,41.5_1.1,50
61,61000,3817.6669392746517,41.5_1.1,50
62,62000,3563.1454782615438,41.5_1.1,50
63,63000,3576.4498798791674,41.5_1.1,50
64,64000,3773.4252822175395,41.5_1.1,50
65,65000,3705.8426559679874,41.5_1.1,50
66,66000,3706.3101583188195,41.5_1.1,50
67,67000,3619.215584064074,41.5_1.1,50
68,68000,3490.1129825285375,41.5_1.1,50
