,ite,cost,hyperparameter,repetition
0,1,34436.22877335442,41.5_1.1,37
1,1000,17814.80021251821,41.5_1.1,37
2,2000,14407.887687279483,41.5_1.1,37
3,3000,11291.737654670915,41.5_1.1,37
4,4000,9970.246841619326,41.5_1.1,37
5,5000,9183.638613895564,41.5_1.1,37
6,6000,8958.411289938651,41.5_1.1,37
7,7000,8269.038659823667,41.5_1.1,37
8,8000,7596.671154402346,41.5_1.1,37
9,9000,7140.788141633573,41.5_1.1,37
10,10000,6695.482592776882,41.5_1.1,37
11,11000,6563.3989367355925,41.5_1.1,37
12,12000,6029.150470116642,41.5_1.1,37
13,13000,6250.4656363114755,41.5_1.1,37
14,14000,6110.33785767912,41.5_1.1,37
15,15000,5923.400707721427,41.5_1.1,37
16,16000,5550.8605201782075,41.5_1.1,37
17,17000,5414.389128731602,41.5_1.1,37
18,18000,5295.5167895370105,41.5_1.1,37
19,19000,5252.629020644631,41.5_1.1,37
20,20000,5069.852736266943,41.5_1.1,37
21,21000,5146.526446375471,41.5_1.1,37
22,22000,4838.648071711924,41.5_1.1,37
23,23000,4956.083208154562,41.5_1.1,37
24,24000,4804.8166093532545,41.5_1.1,37
25,25000,4941.126229070804,41.5_1.1,37
26,26000,4557.763831245314,41.5_1.1,37
27,27000,4443.352417869239,41.5_1.1,37
28,28000,4590.306476648044,41.5_1.1,37
29,29000,4521.743781187498,41.5_1.1,37
30,30000,4590.9122655465835,41.5_1.1,37
31,31000,4571.0215903795815,41.5_1.1,37
32,32000,4273.373091279172,41.5_1.1,37
33,33000,4473.161705319077,41.5_1.1,37
34,34000,4320.298931526279,41.5_1.1,37
35,35000,4166.900187981806,41.5_1.1,37
36,36000,4195.086828024764,41.5_1.1,37
37,37000,3962.6011188687044,41.5_1.1,37
38,38000,4027.6976769961598,41.5_1.1,37
39,39000,4058.9531873283026,41.5_1.1,37
40,40000,4219.350448163126,41.5_1.1,37
41,41000,3929.54399073733,41.5_1.1,37
42,42000,3973.9065523886725,41.5_1.1,37
43,43000,3841.9037441507953,41.5_1.1,37
44,44000,3931.1057088654884,41.5_1.1,37
45,45000,3827.1599568783245,41.5_1.1,37
46,46000,3974.8155769255404,41.5_1.1,37
47,47000,4030.2519643188293,41.5_1.1,37
48,48000,4042.462783018078,41.5_1.1,37
49,49000,3939.8269519885853,41.5_1.1,37
50,50000,3726.588241313509,41.5_1.1,37
51,51000,3771.246038460084,41.5_1.1,37
52,52000,3683.1527227939155,41.5_1.1,37
53,53000,3597.3755010598097,41.5_1.1,37
54,54000,3781.737065304242,41.5_1.1,37
55,55000,3702.794566028124,41.5_1.1,37
56,56000,3597.986704086467,41.5_1.1,37
57,57000,3580.822726059282,41.5_1.1,37
58,58000,3838.3964999625937,41.5_1.1,37
59,59000,4059.4035976390255,41.5_1.1,37
60,60000,3640.128083922149,41.5_1.1,37
61,61000,3635.50198614899,41.5_1.1,37
62,62000,3673.623696595811,41.5_1.1,37
63,63000,3615.0629884481386,41.5_1.1,37
64,64000,3686.6719994122095,41.5_1.1,37
65,65000,3643.321731312153,41.5_1.1,37
66,66000,3685.298655356967,41.5_1.1,37
67,67000,3540.089483011271,41.5_1.1,37
68,68000,3724.8992616159653,41.5_1.1,37
69,69000,3576.9285501767777,41.5_1.1,37
70,70000,3408.873821239266,41.5_1.1,37
71,71000,3433.6680886042027,41.5_1.1,37
72,72000,3452.6856873275933,41.5_1.1,37
73,73000,3490.7253306683765,41.5_1.1,37
74,74000,3549.0160621244327,41.5_1.1,37
75,75000,3512.861901655786,41.5_1.1,37
76,76000,3364.5948384646163,41.5_1.1,37
77,77000,3419.5637233675156,41.5_1.1,37
78,78000,3537.7555569324695,41.5_1.1,37
79,79000,3385.082925335749,41.5_1.1,37
80,80000,3426.8629807911416,41.5_1.1,37
81,81000,3361.9160984581895,41.5_1.1,37
82,82000,3450.110683102588,41.5_1.1,37
83,83000,3385.249493941206,41.5_1.1,37
