,ite,cost,hyperparameter,repetition
0,1,34730.1927398044,41.5_1.1,39
1,1000,18249.070945374642,41.5_1.1,39
2,2000,13804.57318101133,41.5_1.1,39
3,3000,11461.063198426524,41.5_1.1,39
4,4000,9621.967807214529,41.5_1.1,39
5,5000,9108.541498824075,41.5_1.1,39
6,6000,8265.232682594738,41.5_1.1,39
7,7000,8281.7353090742,41.5_1.1,39
8,8000,7179.323497739651,41.5_1.1,39
9,9000,6663.679662774414,41.5_1.1,39
10,10000,6399.336602830793,41.5_1.1,39
11,11000,6148.6819593123355,41.5_1.1,39
12,12000,6174.842779735384,41.5_1.1,39
13,13000,6073.714175800016,41.5_1.1,39
14,14000,5562.356071207488,41.5_1.1,39
15,15000,5474.209545666672,41.5_1.1,39
16,16000,5392.153581085553,41.5_1.1,39
17,17000,5431.164481330442,41.5_1.1,39
18,18000,5282.05016262552,41.5_1.1,39
19,19000,5422.879777966153,41.5_1.1,39
20,20000,5370.974921223944,41.5_1.1,39
21,21000,4959.842543726909,41.5_1.1,39
22,22000,4975.855205432333,41.5_1.1,39
23,23000,4655.7264799991035,41.5_1.1,39
24,24000,4904.420912957547,41.5_1.1,39
25,25000,4436.815367937913,41.5_1.1,39
26,26000,4980.879400039666,41.5_1.1,39
27,27000,4513.253614230715,41.5_1.1,39
28,28000,4511.4233305854705,41.5_1.1,39
29,29000,4212.743787730073,41.5_1.1,39
30,30000,4402.153274453014,41.5_1.1,39
31,31000,4472.692383475036,41.5_1.1,39
32,32000,4612.3758273729045,41.5_1.1,39
33,33000,4344.231286678252,41.5_1.1,39
34,34000,4248.70884044414,41.5_1.1,39
35,35000,4285.126471138544,41.5_1.1,39
36,36000,4105.917327575077,41.5_1.1,39
37,37000,4372.354024053494,41.5_1.1,39
38,38000,4053.0152773609775,41.5_1.1,39
39,39000,4088.5479097355274,41.5_1.1,39
40,40000,3934.414110768661,41.5_1.1,39
41,41000,4140.199959041029,41.5_1.1,39
42,42000,3852.297151533873,41.5_1.1,39
43,43000,3922.789115220894,41.5_1.1,39
44,44000,3981.9949122377184,41.5_1.1,39
45,45000,3881.772363412203,41.5_1.1,39
46,46000,3884.9916456619076,41.5_1.1,39
47,47000,3997.324263995983,41.5_1.1,39
48,48000,4032.054543070252,41.5_1.1,39
49,49000,4168.604360215598,41.5_1.1,39
50,50000,3829.9439718434896,41.5_1.1,39
51,51000,3798.1012110040238,41.5_1.1,39
52,52000,3963.265976767441,41.5_1.1,39
53,53000,3909.393857126131,41.5_1.1,39
54,54000,3748.2064035790313,41.5_1.1,39
55,55000,3812.9454870847785,41.5_1.1,39
56,56000,3802.356233934164,41.5_1.1,39
57,57000,3632.7929338849576,41.5_1.1,39
58,58000,3572.00342996024,41.5_1.1,39
59,59000,3627.769818791521,41.5_1.1,39
60,60000,3663.9705520894468,41.5_1.1,39
61,61000,3689.288450138599,41.5_1.1,39
62,62000,3672.9880078249425,41.5_1.1,39
63,63000,3642.6970784142522,41.5_1.1,39
64,64000,3809.3909826309373,41.5_1.1,39
65,65000,3719.297890067068,41.5_1.1,39
66,66000,3650.1479414939436,41.5_1.1,39
67,67000,3646.6366654857475,41.5_1.1,39
68,68000,3381.6173650634837,41.5_1.1,39
69,69000,3414.7876761445755,41.5_1.1,39
70,70000,3688.4082729062825,41.5_1.1,39
71,71000,3526.7788197224995,41.5_1.1,39
72,72000,3387.4863454839005,41.5_1.1,39
73,73000,3509.3650054175773,41.5_1.1,39
74,74000,3550.9410271544384,41.5_1.1,39
75,75000,3539.3184018035427,41.5_1.1,39
76,76000,3527.9564357672702,41.5_1.1,39
77,77000,3324.1854029204205,41.5_1.1,39
78,78000,3539.680304857154,41.5_1.1,39
79,79000,3356.5248486360447,41.5_1.1,39
80,80000,3383.755001007619,41.5_1.1,39
81,81000,3461.4082872188787,41.5_1.1,39
82,82000,3419.366553755183,41.5_1.1,39
83,83000,3317.3153868726004,41.5_1.1,39
84,84000,3442.036512615419,41.5_1.1,39
85,85000,3614.9749005701233,41.5_1.1,39
86,86000,3342.599624985813,41.5_1.1,39
87,87000,3273.370868986455,41.5_1.1,39
88,88000,3430.648837895117,41.5_1.1,39
89,89000,3497.3851950138105,41.5_1.1,39
90,90000,3341.0391937659715,41.5_1.1,39
91,91000,3368.166785377615,41.5_1.1,39
92,92000,3377.8063395254135,41.5_1.1,39
93,93000,3322.778869315538,41.5_1.1,39
94,94000,3369.5175194682256,41.5_1.1,39
95,95000,3304.260766663458,41.5_1.1,39
96,96000,3415.572638810973,41.5_1.1,39
97,97000,3332.3585901414604,41.5_1.1,39
98,98000,3432.963866905115,41.5_1.1,39
99,99000,3368.54143158949,41.5_1.1,39
100,100000,3288.9490926513017,41.5_1.1,39
101,101000,3330.507747549568,41.5_1.1,39
102,102000,3281.1082224141014,41.5_1.1,39
103,103000,3294.758421759247,41.5_1.1,39
104,104000,3255.106810179802,41.5_1.1,39
105,105000,3330.784300627263,41.5_1.1,39
106,106000,3205.5958111984414,41.5_1.1,39
107,107000,3402.1434213049934,41.5_1.1,39
108,108000,3341.6206348566348,41.5_1.1,39
109,109000,3283.565719257883,41.5_1.1,39
110,110000,3164.5369527809444,41.5_1.1,39
111,111000,3397.1207264634663,41.5_1.1,39
112,112000,3230.47891956623,41.5_1.1,39
113,113000,3233.836670073708,41.5_1.1,39
114,114000,3264.1270875909754,41.5_1.1,39
115,115000,3394.977632952052,41.5_1.1,39
116,116000,3248.5762501597324,41.5_1.1,39
117,117000,3260.203340564697,41.5_1.1,39
118,118000,3125.588035206165,41.5_1.1,39
119,119000,3291.367766676299,41.5_1.1,39
120,120000,3323.9701416261564,41.5_1.1,39
121,121000,3279.9993732028174,41.5_1.1,39
122,122000,3219.113821192248,41.5_1.1,39
123,123000,3147.5969661821655,41.5_1.1,39
124,124000,3384.629933197104,41.5_1.1,39
125,125000,3236.3252845868838,41.5_1.1,39
126,126000,3243.37234639799,41.5_1.1,39
127,127000,3220.785814646078,41.5_1.1,39
128,128000,3146.581607791963,41.5_1.1,39
129,129000,3261.0835922857873,41.5_1.1,39
130,130000,3191.6704568284194,41.5_1.1,39
131,131000,3204.0551034793334,41.5_1.1,39
132,132000,3198.095662342588,41.5_1.1,39
133,133000,3325.262702694968,41.5_1.1,39
134,134000,3198.8276384484425,41.5_1.1,39
135,135000,3122.076407476591,41.5_1.1,39
136,136000,3051.467282836435,41.5_1.1,39
137,137000,3163.644803225971,41.5_1.1,39
138,138000,3194.9938180760473,41.5_1.1,39
139,139000,3147.8836007842674,41.5_1.1,39
140,140000,3279.9417032398846,41.5_1.1,39
141,141000,3248.154707006639,41.5_1.1,39
142,142000,3136.401356496903,41.5_1.1,39
143,143000,3183.4563668986752,41.5_1.1,39
144,144000,3247.8558120325506,41.5_1.1,39
145,145000,3100.9899282449637,41.5_1.1,39
