,ite,cost,hyperparameter,repetition
0,1,34178.23098751583,41.5_1.1,16
1,1000,18567.36732228746,41.5_1.1,16
2,2000,14200.9225692659,41.5_1.1,16
3,3000,12176.133941682587,41.5_1.1,16
4,4000,10546.78642507218,41.5_1.1,16
5,5000,9735.19826761891,41.5_1.1,16
6,6000,8936.783696381084,41.5_1.1,16
7,7000,7436.657460475499,41.5_1.1,16
8,8000,7910.722140985095,41.5_1.1,16
9,9000,7240.654546055712,41.5_1.1,16
10,10000,6858.654918222084,41.5_1.1,16
11,11000,6522.762880106569,41.5_1.1,16
12,12000,6511.429680038298,41.5_1.1,16
13,13000,6218.168081706833,41.5_1.1,16
14,14000,5903.8805905624395,41.5_1.1,16
15,15000,5756.20570712613,41.5_1.1,16
16,16000,5610.100555561692,41.5_1.1,16
17,17000,5426.319791032612,41.5_1.1,16
18,18000,5440.249950579563,41.5_1.1,16
19,19000,5277.217538549131,41.5_1.1,16
20,20000,4871.506859182199,41.5_1.1,16
21,21000,5022.365217834847,41.5_1.1,16
22,22000,4851.68343606832,41.5_1.1,16
23,23000,4842.696081231196,41.5_1.1,16
24,24000,4616.869704921989,41.5_1.1,16
25,25000,4665.02576285649,41.5_1.1,16
26,26000,4783.636776911942,41.5_1.1,16
27,27000,4474.642544599194,41.5_1.1,16
28,28000,4359.643712596853,41.5_1.1,16
29,29000,4341.058724704316,41.5_1.1,16
30,30000,4481.298729584635,41.5_1.1,16
31,31000,4261.044489988329,41.5_1.1,16
32,32000,4378.224430636526,41.5_1.1,16
33,33000,4213.763319123777,41.5_1.1,16
34,34000,4383.647878056725,41.5_1.1,16
35,35000,4189.2728740617995,41.5_1.1,16
36,36000,4084.60098051532,41.5_1.1,16
37,37000,4129.4160989120965,41.5_1.1,16
38,38000,3828.1285172409653,41.5_1.1,16
39,39000,3800.074299217903,41.5_1.1,16
40,40000,4145.795746718745,41.5_1.1,16
41,41000,3839.9748228391973,41.5_1.1,16
42,42000,3733.3510639448255,41.5_1.1,16
43,43000,3818.5842930521567,41.5_1.1,16
44,44000,3972.8796757232267,41.5_1.1,16
45,45000,4126.321849322896,41.5_1.1,16
46,46000,3879.542549948467,41.5_1.1,16
47,47000,3768.3311358180404,41.5_1.1,16
48,48000,3868.594689603064,41.5_1.1,16
49,49000,3679.4601217800605,41.5_1.1,16
50,50000,3976.748860214012,41.5_1.1,16
51,51000,3779.36218683546,41.5_1.1,16
52,52000,3581.0657481995395,41.5_1.1,16
53,53000,3670.871961256273,41.5_1.1,16
54,54000,3428.3712990406875,41.5_1.1,16
55,55000,3564.18627304962,41.5_1.1,16
56,56000,3727.9734076389386,41.5_1.1,16
57,57000,3510.2720686064495,41.5_1.1,16
58,58000,3820.648454042053,41.5_1.1,16
59,59000,3781.74458427587,41.5_1.1,16
60,60000,3518.3957568224196,41.5_1.1,16
61,61000,3525.709729145801,41.5_1.1,16
62,62000,3529.8080184631217,41.5_1.1,16
63,63000,3618.283989134916,41.5_1.1,16
64,64000,3685.465286389599,41.5_1.1,16
65,65000,3419.4297575574437,41.5_1.1,16
66,66000,3421.019709885762,41.5_1.1,16
67,67000,3613.3211301479237,41.5_1.1,16
68,68000,3475.895395323901,41.5_1.1,16
69,69000,3479.545913500999,41.5_1.1,16
70,70000,3537.788599322749,41.5_1.1,16
71,71000,3482.2035665433627,41.5_1.1,16
72,72000,3457.1833255216143,41.5_1.1,16
73,73000,3595.4222931205613,41.5_1.1,16
74,74000,3484.154646441263,41.5_1.1,16
75,75000,3455.9022126289947,41.5_1.1,16
76,76000,3479.53690024503,41.5_1.1,16
77,77000,3443.3570330133834,41.5_1.1,16
78,78000,3545.0574172960764,41.5_1.1,16
79,79000,3471.4510043062396,41.5_1.1,16
80,80000,3550.9730902760966,41.5_1.1,16
81,81000,3544.0678641440095,41.5_1.1,16
82,82000,3593.20513602497,41.5_1.1,16
83,83000,3324.9160298825595,41.5_1.1,16
84,84000,3275.4302960185278,41.5_1.1,16
85,85000,3550.0625717186117,41.5_1.1,16
86,86000,3489.9686003102465,41.5_1.1,16
87,87000,3406.809661354836,41.5_1.1,16
88,88000,3354.2147144419873,41.5_1.1,16
89,89000,3402.9506438468966,41.5_1.1,16
90,90000,3376.4573946852747,41.5_1.1,16
91,91000,3379.700012499108,41.5_1.1,16
92,92000,3421.8066536305596,41.5_1.1,16
93,93000,3446.4725706914564,41.5_1.1,16
94,94000,3363.7985438539317,41.5_1.1,16
95,95000,3278.231455222828,41.5_1.1,16
96,96000,3334.7949181220242,41.5_1.1,16
97,97000,3401.6348358465784,41.5_1.1,16
98,98000,3381.1664373469707,41.5_1.1,16
99,99000,3177.484231117838,41.5_1.1,16
100,100000,3153.1778199348596,41.5_1.1,16
101,101000,3369.695012043129,41.5_1.1,16
102,102000,3318.6726214269397,41.5_1.1,16
103,103000,3333.2216882603625,41.5_1.1,16
104,104000,3502.5298996765277,41.5_1.1,16
105,105000,3433.746397748532,41.5_1.1,16
106,106000,3288.3110120855504,41.5_1.1,16
107,107000,3250.2685593893643,41.5_1.1,16
108,108000,3379.398987005415,41.5_1.1,16
109,109000,3275.2892500219655,41.5_1.1,16
110,110000,3404.2191182206493,41.5_1.1,16
111,111000,3347.7606945574653,41.5_1.1,16
112,112000,3301.690815212255,41.5_1.1,16
113,113000,3201.458012839806,41.5_1.1,16
114,114000,3278.4737065269837,41.5_1.1,16
115,115000,3112.8088055133167,41.5_1.1,16
116,116000,3348.1740746598134,41.5_1.1,16
117,117000,3240.054760918139,41.5_1.1,16
118,118000,3078.3317679968186,41.5_1.1,16
119,119000,3242.1781907374148,41.5_1.1,16
120,120000,3362.57542746075,41.5_1.1,16
121,121000,3280.6520675435913,41.5_1.1,16
122,122000,3299.245149868252,41.5_1.1,16
123,123000,3027.138237514453,41.5_1.1,16
124,124000,3197.690614730905,41.5_1.1,16
125,125000,3385.6972361306293,41.5_1.1,16
126,126000,3173.763425150244,41.5_1.1,16
127,127000,3179.3255005674096,41.5_1.1,16
128,128000,3099.160645873951,41.5_1.1,16
129,129000,3232.5907998986304,41.5_1.1,16
130,130000,3252.7158093856438,41.5_1.1,16
131,131000,3191.5214724274606,41.5_1.1,16
132,132000,3209.5338742673525,41.5_1.1,16
133,133000,3152.4563086834996,41.5_1.1,16
134,134000,3245.2174922227023,41.5_1.1,16
135,135000,3113.052428975659,41.5_1.1,16
136,136000,3062.042900070716,41.5_1.1,16
137,137000,3238.962799068869,41.5_1.1,16
138,138000,3138.978122440254,41.5_1.1,16
139,139000,3277.6633682934525,41.5_1.1,16
140,140000,3220.3871243175777,41.5_1.1,16
141,141000,3145.020405897493,41.5_1.1,16
142,142000,3217.8711068637044,41.5_1.1,16
143,143000,3236.055978583288,41.5_1.1,16
144,144000,3064.324668589629,41.5_1.1,16
145,145000,3200.637629819549,41.5_1.1,16
146,146000,3209.8463732163145,41.5_1.1,16
147,147000,3280.695664192721,41.5_1.1,16
148,148000,3203.6888043174486,41.5_1.1,16
149,149000,3268.0508512086976,41.5_1.1,16
150,150000,3145.79748756921,41.5_1.1,16
151,151000,3172.293862218998,41.5_1.1,16
152,152000,3036.952920976811,41.5_1.1,16
153,153000,3174.8261010661695,41.5_1.1,16
154,154000,3079.8486451888575,41.5_1.1,16
155,155000,3217.726680064518,41.5_1.1,16
156,156000,3230.0165992821876,41.5_1.1,16
157,157000,3122.8336305834805,41.5_1.1,16
158,158000,3041.406170360357,41.5_1.1,16
159,159000,3172.671667517645,41.5_1.1,16
160,160000,3160.7259426032715,41.5_1.1,16
161,161000,3075.2622647136513,41.5_1.1,16
162,162000,2962.1601893854113,41.5_1.1,16
163,163000,3241.243925369465,41.5_1.1,16
164,164000,3096.246818740333,41.5_1.1,16
165,165000,3092.9596829116012,41.5_1.1,16
166,166000,3060.7995813561474,41.5_1.1,16
167,167000,3208.6665478814734,41.5_1.1,16
168,168000,3173.412546115488,41.5_1.1,16
169,169000,2945.3475655722104,41.5_1.1,16
170,170000,3167.3297401862787,41.5_1.1,16
171,171000,3100.643437950256,41.5_1.1,16
172,172000,3256.9784834499355,41.5_1.1,16
173,173000,3141.4446158072064,41.5_1.1,16
174,174000,3125.288236813927,41.5_1.1,16
