,ite,cost,hyperparameter,repetition
0,1,32801.68413778103,41.5_1.1,26
1,1000,18017.952627855706,41.5_1.1,26
2,2000,13792.53845971817,41.5_1.1,26
3,3000,11977.660667079053,41.5_1.1,26
4,4000,10466.33672705084,41.5_1.1,26
5,5000,8941.393090942636,41.5_1.1,26
6,6000,8675.085280810492,41.5_1.1,26
7,7000,7702.796455323347,41.5_1.1,26
8,8000,7351.781754856822,41.5_1.1,26
9,9000,7112.576938969566,41.5_1.1,26
10,10000,6757.223858373969,41.5_1.1,26
11,11000,6491.078174542491,41.5_1.1,26
12,12000,6158.20099974133,41.5_1.1,26
13,13000,6233.36181915124,41.5_1.1,26
14,14000,6191.179992677541,41.5_1.1,26
15,15000,5531.787113840611,41.5_1.1,26
16,16000,5533.618036484128,41.5_1.1,26
17,17000,5776.4627805064665,41.5_1.1,26
18,18000,5666.2778960404885,41.5_1.1,26
19,19000,5092.075007714172,41.5_1.1,26
20,20000,4937.667572594716,41.5_1.1,26
21,21000,5004.768049987987,41.5_1.1,26
22,22000,5093.841849869468,41.5_1.1,26
23,23000,4688.47107065225,41.5_1.1,26
24,24000,4988.779813911272,41.5_1.1,26
25,25000,4476.571258192239,41.5_1.1,26
26,26000,4438.305590205968,41.5_1.1,26
27,27000,4477.964225663235,41.5_1.1,26
28,28000,4672.805067363659,41.5_1.1,26
29,29000,4202.799298214843,41.5_1.1,26
30,30000,4438.263643098063,41.5_1.1,26
31,31000,4627.292715838251,41.5_1.1,26
32,32000,4301.196008368691,41.5_1.1,26
33,33000,4255.0256691534005,41.5_1.1,26
34,34000,3988.3001612053195,41.5_1.1,26
35,35000,4146.143704470605,41.5_1.1,26
36,36000,4031.374372327217,41.5_1.1,26
37,37000,4155.41807351023,41.5_1.1,26
38,38000,3999.033778683866,41.5_1.1,26
39,39000,4127.864513203891,41.5_1.1,26
40,40000,3981.0520868954186,41.5_1.1,26
41,41000,4052.539317778685,41.5_1.1,26
42,42000,4234.710704221619,41.5_1.1,26
43,43000,3941.896993490588,41.5_1.1,26
44,44000,4102.545559270118,41.5_1.1,26
45,45000,3974.551734901088,41.5_1.1,26
46,46000,3808.3339290563936,41.5_1.1,26
47,47000,3815.732278359956,41.5_1.1,26
48,48000,3825.367433503187,41.5_1.1,26
49,49000,3817.99874681251,41.5_1.1,26
50,50000,3868.369195357201,41.5_1.1,26
51,51000,3761.1871283177074,41.5_1.1,26
52,52000,3871.382102205515,41.5_1.1,26
53,53000,3838.4689065271177,41.5_1.1,26
54,54000,3694.862593407636,41.5_1.1,26
55,55000,3489.7291233801852,41.5_1.1,26
56,56000,3511.9020958443443,41.5_1.1,26
57,57000,3811.765971287955,41.5_1.1,26
58,58000,3582.8438953662067,41.5_1.1,26
59,59000,3668.765538417222,41.5_1.1,26
60,60000,3738.2849236669535,41.5_1.1,26
