,ite,cost,hyperparameter,repetition
0,1,33969.407669531094,41.5_1.1,31
1,1000,18829.237943625005,41.5_1.1,31
2,2000,14167.291074547513,41.5_1.1,31
3,3000,12070.434122641147,41.5_1.1,31
4,4000,10659.222331054887,41.5_1.1,31
5,5000,9843.457748698009,41.5_1.1,31
6,6000,8401.075735532777,41.5_1.1,31
7,7000,7949.50993470851,41.5_1.1,31
8,8000,7249.822917043348,41.5_1.1,31
9,9000,7198.719879204884,41.5_1.1,31
10,10000,6609.0636755092755,41.5_1.1,31
11,11000,6363.104133784374,41.5_1.1,31
12,12000,6369.569405171875,41.5_1.1,31
13,13000,5909.56543184691,41.5_1.1,31
14,14000,5973.847732706995,41.5_1.1,31
15,15000,5819.45154860694,41.5_1.1,31
16,16000,5482.245825185989,41.5_1.1,31
17,17000,5693.779759249923,41.5_1.1,31
18,18000,5220.440600989897,41.5_1.1,31
19,19000,4834.405883097385,41.5_1.1,31
20,20000,5206.395308518711,41.5_1.1,31
21,21000,5066.858479385886,41.5_1.1,31
22,22000,4936.701801743353,41.5_1.1,31
23,23000,4740.316448732974,41.5_1.1,31
24,24000,4820.885710053976,41.5_1.1,31
25,25000,4868.826258408399,41.5_1.1,31
26,26000,4581.174207143974,41.5_1.1,31
27,27000,4653.5209093922795,41.5_1.1,31
28,28000,4459.99781366163,41.5_1.1,31
29,29000,4442.969961747618,41.5_1.1,31
30,30000,4210.875612935081,41.5_1.1,31
31,31000,4221.405256373831,41.5_1.1,31
32,32000,4403.349161647195,41.5_1.1,31
33,33000,4093.831536467849,41.5_1.1,31
34,34000,4273.275274304562,41.5_1.1,31
35,35000,4043.4791176428544,41.5_1.1,31
36,36000,4085.7413856879175,41.5_1.1,31
37,37000,3952.2261106844426,41.5_1.1,31
38,38000,4182.622860345436,41.5_1.1,31
39,39000,3867.2587657339554,41.5_1.1,31
40,40000,4186.82023676767,41.5_1.1,31
41,41000,4048.1824977816427,41.5_1.1,31
42,42000,3897.0789939711412,41.5_1.1,31
43,43000,3929.7288759800317,41.5_1.1,31
44,44000,4029.6814580158907,41.5_1.1,31
45,45000,3863.860347391038,41.5_1.1,31
