,ite,cost,hyperparameter,repetition
0,1,33684.16160753022,41.5_1.1,18
1,1000,18718.493157990713,41.5_1.1,18
2,2000,13702.493941555225,41.5_1.1,18
3,3000,11433.459031837137,41.5_1.1,18
4,4000,10025.58065570737,41.5_1.1,18
5,5000,8897.630893114498,41.5_1.1,18
6,6000,8501.484282416099,41.5_1.1,18
7,7000,8241.739898841397,41.5_1.1,18
8,8000,7437.264529410535,41.5_1.1,18
9,9000,6931.968943145478,41.5_1.1,18
10,10000,6451.694155275865,41.5_1.1,18
11,11000,6555.611780695436,41.5_1.1,18
12,12000,6388.085567271107,41.5_1.1,18
13,13000,6076.383300925386,41.5_1.1,18
14,14000,5840.063731961689,41.5_1.1,18
15,15000,5617.905291265812,41.5_1.1,18
16,16000,5397.639106529581,41.5_1.1,18
17,17000,5456.780116523898,41.5_1.1,18
18,18000,5205.655516774532,41.5_1.1,18
19,19000,5339.950142727853,41.5_1.1,18
20,20000,4996.584290054641,41.5_1.1,18
21,21000,5359.941335629704,41.5_1.1,18
22,22000,4672.124959396545,41.5_1.1,18
23,23000,4729.530756412107,41.5_1.1,18
24,24000,4977.040346289759,41.5_1.1,18
25,25000,4958.2916995559035,41.5_1.1,18
26,26000,4662.4190351206535,41.5_1.1,18
27,27000,4424.318684836533,41.5_1.1,18
28,28000,4427.593081690498,41.5_1.1,18
29,29000,4350.7096337956555,41.5_1.1,18
30,30000,4531.381051775742,41.5_1.1,18
31,31000,4398.2742615312845,41.5_1.1,18
32,32000,4416.5697541615955,41.5_1.1,18
33,33000,4511.4102899767495,41.5_1.1,18
34,34000,4301.9211442495125,41.5_1.1,18
35,35000,4417.9872347039745,41.5_1.1,18
36,36000,4118.8515478034005,41.5_1.1,18
37,37000,4057.1223471777175,41.5_1.1,18
38,38000,4106.885570792903,41.5_1.1,18
39,39000,4077.3602271923546,41.5_1.1,18
40,40000,3951.1041350778764,41.5_1.1,18
41,41000,3794.2401536787715,41.5_1.1,18
42,42000,3884.813395186489,41.5_1.1,18
43,43000,3913.837269715581,41.5_1.1,18
44,44000,4029.8679637421383,41.5_1.1,18
45,45000,3637.689403474196,41.5_1.1,18
46,46000,3704.569869718289,41.5_1.1,18
47,47000,3790.880216498266,41.5_1.1,18
48,48000,3856.4871804033214,41.5_1.1,18
49,49000,3932.398530586105,41.5_1.1,18
50,50000,3883.321423438443,41.5_1.1,18
51,51000,3729.6663038402144,41.5_1.1,18
52,52000,3789.791561373663,41.5_1.1,18
53,53000,3639.7328166023663,41.5_1.1,18
54,54000,3853.6315328063865,41.5_1.1,18
