,ite,cost,hyperparameter,repetition
0,1,34438.71453033784,41.5_1.1,5
1,1000,19767.863811144718,41.5_1.1,5
2,2000,14264.717084695681,41.5_1.1,5
3,3000,11263.223168087714,41.5_1.1,5
4,4000,10417.389825730328,41.5_1.1,5
5,5000,8845.269474816387,41.5_1.1,5
6,6000,8686.620371565466,41.5_1.1,5
7,7000,7893.050874224155,41.5_1.1,5
8,8000,7966.014203395939,41.5_1.1,5
9,9000,7443.151208015688,41.5_1.1,5
10,10000,6572.056604047504,41.5_1.1,5
11,11000,6479.324248382764,41.5_1.1,5
12,12000,5764.326037032809,41.5_1.1,5
13,13000,5572.536662222744,41.5_1.1,5
14,14000,5870.655533966742,41.5_1.1,5
15,15000,5961.879681466796,41.5_1.1,5
16,16000,5334.987174221739,41.5_1.1,5
17,17000,5445.248457621538,41.5_1.1,5
18,18000,5109.221999636685,41.5_1.1,5
19,19000,5112.669293247034,41.5_1.1,5
20,20000,4968.483417444905,41.5_1.1,5
21,21000,4910.016514844111,41.5_1.1,5
22,22000,4916.385597531701,41.5_1.1,5
23,23000,4736.669462273329,41.5_1.1,5
24,24000,4660.267650900899,41.5_1.1,5
25,25000,4797.552565518418,41.5_1.1,5
26,26000,4669.6931487236125,41.5_1.1,5
27,27000,4466.679342970618,41.5_1.1,5
28,28000,4332.562682443027,41.5_1.1,5
29,29000,4445.812218281041,41.5_1.1,5
30,30000,4570.118140614031,41.5_1.1,5
31,31000,4255.869271986118,41.5_1.1,5
32,32000,4570.9824920846395,41.5_1.1,5
33,33000,4485.982533670408,41.5_1.1,5
34,34000,4413.771562151024,41.5_1.1,5
35,35000,4042.916155444606,41.5_1.1,5
36,36000,4155.77215442084,41.5_1.1,5
37,37000,3993.733999148214,41.5_1.1,5
38,38000,4058.756788559175,41.5_1.1,5
39,39000,3860.4402581515947,41.5_1.1,5
40,40000,4028.836143534916,41.5_1.1,5
41,41000,3933.001051948478,41.5_1.1,5
42,42000,3962.477370968331,41.5_1.1,5
43,43000,3854.9074061688366,41.5_1.1,5
44,44000,4010.0227107656774,41.5_1.1,5
45,45000,4000.464320074768,41.5_1.1,5
46,46000,3782.8353555039525,41.5_1.1,5
47,47000,3951.6598844234413,41.5_1.1,5
48,48000,3868.6934340521416,41.5_1.1,5
49,49000,3816.9873886065125,41.5_1.1,5
50,50000,3563.7745400844083,41.5_1.1,5
51,51000,3758.7811840729028,41.5_1.1,5
52,52000,3809.783397092268,41.5_1.1,5
53,53000,3710.584300742414,41.5_1.1,5
54,54000,3784.080530813561,41.5_1.1,5
55,55000,3857.767032814005,41.5_1.1,5
56,56000,3732.6250116557385,41.5_1.1,5
57,57000,3499.3755846407153,41.5_1.1,5
58,58000,3755.6299161288707,41.5_1.1,5
59,59000,3791.0708832007017,41.5_1.1,5
60,60000,3568.4842927948653,41.5_1.1,5
61,61000,3625.0686217750467,41.5_1.1,5
62,62000,3659.3147260444466,41.5_1.1,5
63,63000,3606.372339270001,41.5_1.1,5
64,64000,3602.751609208909,41.5_1.1,5
65,65000,3530.7716438411885,41.5_1.1,5
66,66000,3579.6873820307756,41.5_1.1,5
67,67000,3524.8747361615824,41.5_1.1,5
68,68000,3595.5527383356116,41.5_1.1,5
69,69000,3592.0627253253665,41.5_1.1,5
70,70000,3524.5089170173374,41.5_1.1,5
71,71000,3407.2412272785637,41.5_1.1,5
72,72000,3593.614350193832,41.5_1.1,5
73,73000,3467.2495704237176,41.5_1.1,5
74,74000,3572.208389382045,41.5_1.1,5
75,75000,3458.4160092627244,41.5_1.1,5
76,76000,3417.785741019111,41.5_1.1,5
77,77000,3458.1812645561586,41.5_1.1,5
78,78000,3392.544037279253,41.5_1.1,5
79,79000,3295.9518282744207,41.5_1.1,5
80,80000,3569.5698947721316,41.5_1.1,5
81,81000,3469.173318346444,41.5_1.1,5
82,82000,3313.7089231181253,41.5_1.1,5
83,83000,3536.5481183442566,41.5_1.1,5
84,84000,3333.5737419425664,41.5_1.1,5
85,85000,3410.2218480877727,41.5_1.1,5
86,86000,3415.848564394929,41.5_1.1,5
87,87000,3263.941446864313,41.5_1.1,5
88,88000,3305.191919973261,41.5_1.1,5
89,89000,3305.049519189127,41.5_1.1,5
90,90000,3471.84167910709,41.5_1.1,5
91,91000,3369.672738510764,41.5_1.1,5
92,92000,3392.9163149330634,41.5_1.1,5
93,93000,3284.3566656150756,41.5_1.1,5
94,94000,3254.8922122784284,41.5_1.1,5
95,95000,3419.076813485495,41.5_1.1,5
96,96000,3290.342025437238,41.5_1.1,5
97,97000,3126.6527328135644,41.5_1.1,5
98,98000,3245.866246487635,41.5_1.1,5
99,99000,3414.8728675928137,41.5_1.1,5
100,100000,3477.9514548292536,41.5_1.1,5
101,101000,3383.268238805149,41.5_1.1,5
102,102000,3379.9178745185745,41.5_1.1,5
