,ite,cost,hyperparameter,repetition
0,1,34479.23542992278,41.5_1.1,42
1,1000,17216.06859634571,41.5_1.1,42
2,2000,14621.721854823427,41.5_1.1,42
3,3000,11400.480478391697,41.5_1.1,42
4,4000,10237.430481883728,41.5_1.1,42
5,5000,8657.594291025842,41.5_1.1,42
6,6000,8731.463242176116,41.5_1.1,42
7,7000,8483.297120383693,41.5_1.1,42
8,8000,7383.266358385347,41.5_1.1,42
9,9000,7354.389986304306,41.5_1.1,42
10,10000,6884.905847734557,41.5_1.1,42
11,11000,6292.195241962743,41.5_1.1,42
12,12000,6231.287889447597,41.5_1.1,42
13,13000,6084.821192669344,41.5_1.1,42
14,14000,6040.7751687504515,41.5_1.1,42
15,15000,5551.274589833868,41.5_1.1,42
16,16000,5853.464132292043,41.5_1.1,42
17,17000,5437.644888862691,41.5_1.1,42
18,18000,5168.084243335836,41.5_1.1,42
19,19000,4943.0847645111535,41.5_1.1,42
20,20000,5169.552367601748,41.5_1.1,42
21,21000,4814.335857905224,41.5_1.1,42
22,22000,4906.518522907969,41.5_1.1,42
23,23000,4950.372033943208,41.5_1.1,42
24,24000,4727.185776390752,41.5_1.1,42
25,25000,4580.6863911962855,41.5_1.1,42
26,26000,4721.136709273574,41.5_1.1,42
27,27000,4552.295167166275,41.5_1.1,42
28,28000,4790.680914973547,41.5_1.1,42
29,29000,4286.429838225305,41.5_1.1,42
30,30000,4346.5907305353885,41.5_1.1,42
31,31000,4276.310461409579,41.5_1.1,42
32,32000,4075.372282411849,41.5_1.1,42
33,33000,4322.366890326452,41.5_1.1,42
34,34000,4263.783638731458,41.5_1.1,42
35,35000,4030.9303628190155,41.5_1.1,42
36,36000,4013.758422625072,41.5_1.1,42
37,37000,4143.912366047909,41.5_1.1,42
38,38000,4192.726730489925,41.5_1.1,42
39,39000,4159.232754016868,41.5_1.1,42
40,40000,3947.055707661108,41.5_1.1,42
41,41000,4056.2947004181065,41.5_1.1,42
42,42000,4070.3180165858057,41.5_1.1,42
43,43000,4007.2987411081367,41.5_1.1,42
44,44000,4038.910544321471,41.5_1.1,42
45,45000,3799.153730431633,41.5_1.1,42
46,46000,3848.301859169133,41.5_1.1,42
47,47000,4011.540780301511,41.5_1.1,42
48,48000,3753.945375937588,41.5_1.1,42
49,49000,3914.4371378947635,41.5_1.1,42
50,50000,3938.217192768022,41.5_1.1,42
51,51000,3986.74349198464,41.5_1.1,42
52,52000,3746.3003515247347,41.5_1.1,42
53,53000,3790.990606723802,41.5_1.1,42
54,54000,3507.441929295326,41.5_1.1,42
55,55000,3791.7821456178217,41.5_1.1,42
56,56000,3685.0858347423223,41.5_1.1,42
57,57000,3569.1459542426605,41.5_1.1,42
58,58000,3740.3466884781215,41.5_1.1,42
59,59000,3529.9662694140216,41.5_1.1,42
60,60000,3676.338725253698,41.5_1.1,42
61,61000,3757.588349196808,41.5_1.1,42
62,62000,3543.2645914223567,41.5_1.1,42
63,63000,3533.861634598497,41.5_1.1,42
64,64000,3927.986399303013,41.5_1.1,42
65,65000,3665.948664371045,41.5_1.1,42
66,66000,3633.73717795134,41.5_1.1,42
67,67000,3446.1967285600545,41.5_1.1,42
68,68000,3505.7008450686767,41.5_1.1,42
