,ite,cost,hyperparameter,repetition
0,1,33130.84241920368,41.5_1.1,24
1,1000,19805.989541819476,41.5_1.1,24
2,2000,14537.505879446777,41.5_1.1,24
3,3000,11291.585880515064,41.5_1.1,24
4,4000,10324.746094345272,41.5_1.1,24
5,5000,8855.143324862234,41.5_1.1,24
6,6000,8716.189394318879,41.5_1.1,24
7,7000,7710.916630456899,41.5_1.1,24
8,8000,7160.096175096616,41.5_1.1,24
9,9000,7428.5058746265795,41.5_1.1,24
10,10000,6766.349318790023,41.5_1.1,24
11,11000,6610.292819691774,41.5_1.1,24
12,12000,6180.680236847804,41.5_1.1,24
13,13000,5933.348383972416,41.5_1.1,24
14,14000,5647.423283632862,41.5_1.1,24
15,15000,5770.185985274697,41.5_1.1,24
16,16000,5747.060052065278,41.5_1.1,24
17,17000,5218.429496901944,41.5_1.1,24
18,18000,5185.649476787391,41.5_1.1,24
19,19000,5037.499754465005,41.5_1.1,24
20,20000,4937.918501928773,41.5_1.1,24
21,21000,4882.146087090228,41.5_1.1,24
22,22000,4813.617249198043,41.5_1.1,24
23,23000,4724.311087217769,41.5_1.1,24
24,24000,4874.93269805409,41.5_1.1,24
25,25000,4738.745182720852,41.5_1.1,24
26,26000,4650.7601579888915,41.5_1.1,24
27,27000,4611.7231055569855,41.5_1.1,24
28,28000,4256.3093345034595,41.5_1.1,24
29,29000,4540.115805964363,41.5_1.1,24
30,30000,4532.710867292427,41.5_1.1,24
31,31000,4367.213807205572,41.5_1.1,24
32,32000,4208.815478172066,41.5_1.1,24
33,33000,4229.692217989036,41.5_1.1,24
34,34000,4116.536731498713,41.5_1.1,24
35,35000,4347.54408367701,41.5_1.1,24
36,36000,4089.2195468112377,41.5_1.1,24
37,37000,4094.966509742472,41.5_1.1,24
38,38000,4065.80975207627,41.5_1.1,24
39,39000,4055.397185877303,41.5_1.1,24
40,40000,3944.8518439079,41.5_1.1,24
41,41000,4102.515838904632,41.5_1.1,24
42,42000,4071.962143485451,41.5_1.1,24
43,43000,3816.398452658601,41.5_1.1,24
44,44000,3867.0124535224804,41.5_1.1,24
45,45000,3956.673302783399,41.5_1.1,24
46,46000,3742.803325831978,41.5_1.1,24
47,47000,3570.935135790231,41.5_1.1,24
48,48000,3738.6858474861406,41.5_1.1,24
49,49000,3847.722860256839,41.5_1.1,24
50,50000,3808.24298983457,41.5_1.1,24
51,51000,3853.43934281229,41.5_1.1,24
52,52000,3557.815324679406,41.5_1.1,24
53,53000,3614.1294561267473,41.5_1.1,24
54,54000,3720.7615877075855,41.5_1.1,24
55,55000,3740.5325013459023,41.5_1.1,24
56,56000,3842.015196792685,41.5_1.1,24
57,57000,3699.8413698935833,41.5_1.1,24
58,58000,3614.625712075726,41.5_1.1,24
59,59000,3566.2533586686786,41.5_1.1,24
60,60000,3641.7618177431773,41.5_1.1,24
61,61000,3642.6857250298294,41.5_1.1,24
62,62000,3459.1779965011137,41.5_1.1,24
63,63000,3583.685026328364,41.5_1.1,24
64,64000,3711.7168546497255,41.5_1.1,24
65,65000,3540.3841122334384,41.5_1.1,24
66,66000,3634.461228343384,41.5_1.1,24
67,67000,3695.4007945687026,41.5_1.1,24
68,68000,3783.692619239539,41.5_1.1,24
69,69000,3524.440494886143,41.5_1.1,24
70,70000,3441.8174765503745,41.5_1.1,24
71,71000,3574.9886627674896,41.5_1.1,24
72,72000,3458.1785142489703,41.5_1.1,24
73,73000,3703.072554738733,41.5_1.1,24
74,74000,3632.124112191451,41.5_1.1,24
75,75000,3609.035627117687,41.5_1.1,24
76,76000,3392.275067777471,41.5_1.1,24
77,77000,3321.766848764357,41.5_1.1,24
78,78000,3538.140217428441,41.5_1.1,24
79,79000,3527.847625044744,41.5_1.1,24
80,80000,3473.352465908969,41.5_1.1,24
81,81000,3529.4550177786714,41.5_1.1,24
82,82000,3392.730738792906,41.5_1.1,24
83,83000,3314.4484100867558,41.5_1.1,24
84,84000,3402.8574444281203,41.5_1.1,24
85,85000,3380.011089649535,41.5_1.1,24
86,86000,3314.3818418832857,41.5_1.1,24
87,87000,3422.4185720537967,41.5_1.1,24
88,88000,3494.858746890967,41.5_1.1,24
89,89000,3402.699451379459,41.5_1.1,24
90,90000,3146.6855792954693,41.5_1.1,24
91,91000,3491.434395676325,41.5_1.1,24
92,92000,3290.282352192342,41.5_1.1,24
93,93000,3347.9611543340475,41.5_1.1,24
94,94000,3379.9325242999194,41.5_1.1,24
95,95000,3406.0811695260927,41.5_1.1,24
96,96000,3279.0047926192306,41.5_1.1,24
97,97000,3531.326111138974,41.5_1.1,24
98,98000,3149.3525769000125,41.5_1.1,24
99,99000,3197.135168335398,41.5_1.1,24
100,100000,3455.983173662281,41.5_1.1,24
101,101000,3245.034289668509,41.5_1.1,24
102,102000,3309.411502990731,41.5_1.1,24
103,103000,3161.7799209792533,41.5_1.1,24
104,104000,3218.3700311245257,41.5_1.1,24
105,105000,3373.4445620359634,41.5_1.1,24
106,106000,3391.6729462906046,41.5_1.1,24
107,107000,3119.6981344498768,41.5_1.1,24
108,108000,3322.4087776103015,41.5_1.1,24
109,109000,3284.2731029231936,41.5_1.1,24
110,110000,3260.2634174845853,41.5_1.1,24
111,111000,3194.019505364367,41.5_1.1,24
112,112000,3279.5825217420484,41.5_1.1,24
113,113000,3235.200646429141,41.5_1.1,24
114,114000,3412.8097178847033,41.5_1.1,24
115,115000,3327.8673989943068,41.5_1.1,24
116,116000,3270.729117020966,41.5_1.1,24
117,117000,3433.0224038313,41.5_1.1,24
118,118000,3362.810632013461,41.5_1.1,24
119,119000,3240.349534557904,41.5_1.1,24
120,120000,3226.40741394178,41.5_1.1,24
121,121000,3394.3175156395037,41.5_1.1,24
122,122000,3274.7203979391293,41.5_1.1,24
123,123000,3133.2471477381478,41.5_1.1,24
124,124000,3216.876353886686,41.5_1.1,24
125,125000,3254.0535283634736,41.5_1.1,24
126,126000,3140.024904043461,41.5_1.1,24
127,127000,3301.1126074484714,41.5_1.1,24
128,128000,3101.0487335731973,41.5_1.1,24
129,129000,3264.6435140850235,41.5_1.1,24
130,130000,3205.6536384682545,41.5_1.1,24
131,131000,3339.70195260836,41.5_1.1,24
132,132000,3183.579323883021,41.5_1.1,24
133,133000,3218.421553440926,41.5_1.1,24
134,134000,3237.625490986653,41.5_1.1,24
135,135000,3270.1133717323537,41.5_1.1,24
136,136000,3078.107049317475,41.5_1.1,24
137,137000,3183.3145220660595,41.5_1.1,24
138,138000,3221.860060729983,41.5_1.1,24
139,139000,3125.0408349680397,41.5_1.1,24
140,140000,3191.268809759347,41.5_1.1,24
141,141000,3233.3442970347255,41.5_1.1,24
142,142000,3192.121673744395,41.5_1.1,24
143,143000,3153.391543341688,41.5_1.1,24
144,144000,3099.4074072112617,41.5_1.1,24
145,145000,3133.600376191259,41.5_1.1,24
146,146000,3186.522423947606,41.5_1.1,24
147,147000,3024.164216280351,41.5_1.1,24
148,148000,3274.4208441370592,41.5_1.1,24
149,149000,3116.3775340458255,41.5_1.1,24
150,150000,2988.890530130548,41.5_1.1,24
151,151000,3116.5908350891145,41.5_1.1,24
152,152000,3113.8080654611563,41.5_1.1,24
153,153000,3149.8529195797105,41.5_1.1,24
154,154000,3196.4498239029044,41.5_1.1,24
155,155000,3186.0525313319363,41.5_1.1,24
156,156000,3298.0886277285235,41.5_1.1,24
157,157000,3133.0140231858577,41.5_1.1,24
158,158000,3065.0973611776913,41.5_1.1,24
