,ite,cost,hyperparameter,repetition
0,1,34440.9891055696,41.5_1.1,23
1,1000,17558.28382803252,41.5_1.1,23
2,2000,13350.91981371984,41.5_1.1,23
3,3000,11595.197103174181,41.5_1.1,23
4,4000,10720.907545417249,41.5_1.1,23
5,5000,9396.80990571908,41.5_1.1,23
6,6000,8981.48570956139,41.5_1.1,23
7,7000,7678.00701987919,41.5_1.1,23
8,8000,7665.858145134096,41.5_1.1,23
9,9000,7421.748747576076,41.5_1.1,23
10,10000,6909.529522920628,41.5_1.1,23
11,11000,6680.404357896615,41.5_1.1,23
12,12000,6411.698644229758,41.5_1.1,23
13,13000,6345.125133470919,41.5_1.1,23
14,14000,5771.068701921615,41.5_1.1,23
15,15000,5575.612988042268,41.5_1.1,23
16,16000,5377.787261958447,41.5_1.1,23
17,17000,5231.73986575144,41.5_1.1,23
18,18000,5295.445587190348,41.5_1.1,23
19,19000,5242.342682762447,41.5_1.1,23
20,20000,4944.83688433773,41.5_1.1,23
21,21000,5152.563229798197,41.5_1.1,23
22,22000,4954.505413607343,41.5_1.1,23
23,23000,4749.278836319977,41.5_1.1,23
24,24000,4522.120435540434,41.5_1.1,23
25,25000,4713.0550099501,41.5_1.1,23
26,26000,4713.039722329514,41.5_1.1,23
27,27000,4670.5022893857795,41.5_1.1,23
28,28000,4388.88117558953,41.5_1.1,23
29,29000,4411.210878673791,41.5_1.1,23
30,30000,4472.567782862237,41.5_1.1,23
31,31000,4504.612687354825,41.5_1.1,23
32,32000,4215.962551758942,41.5_1.1,23
33,33000,4204.6825692202665,41.5_1.1,23
34,34000,4043.0243928126465,41.5_1.1,23
35,35000,4118.6934812383715,41.5_1.1,23
36,36000,4301.649782290474,41.5_1.1,23
37,37000,4220.304074217751,41.5_1.1,23
38,38000,4104.880712555654,41.5_1.1,23
39,39000,4137.200949887066,41.5_1.1,23
40,40000,4278.06652994647,41.5_1.1,23
41,41000,3855.9001985448854,41.5_1.1,23
42,42000,3976.651360437303,41.5_1.1,23
43,43000,4135.507176173802,41.5_1.1,23
44,44000,4091.463156280844,41.5_1.1,23
45,45000,3978.975938764467,41.5_1.1,23
46,46000,3971.386508707535,41.5_1.1,23
47,47000,3947.2099433233448,41.5_1.1,23
48,48000,3631.9805956127525,41.5_1.1,23
49,49000,3850.235444448083,41.5_1.1,23
50,50000,3958.1016062505896,41.5_1.1,23
51,51000,3733.545611526189,41.5_1.1,23
52,52000,3826.7566231492897,41.5_1.1,23
53,53000,3822.007245141348,41.5_1.1,23
54,54000,3733.2570169165047,41.5_1.1,23
55,55000,3697.4641612657247,41.5_1.1,23
56,56000,3610.906531274302,41.5_1.1,23
57,57000,3461.6802769364704,41.5_1.1,23
58,58000,3618.5092152699076,41.5_1.1,23
59,59000,3680.5421883471336,41.5_1.1,23
60,60000,3591.6473441289695,41.5_1.1,23
61,61000,3576.16791139712,41.5_1.1,23
62,62000,3521.783714250122,41.5_1.1,23
63,63000,3636.250425499477,41.5_1.1,23
64,64000,3583.3370425509656,41.5_1.1,23
65,65000,3609.321500341201,41.5_1.1,23
66,66000,3753.6589045955025,41.5_1.1,23
67,67000,3372.1518718575,41.5_1.1,23
68,68000,3459.483658128204,41.5_1.1,23
69,69000,3482.634616417762,41.5_1.1,23
70,70000,3473.799497434123,41.5_1.1,23
71,71000,3482.487643460737,41.5_1.1,23
72,72000,3370.584772924573,41.5_1.1,23
73,73000,3478.4663501603745,41.5_1.1,23
74,74000,3392.1914875084326,41.5_1.1,23
75,75000,3365.6506085851324,41.5_1.1,23
76,76000,3462.089725650033,41.5_1.1,23
77,77000,3504.370976870126,41.5_1.1,23
78,78000,3466.0291079684825,41.5_1.1,23
79,79000,3561.9014032524883,41.5_1.1,23
80,80000,3425.235113210014,41.5_1.1,23
81,81000,3479.373016716868,41.5_1.1,23
82,82000,3274.6933479492814,41.5_1.1,23
83,83000,3468.821631480432,41.5_1.1,23
84,84000,3358.900180579859,41.5_1.1,23
85,85000,3543.8575727732855,41.5_1.1,23
86,86000,3431.099550966229,41.5_1.1,23
87,87000,3317.51167277306,41.5_1.1,23
88,88000,3442.0793693036685,41.5_1.1,23
89,89000,3393.670751538169,41.5_1.1,23
90,90000,3245.3747880276296,41.5_1.1,23
91,91000,3384.0693383634416,41.5_1.1,23
92,92000,3370.1385818657227,41.5_1.1,23
93,93000,3328.898314851051,41.5_1.1,23
94,94000,3289.6819576628336,41.5_1.1,23
95,95000,3362.976179386271,41.5_1.1,23
96,96000,3445.175212492201,41.5_1.1,23
97,97000,3352.6232626237406,41.5_1.1,23
98,98000,3277.526245584917,41.5_1.1,23
99,99000,3350.538629551216,41.5_1.1,23
100,100000,3244.250814440847,41.5_1.1,23
101,101000,3305.752882446136,41.5_1.1,23
102,102000,3359.7434845426756,41.5_1.1,23
103,103000,3237.6615778795754,41.5_1.1,23
104,104000,3336.178390511186,41.5_1.1,23
105,105000,3431.6769667395974,41.5_1.1,23
106,106000,3306.820331491729,41.5_1.1,23
107,107000,3396.208189364197,41.5_1.1,23
108,108000,3174.7363684909474,41.5_1.1,23
109,109000,3288.8517540485414,41.5_1.1,23
110,110000,3341.7179877096314,41.5_1.1,23
111,111000,3249.290098794122,41.5_1.1,23
112,112000,3320.5190857074826,41.5_1.1,23
113,113000,3302.424336306725,41.5_1.1,23
114,114000,3118.3484385089832,41.5_1.1,23
115,115000,3176.650367230583,41.5_1.1,23
116,116000,3264.763352732333,41.5_1.1,23
117,117000,3279.059402246106,41.5_1.1,23
118,118000,3271.7755607510003,41.5_1.1,23
119,119000,3264.463587645953,41.5_1.1,23
120,120000,3161.983539216608,41.5_1.1,23
