,ite,cost,hyperparameter,repetition
0,1,32593.903277042853,41.5_1.1,3
1,1000,17514.382666011315,41.5_1.1,3
2,2000,14293.335848596376,41.5_1.1,3
3,3000,12216.845036119335,41.5_1.1,3
4,4000,10573.33662178156,41.5_1.1,3
5,5000,9690.703306422756,41.5_1.1,3
6,6000,8806.824069682812,41.5_1.1,3
7,7000,7439.27132852008,41.5_1.1,3
8,8000,7355.75261129983,41.5_1.1,3
9,9000,6830.178795351528,41.5_1.1,3
10,10000,6680.685035805835,41.5_1.1,3
11,11000,6708.861349527192,41.5_1.1,3
12,12000,6157.659771773399,41.5_1.1,3
13,13000,5975.415559446716,41.5_1.1,3
14,14000,5894.5524736154675,41.5_1.1,3
15,15000,5638.910989023978,41.5_1.1,3
16,16000,5376.768096073916,41.5_1.1,3
17,17000,5156.104288640796,41.5_1.1,3
18,18000,5460.648686652817,41.5_1.1,3
19,19000,5031.902781959678,41.5_1.1,3
20,20000,4969.270552437982,41.5_1.1,3
21,21000,4867.598287708911,41.5_1.1,3
22,22000,4934.285604385543,41.5_1.1,3
23,23000,4704.782729223747,41.5_1.1,3
24,24000,4514.7361021710985,41.5_1.1,3
25,25000,4773.0698823411785,41.5_1.1,3
26,26000,4858.58963393088,41.5_1.1,3
27,27000,4478.70738144394,41.5_1.1,3
28,28000,4437.406291829493,41.5_1.1,3
29,29000,4561.416296763987,41.5_1.1,3
30,30000,4737.6321943754965,41.5_1.1,3
31,31000,4300.68372705864,41.5_1.1,3
32,32000,4223.674846864225,41.5_1.1,3
33,33000,4341.524683247369,41.5_1.1,3
34,34000,4376.638999135945,41.5_1.1,3
35,35000,4149.827902709184,41.5_1.1,3
36,36000,4347.838311830772,41.5_1.1,3
37,37000,4040.885639468437,41.5_1.1,3
38,38000,4038.5101439362006,41.5_1.1,3
39,39000,4164.444417870101,41.5_1.1,3
40,40000,4115.743337929002,41.5_1.1,3
41,41000,4019.469503010051,41.5_1.1,3
42,42000,3932.89983662506,41.5_1.1,3
43,43000,4100.116578481195,41.5_1.1,3
44,44000,3923.0887999298316,41.5_1.1,3
45,45000,4050.769188195219,41.5_1.1,3
46,46000,3976.0547303747962,41.5_1.1,3
47,47000,3912.850932828831,41.5_1.1,3
48,48000,3722.846020165304,41.5_1.1,3
49,49000,3853.758248305876,41.5_1.1,3
50,50000,3984.554982702545,41.5_1.1,3
51,51000,3753.121497086738,41.5_1.1,3
52,52000,3802.958470367241,41.5_1.1,3
53,53000,3605.762067752638,41.5_1.1,3
54,54000,3811.643091676319,41.5_1.1,3
55,55000,3690.2011056467136,41.5_1.1,3
56,56000,3865.1374462977997,41.5_1.1,3
57,57000,3841.2993540395173,41.5_1.1,3
58,58000,3709.6865583762165,41.5_1.1,3
59,59000,3494.96124375404,41.5_1.1,3
60,60000,3630.1523505314194,41.5_1.1,3
61,61000,3623.4202817118457,41.5_1.1,3
62,62000,3402.355897050056,41.5_1.1,3
63,63000,3794.0991085118853,41.5_1.1,3
64,64000,3673.0433795925014,41.5_1.1,3
65,65000,3665.6889311543573,41.5_1.1,3
66,66000,3506.8540666940553,41.5_1.1,3
67,67000,3596.9284239709614,41.5_1.1,3
68,68000,3532.1837738332633,41.5_1.1,3
69,69000,3429.8970724937703,41.5_1.1,3
70,70000,3509.0032264570664,41.5_1.1,3
71,71000,3653.4526045383413,41.5_1.1,3
72,72000,3578.020271876633,41.5_1.1,3
73,73000,3731.5496226509335,41.5_1.1,3
74,74000,3613.0215324829105,41.5_1.1,3
75,75000,3502.882108030486,41.5_1.1,3
76,76000,3694.5501990014113,41.5_1.1,3
77,77000,3402.625803812219,41.5_1.1,3
78,78000,3634.9653307715153,41.5_1.1,3
79,79000,3461.0784066430692,41.5_1.1,3
80,80000,3484.104134068879,41.5_1.1,3
81,81000,3405.9753894531113,41.5_1.1,3
82,82000,3402.0917842677723,41.5_1.1,3
83,83000,3424.538723239696,41.5_1.1,3
84,84000,3355.12347198494,41.5_1.1,3
85,85000,3442.3242065785657,41.5_1.1,3
86,86000,3450.690815590602,41.5_1.1,3
87,87000,3405.123653386237,41.5_1.1,3
88,88000,3463.33468549929,41.5_1.1,3
89,89000,3428.5550623381037,41.5_1.1,3
90,90000,3301.9861127371496,41.5_1.1,3
91,91000,3540.3855460080263,41.5_1.1,3
92,92000,3272.9411771816594,41.5_1.1,3
93,93000,3241.346457805589,41.5_1.1,3
94,94000,3361.4779048962696,41.5_1.1,3
95,95000,3370.893705926521,41.5_1.1,3
96,96000,3334.088031010748,41.5_1.1,3
97,97000,3285.854358615563,41.5_1.1,3
98,98000,3243.724927685976,41.5_1.1,3
99,99000,3395.812151102484,41.5_1.1,3
100,100000,3395.931336719507,41.5_1.1,3
101,101000,3341.3066455928833,41.5_1.1,3
102,102000,3235.594835063931,41.5_1.1,3
103,103000,3316.3095556363664,41.5_1.1,3
104,104000,3355.5765705637596,41.5_1.1,3
105,105000,3284.008684058057,41.5_1.1,3
106,106000,3316.4881397016725,41.5_1.1,3
107,107000,3309.822344364092,41.5_1.1,3
108,108000,3212.572515200805,41.5_1.1,3
109,109000,3273.6465387188678,41.5_1.1,3
110,110000,3322.747718120069,41.5_1.1,3
111,111000,3277.38344873274,41.5_1.1,3
112,112000,3206.855576970068,41.5_1.1,3
113,113000,3461.5853900565494,41.5_1.1,3
114,114000,3266.2101057494674,41.5_1.1,3
