,ite,cost,hyperparameter,repetition
0,1,33293.15811928179,41.5_1.1,27
1,1000,18094.32014761222,41.5_1.1,27
2,2000,14844.781402552857,41.5_1.1,27
3,3000,11661.756360774138,41.5_1.1,27
4,4000,10570.933421519225,41.5_1.1,27
5,5000,9271.036206866565,41.5_1.1,27
6,6000,8523.235978364302,41.5_1.1,27
7,7000,8054.026151047014,41.5_1.1,27
8,8000,6993.133944961863,41.5_1.1,27
9,9000,7090.207152302812,41.5_1.1,27
10,10000,6866.625746794999,41.5_1.1,27
11,11000,6856.634917895659,41.5_1.1,27
12,12000,6222.042707907248,41.5_1.1,27
13,13000,6280.169507237483,41.5_1.1,27
14,14000,5775.127575643277,41.5_1.1,27
15,15000,5733.798683754877,41.5_1.1,27
16,16000,5673.180094888516,41.5_1.1,27
17,17000,5474.861140705643,41.5_1.1,27
18,18000,5557.36824986873,41.5_1.1,27
19,19000,5077.713871769166,41.5_1.1,27
20,20000,5080.670531517433,41.5_1.1,27
21,21000,4859.049279585874,41.5_1.1,27
22,22000,4902.894824409282,41.5_1.1,27
23,23000,4756.224617339363,41.5_1.1,27
24,24000,4507.14668936695,41.5_1.1,27
25,25000,4462.24472734744,41.5_1.1,27
26,26000,4522.159420746113,41.5_1.1,27
27,27000,4594.846861950282,41.5_1.1,27
28,28000,4373.666817495436,41.5_1.1,27
29,29000,4548.922180119267,41.5_1.1,27
30,30000,4081.7070885737776,41.5_1.1,27
31,31000,4408.331535845704,41.5_1.1,27
32,32000,4135.582528353518,41.5_1.1,27
33,33000,4178.829660150857,41.5_1.1,27
34,34000,4272.438829168334,41.5_1.1,27
35,35000,4361.491399504777,41.5_1.1,27
36,36000,4043.648108467077,41.5_1.1,27
37,37000,4035.7835933202364,41.5_1.1,27
38,38000,4190.25156349993,41.5_1.1,27
39,39000,3938.2624288898164,41.5_1.1,27
40,40000,3738.457339491877,41.5_1.1,27
41,41000,4276.126820533835,41.5_1.1,27
42,42000,4051.398081252914,41.5_1.1,27
43,43000,3851.5321009786003,41.5_1.1,27
44,44000,3852.6687286581337,41.5_1.1,27
45,45000,3927.4644108859843,41.5_1.1,27
46,46000,3793.742218468604,41.5_1.1,27
47,47000,3657.394258801874,41.5_1.1,27
48,48000,3808.2749113973396,41.5_1.1,27
49,49000,3850.855529400066,41.5_1.1,27
50,50000,3831.4732818408393,41.5_1.1,27
51,51000,4024.0251005307696,41.5_1.1,27
52,52000,3717.5990607482017,41.5_1.1,27
53,53000,3870.4456764271936,41.5_1.1,27
54,54000,3793.632390097806,41.5_1.1,27
55,55000,3811.249957577145,41.5_1.1,27
56,56000,3649.0188565817593,41.5_1.1,27
57,57000,3529.453056602567,41.5_1.1,27
58,58000,3804.3294331505444,41.5_1.1,27
59,59000,3858.4730645893756,41.5_1.1,27
60,60000,3680.7809002858958,41.5_1.1,27
61,61000,3542.08803202739,41.5_1.1,27
62,62000,3596.1594799273726,41.5_1.1,27
63,63000,3466.998266816844,41.5_1.1,27
64,64000,3639.5200730989204,41.5_1.1,27
65,65000,3490.7183166632776,41.5_1.1,27
66,66000,3491.941980131913,41.5_1.1,27
67,67000,3494.4711894508287,41.5_1.1,27
68,68000,3619.2603488753266,41.5_1.1,27
69,69000,3548.0343447578566,41.5_1.1,27
70,70000,3512.9550819009214,41.5_1.1,27
71,71000,3513.5722074630467,41.5_1.1,27
72,72000,3408.269586746621,41.5_1.1,27
73,73000,3523.666363394595,41.5_1.1,27
74,74000,3586.5279128572497,41.5_1.1,27
75,75000,3461.215721511318,41.5_1.1,27
76,76000,3575.1509654402225,41.5_1.1,27
77,77000,3304.1704780753607,41.5_1.1,27
78,78000,3483.031289030848,41.5_1.1,27
79,79000,3437.9035631651336,41.5_1.1,27
80,80000,3435.0954838443663,41.5_1.1,27
81,81000,3493.466337345647,41.5_1.1,27
82,82000,3620.8300469595038,41.5_1.1,27
83,83000,3481.7448816082983,41.5_1.1,27
84,84000,3262.7371813644418,41.5_1.1,27
85,85000,3397.3174680718275,41.5_1.1,27
86,86000,3479.119760019141,41.5_1.1,27
87,87000,3357.28170916402,41.5_1.1,27
88,88000,3334.8428143349715,41.5_1.1,27
89,89000,3437.3215243146196,41.5_1.1,27
90,90000,3324.2598770904456,41.5_1.1,27
91,91000,3369.9769060807257,41.5_1.1,27
92,92000,3259.525412488169,41.5_1.1,27
93,93000,3278.8105328501683,41.5_1.1,27
94,94000,3351.2967799735275,41.5_1.1,27
95,95000,3449.1421447519783,41.5_1.1,27
96,96000,3242.074971212785,41.5_1.1,27
97,97000,3307.6064475858047,41.5_1.1,27
98,98000,3362.0196185501295,41.5_1.1,27
99,99000,3443.4550195849138,41.5_1.1,27
100,100000,3542.140801863292,41.5_1.1,27
101,101000,3273.682298759855,41.5_1.1,27
102,102000,3328.464755280771,41.5_1.1,27
103,103000,3377.3492300549588,41.5_1.1,27
104,104000,3252.5389938581925,41.5_1.1,27
105,105000,3225.004665873981,41.5_1.1,27
106,106000,3341.8416468182318,41.5_1.1,27
107,107000,3489.3279474249744,41.5_1.1,27
108,108000,3219.854155730532,41.5_1.1,27
109,109000,3258.6187572620684,41.5_1.1,27
110,110000,3260.7480950911686,41.5_1.1,27
111,111000,3288.2989923317014,41.5_1.1,27
112,112000,3554.9200795483894,41.5_1.1,27
113,113000,3209.816510981138,41.5_1.1,27
