,ite,cost,hyperparameter,repetition
0,1,33726.89446615691,41.5_1.1,17
1,1000,18329.9388353781,41.5_1.1,17
2,2000,13566.265413062512,41.5_1.1,17
3,3000,11189.701040791222,41.5_1.1,17
4,4000,11277.236517900563,41.5_1.1,17
5,5000,9780.935573944304,41.5_1.1,17
6,6000,8517.796817953385,41.5_1.1,17
7,7000,7736.9511862320605,41.5_1.1,17
8,8000,7068.34438714163,41.5_1.1,17
9,9000,7223.247600551949,41.5_1.1,17
10,10000,6741.274383613666,41.5_1.1,17
11,11000,6367.278406781945,41.5_1.1,17
12,12000,6140.510777086409,41.5_1.1,17
13,13000,6320.204724647447,41.5_1.1,17
14,14000,6094.434715585426,41.5_1.1,17
15,15000,5538.047212376745,41.5_1.1,17
16,16000,5524.4016182191035,41.5_1.1,17
17,17000,5704.126186656173,41.5_1.1,17
18,18000,5131.007895014783,41.5_1.1,17
19,19000,5433.438673388113,41.5_1.1,17
20,20000,4741.87876432927,41.5_1.1,17
21,21000,4815.728785279301,41.5_1.1,17
22,22000,5085.322918568635,41.5_1.1,17
23,23000,5060.615509297062,41.5_1.1,17
24,24000,4814.858311241361,41.5_1.1,17
25,25000,4814.981343086443,41.5_1.1,17
26,26000,4368.257026708993,41.5_1.1,17
27,27000,5019.93170327088,41.5_1.1,17
28,28000,4213.039185058559,41.5_1.1,17
29,29000,4646.649548585536,41.5_1.1,17
30,30000,4363.363175207938,41.5_1.1,17
31,31000,4355.243050257152,41.5_1.1,17
32,32000,4334.851540187198,41.5_1.1,17
33,33000,4207.784187473896,41.5_1.1,17
34,34000,4141.018469320572,41.5_1.1,17
35,35000,4245.796240697027,41.5_1.1,17
36,36000,4139.410864174082,41.5_1.1,17
37,37000,4297.2859079395685,41.5_1.1,17
38,38000,4122.443775589429,41.5_1.1,17
39,39000,3959.7517178766493,41.5_1.1,17
40,40000,3985.592112171044,41.5_1.1,17
41,41000,3909.311611068642,41.5_1.1,17
42,42000,4090.375515948505,41.5_1.1,17
43,43000,3976.77683187053,41.5_1.1,17
44,44000,3879.3391862410413,41.5_1.1,17
45,45000,3804.7612801105656,41.5_1.1,17
46,46000,3898.1872508016504,41.5_1.1,17
47,47000,3887.746468319322,41.5_1.1,17
48,48000,3856.887409411025,41.5_1.1,17
49,49000,3839.8981333474076,41.5_1.1,17
50,50000,3720.813091016225,41.5_1.1,17
51,51000,3782.2601174988276,41.5_1.1,17
52,52000,3776.511330688168,41.5_1.1,17
53,53000,3884.342197716419,41.5_1.1,17
54,54000,3632.7260461538194,41.5_1.1,17
55,55000,3587.486059526798,41.5_1.1,17
56,56000,3785.89666507895,41.5_1.1,17
57,57000,3764.166871164613,41.5_1.1,17
58,58000,3836.27550699641,41.5_1.1,17
59,59000,3796.4337306548155,41.5_1.1,17
60,60000,3620.2657579815327,41.5_1.1,17
61,61000,3715.6158359717397,41.5_1.1,17
62,62000,3630.413545768589,41.5_1.1,17
63,63000,3771.168933399056,41.5_1.1,17
64,64000,3602.5113673062906,41.5_1.1,17
65,65000,3579.404105659477,41.5_1.1,17
66,66000,3580.1629411950603,41.5_1.1,17
