,ite,cost,hyperparameter,repetition
0,1,35418.41943110444,41.5_1.1,45
1,1000,19053.277010453352,41.5_1.1,45
2,2000,13800.168600305937,41.5_1.1,45
3,3000,12526.381557547735,41.5_1.1,45
4,4000,10459.985920229343,41.5_1.1,45
5,5000,9299.829568557247,41.5_1.1,45
6,6000,8172.088233748717,41.5_1.1,45
7,7000,7532.713940853356,41.5_1.1,45
8,8000,7457.924036911412,41.5_1.1,45
9,9000,7226.7541556461065,41.5_1.1,45
10,10000,6500.83076298069,41.5_1.1,45
11,11000,6555.311676036812,41.5_1.1,45
12,12000,6229.9973958790615,41.5_1.1,45
13,13000,6016.862522894342,41.5_1.1,45
14,14000,5624.855764245201,41.5_1.1,45
15,15000,5584.596482411859,41.5_1.1,45
16,16000,5699.974342740766,41.5_1.1,45
17,17000,5444.30286535273,41.5_1.1,45
18,18000,5357.927205366282,41.5_1.1,45
19,19000,5402.674215485415,41.5_1.1,45
20,20000,4841.205918886114,41.5_1.1,45
21,21000,5143.814839736998,41.5_1.1,45
22,22000,4870.358453417025,41.5_1.1,45
23,23000,4958.81188232441,41.5_1.1,45
24,24000,4818.519608041889,41.5_1.1,45
25,25000,4894.700976610601,41.5_1.1,45
26,26000,4737.906840225202,41.5_1.1,45
27,27000,4368.288509468874,41.5_1.1,45
28,28000,4372.040918459356,41.5_1.1,45
29,29000,4542.623510581692,41.5_1.1,45
30,30000,4437.721449781904,41.5_1.1,45
31,31000,4342.033459130118,41.5_1.1,45
32,32000,4200.253614187874,41.5_1.1,45
33,33000,4303.731747827635,41.5_1.1,45
34,34000,4235.044232302901,41.5_1.1,45
35,35000,4172.103567489852,41.5_1.1,45
36,36000,4418.228847936069,41.5_1.1,45
37,37000,4145.737214564246,41.5_1.1,45
38,38000,4007.74011092867,41.5_1.1,45
39,39000,3977.9591282985234,41.5_1.1,45
40,40000,4207.7018518135,41.5_1.1,45
41,41000,3948.9625775104064,41.5_1.1,45
42,42000,4011.5465471662446,41.5_1.1,45
43,43000,3927.2437796390973,41.5_1.1,45
44,44000,3955.579340644632,41.5_1.1,45
45,45000,4045.498794453005,41.5_1.1,45
46,46000,3731.126016712012,41.5_1.1,45
47,47000,3741.6180745661422,41.5_1.1,45
48,48000,3871.308198963969,41.5_1.1,45
49,49000,3925.405054004989,41.5_1.1,45
50,50000,3587.918267949169,41.5_1.1,45
51,51000,3867.283369567131,41.5_1.1,45
52,52000,3829.6714546757307,41.5_1.1,45
53,53000,3725.4440084168705,41.5_1.1,45
54,54000,3664.3376504254775,41.5_1.1,45
55,55000,3745.2674655373767,41.5_1.1,45
56,56000,3546.895303757856,41.5_1.1,45
57,57000,3747.4842669272566,41.5_1.1,45
58,58000,3391.176607157502,41.5_1.1,45
59,59000,3477.734747293461,41.5_1.1,45
60,60000,3534.6732412562164,41.5_1.1,45
61,61000,3556.8033755705055,41.5_1.1,45
62,62000,3759.696431022546,41.5_1.1,45
63,63000,3648.6474476167514,41.5_1.1,45
64,64000,3756.42415046365,41.5_1.1,45
65,65000,3421.0576111077526,41.5_1.1,45
66,66000,3472.9668827954706,41.5_1.1,45
67,67000,3796.380627078677,41.5_1.1,45
68,68000,3495.74855312116,41.5_1.1,45
69,69000,3404.2464600949315,41.5_1.1,45
70,70000,3464.295979821451,41.5_1.1,45
71,71000,3573.792481691282,41.5_1.1,45
72,72000,3489.2234848275466,41.5_1.1,45
73,73000,3487.2354693571233,41.5_1.1,45
74,74000,3394.236399572176,41.5_1.1,45
75,75000,3474.736326906952,41.5_1.1,45
76,76000,3670.225451415412,41.5_1.1,45
77,77000,3566.1066939222924,41.5_1.1,45
78,78000,3387.8426661491094,41.5_1.1,45
79,79000,3488.382774549166,41.5_1.1,45
80,80000,3529.4533034709075,41.5_1.1,45
81,81000,3358.9973242164433,41.5_1.1,45
82,82000,3471.43770623226,41.5_1.1,45
83,83000,3465.718689825747,41.5_1.1,45
84,84000,3509.2399036417733,41.5_1.1,45
