,ite,cost,hyperparameter,repetition
0,1,34533.162770945484,41.5_1.1,43
1,1000,17953.45058815362,41.5_1.1,43
2,2000,14000.140401075309,41.5_1.1,43
3,3000,11979.320857429764,41.5_1.1,43
4,4000,10476.17922934879,41.5_1.1,43
5,5000,9264.289478810142,41.5_1.1,43
6,6000,8705.615835926583,41.5_1.1,43
7,7000,7542.54031036812,41.5_1.1,43
8,8000,7695.565021471934,41.5_1.1,43
9,9000,7416.453336120486,41.5_1.1,43
10,10000,6526.676012316834,41.5_1.1,43
11,11000,6484.404060756198,41.5_1.1,43
12,12000,6028.898086803169,41.5_1.1,43
13,13000,5782.380460248115,41.5_1.1,43
14,14000,6063.144772573822,41.5_1.1,43
15,15000,5661.437724341228,41.5_1.1,43
16,16000,5450.604496341843,41.5_1.1,43
17,17000,5402.722449965054,41.5_1.1,43
18,18000,5352.284971552141,41.5_1.1,43
19,19000,5397.727516040192,41.5_1.1,43
20,20000,5228.88276571635,41.5_1.1,43
21,21000,5101.556491725215,41.5_1.1,43
22,22000,4877.8338785195665,41.5_1.1,43
23,23000,4791.427375885669,41.5_1.1,43
24,24000,4750.857564780583,41.5_1.1,43
25,25000,4606.466421071305,41.5_1.1,43
26,26000,4445.818786637497,41.5_1.1,43
27,27000,4844.357248226658,41.5_1.1,43
28,28000,4582.261954910951,41.5_1.1,43
29,29000,4471.901117752824,41.5_1.1,43
30,30000,4148.006012987765,41.5_1.1,43
31,31000,4360.25020905238,41.5_1.1,43
32,32000,4299.855618196581,41.5_1.1,43
33,33000,4083.30994531971,41.5_1.1,43
34,34000,4349.389985898954,41.5_1.1,43
35,35000,4141.864197667606,41.5_1.1,43
36,36000,3973.2684148133944,41.5_1.1,43
37,37000,4208.542232218298,41.5_1.1,43
38,38000,4209.4775354777485,41.5_1.1,43
39,39000,3954.0444290781866,41.5_1.1,43
40,40000,4036.01215549925,41.5_1.1,43
41,41000,4243.108025180565,41.5_1.1,43
42,42000,3873.6687622368577,41.5_1.1,43
43,43000,3977.984897762758,41.5_1.1,43
44,44000,3927.7654042686986,41.5_1.1,43
45,45000,3916.7028267145733,41.5_1.1,43
46,46000,3977.269582283626,41.5_1.1,43
47,47000,3987.2108463024633,41.5_1.1,43
48,48000,3817.531352386976,41.5_1.1,43
49,49000,3668.243394135847,41.5_1.1,43
50,50000,3930.0752058834564,41.5_1.1,43
51,51000,3758.589504877521,41.5_1.1,43
52,52000,3836.7904215112367,41.5_1.1,43
53,53000,3862.5580922290983,41.5_1.1,43
54,54000,3721.7260651239617,41.5_1.1,43
55,55000,3731.104945882884,41.5_1.1,43
56,56000,3611.849178516302,41.5_1.1,43
57,57000,3577.7477076838177,41.5_1.1,43
58,58000,3556.8011301885613,41.5_1.1,43
59,59000,3579.4100926967653,41.5_1.1,43
60,60000,3620.069241228152,41.5_1.1,43
61,61000,3707.819942639792,41.5_1.1,43
62,62000,3369.830206386629,41.5_1.1,43
63,63000,3533.193210671906,41.5_1.1,43
64,64000,3802.5002088626607,41.5_1.1,43
65,65000,3653.5357341557374,41.5_1.1,43
66,66000,3719.390925551655,41.5_1.1,43
67,67000,3538.20600562957,41.5_1.1,43
68,68000,3726.4624619703295,41.5_1.1,43
69,69000,3574.812188710353,41.5_1.1,43
70,70000,3588.851857027692,41.5_1.1,43
71,71000,3568.3743428547905,41.5_1.1,43
72,72000,3472.8276305396485,41.5_1.1,43
73,73000,3562.2139616789973,41.5_1.1,43
74,74000,3442.2569205784434,41.5_1.1,43
75,75000,3682.362133907182,41.5_1.1,43
76,76000,3546.079257931481,41.5_1.1,43
77,77000,3352.960466378534,41.5_1.1,43
78,78000,3427.497981749038,41.5_1.1,43
79,79000,3613.1070454939522,41.5_1.1,43
80,80000,3459.3101010382006,41.5_1.1,43
81,81000,3412.4311778523875,41.5_1.1,43
82,82000,3445.739857298133,41.5_1.1,43
83,83000,3220.0497095887713,41.5_1.1,43
84,84000,3453.935892415372,41.5_1.1,43
85,85000,3488.5507455160205,41.5_1.1,43
86,86000,3537.5170393444328,41.5_1.1,43
87,87000,3366.841298455402,41.5_1.1,43
88,88000,3328.6180249263703,41.5_1.1,43
89,89000,3275.3406243109775,41.5_1.1,43
90,90000,3332.9157321761954,41.5_1.1,43
91,91000,3321.2331899446394,41.5_1.1,43
92,92000,3521.1547139855084,41.5_1.1,43
93,93000,3470.6803246784675,41.5_1.1,43
94,94000,3379.6457382529793,41.5_1.1,43
95,95000,3280.2974348002,41.5_1.1,43
96,96000,3525.6680188684213,41.5_1.1,43
97,97000,3291.2578759873386,41.5_1.1,43
98,98000,3205.7813079664475,41.5_1.1,43
99,99000,3279.940053540401,41.5_1.1,43
100,100000,3270.8812910441075,41.5_1.1,43
101,101000,3308.5816063879142,41.5_1.1,43
102,102000,3270.7305686731493,41.5_1.1,43
103,103000,3374.240908831759,41.5_1.1,43
104,104000,3299.2787686853812,41.5_1.1,43
105,105000,3184.5127271038527,41.5_1.1,43
106,106000,3366.1283944468,41.5_1.1,43
107,107000,3315.575201733214,41.5_1.1,43
108,108000,3320.5317444790303,41.5_1.1,43
109,109000,3259.198224827562,41.5_1.1,43
110,110000,3201.831001937821,41.5_1.1,43
111,111000,3217.645307909591,41.5_1.1,43
112,112000,3266.1421440673726,41.5_1.1,43
113,113000,3231.250714661441,41.5_1.1,43
114,114000,3413.9608624884977,41.5_1.1,43
115,115000,3272.754866412676,41.5_1.1,43
116,116000,3369.2974985773258,41.5_1.1,43
117,117000,3287.651682273337,41.5_1.1,43
118,118000,3313.052039323108,41.5_1.1,43
119,119000,3349.4384481596294,41.5_1.1,43
120,120000,3288.7653628566404,41.5_1.1,43
121,121000,3353.07742566503,41.5_1.1,43
122,122000,3258.528344463585,41.5_1.1,43
123,123000,3217.0003161012273,41.5_1.1,43
124,124000,3411.235416006083,41.5_1.1,43
125,125000,3277.647706631001,41.5_1.1,43
