,ite,cost,hyperparameter,repetition
0,1,35308.01222320352,41.5_1.1,22
1,1000,17966.067017108628,41.5_1.1,22
2,2000,14292.839958423827,41.5_1.1,22
3,3000,11743.158470968006,41.5_1.1,22
4,4000,10551.423193895067,41.5_1.1,22
5,5000,9242.026645255457,41.5_1.1,22
6,6000,9077.491453359416,41.5_1.1,22
7,7000,7957.1193883000915,41.5_1.1,22
8,8000,7404.450263227891,41.5_1.1,22
9,9000,6683.5421988939215,41.5_1.1,22
10,10000,6790.556571008213,41.5_1.1,22
11,11000,6493.059148601945,41.5_1.1,22
12,12000,5835.998783554811,41.5_1.1,22
13,13000,6103.872415672766,41.5_1.1,22
14,14000,5920.277432549503,41.5_1.1,22
15,15000,5447.041397451306,41.5_1.1,22
16,16000,5722.936835095163,41.5_1.1,22
17,17000,5469.680268382468,41.5_1.1,22
18,18000,5403.385165521975,41.5_1.1,22
19,19000,5244.424039492748,41.5_1.1,22
20,20000,5244.940866053833,41.5_1.1,22
21,21000,4981.623319217805,41.5_1.1,22
22,22000,4722.922383446309,41.5_1.1,22
23,23000,4904.043432209191,41.5_1.1,22
24,24000,4734.942927319347,41.5_1.1,22
25,25000,4578.208508058141,41.5_1.1,22
26,26000,4567.881655675376,41.5_1.1,22
27,27000,4487.734884670591,41.5_1.1,22
28,28000,4462.1660376506425,41.5_1.1,22
29,29000,4417.450782150665,41.5_1.1,22
30,30000,4289.4336511675465,41.5_1.1,22
31,31000,4601.6534979632415,41.5_1.1,22
32,32000,4491.2445143671,41.5_1.1,22
33,33000,4329.330087360783,41.5_1.1,22
34,34000,4447.272728583372,41.5_1.1,22
35,35000,4395.320191977455,41.5_1.1,22
36,36000,4394.856684249302,41.5_1.1,22
37,37000,3882.3041091274476,41.5_1.1,22
38,38000,3848.9925343592486,41.5_1.1,22
39,39000,4018.8326709184466,41.5_1.1,22
40,40000,3971.9377084174366,41.5_1.1,22
41,41000,3973.092635201446,41.5_1.1,22
42,42000,4118.481750698016,41.5_1.1,22
43,43000,3972.0718941587525,41.5_1.1,22
44,44000,4053.280214252058,41.5_1.1,22
45,45000,3998.880592415638,41.5_1.1,22
