,ite,cost,hyperparameter,repetition
0,1,33251.26496580898,41.5_1.1,28
1,1000,19066.956631481928,41.5_1.1,28
2,2000,13663.757546976898,41.5_1.1,28
3,3000,11224.452464696047,41.5_1.1,28
4,4000,9804.979828600666,41.5_1.1,28
5,5000,9152.016894328242,41.5_1.1,28
6,6000,8500.705467919875,41.5_1.1,28
7,7000,7637.931058196147,41.5_1.1,28
8,8000,7686.282732028169,41.5_1.1,28
9,9000,7224.973122430259,41.5_1.1,28
10,10000,6588.6099373616435,41.5_1.1,28
11,11000,6555.595493984299,41.5_1.1,28
12,12000,6325.773806360772,41.5_1.1,28
13,13000,6322.729647785063,41.5_1.1,28
14,14000,6087.417424672652,41.5_1.1,28
15,15000,5718.531823049239,41.5_1.1,28
16,16000,5864.59268159167,41.5_1.1,28
17,17000,5019.742202736052,41.5_1.1,28
18,18000,5306.59345792522,41.5_1.1,28
19,19000,5216.369017107733,41.5_1.1,28
20,20000,5045.036483760536,41.5_1.1,28
21,21000,5176.139714636511,41.5_1.1,28
22,22000,4659.462961214661,41.5_1.1,28
23,23000,4864.388483891215,41.5_1.1,28
24,24000,4741.505979041816,41.5_1.1,28
25,25000,4613.078130849723,41.5_1.1,28
26,26000,4438.7935658201795,41.5_1.1,28
27,27000,4355.832718890561,41.5_1.1,28
28,28000,4481.35756064824,41.5_1.1,28
29,29000,4271.938583510827,41.5_1.1,28
30,30000,4477.136854378508,41.5_1.1,28
31,31000,4363.646184684777,41.5_1.1,28
32,32000,4462.721653136975,41.5_1.1,28
33,33000,4210.531487199144,41.5_1.1,28
34,34000,4199.461052437216,41.5_1.1,28
35,35000,4054.0571495602185,41.5_1.1,28
36,36000,4173.393431573421,41.5_1.1,28
37,37000,4012.8073548413454,41.5_1.1,28
38,38000,4001.9568470536033,41.5_1.1,28
39,39000,4042.4520807512067,41.5_1.1,28
40,40000,4248.516843632492,41.5_1.1,28
41,41000,4082.036369154991,41.5_1.1,28
42,42000,4013.2881704230304,41.5_1.1,28
43,43000,4111.689522096261,41.5_1.1,28
44,44000,4031.2696577842726,41.5_1.1,28
45,45000,3917.282817062901,41.5_1.1,28
46,46000,3776.565416059631,41.5_1.1,28
47,47000,3857.0931013725344,41.5_1.1,28
48,48000,3887.29006258116,41.5_1.1,28
49,49000,3732.7218993690267,41.5_1.1,28
50,50000,3810.178016123594,41.5_1.1,28
51,51000,3821.056420847524,41.5_1.1,28
52,52000,3751.718126433096,41.5_1.1,28
53,53000,3533.871318159439,41.5_1.1,28
54,54000,3606.060201862383,41.5_1.1,28
55,55000,3761.516202870878,41.5_1.1,28
56,56000,3794.7441731516756,41.5_1.1,28
57,57000,3783.3976135206503,41.5_1.1,28
58,58000,3523.478569730073,41.5_1.1,28
59,59000,3725.8175752529537,41.5_1.1,28
60,60000,3639.7422966186728,41.5_1.1,28
61,61000,3596.5782518026444,41.5_1.1,28
62,62000,3441.6397195328436,41.5_1.1,28
63,63000,3605.4822528405757,41.5_1.1,28
64,64000,3482.125276372796,41.5_1.1,28
65,65000,3764.0269610661912,41.5_1.1,28
66,66000,3576.9274763688645,41.5_1.1,28
67,67000,3486.674218141698,41.5_1.1,28
68,68000,3432.3514331928236,41.5_1.1,28
69,69000,3572.2643820536473,41.5_1.1,28
70,70000,3366.662079001858,41.5_1.1,28
71,71000,3584.7916611913033,41.5_1.1,28
72,72000,3504.926081996565,41.5_1.1,28
73,73000,3503.724885819531,41.5_1.1,28
74,74000,3510.608204519376,41.5_1.1,28
75,75000,3605.3785959428888,41.5_1.1,28
76,76000,3535.1771516593544,41.5_1.1,28
77,77000,3521.732859963201,41.5_1.1,28
78,78000,3532.009926619436,41.5_1.1,28
79,79000,3246.5673283066503,41.5_1.1,28
80,80000,3262.0088061185497,41.5_1.1,28
81,81000,3410.572574891012,41.5_1.1,28
82,82000,3543.550891192729,41.5_1.1,28
83,83000,3356.2451473128403,41.5_1.1,28
84,84000,3291.777441404714,41.5_1.1,28
85,85000,3472.257302405696,41.5_1.1,28
86,86000,3420.3497413547643,41.5_1.1,28
87,87000,3468.270058596052,41.5_1.1,28
88,88000,3415.4066996896254,41.5_1.1,28
89,89000,3350.220924965406,41.5_1.1,28
90,90000,3524.500822570249,41.5_1.1,28
91,91000,3381.8522653082873,41.5_1.1,28
92,92000,3440.983981031188,41.5_1.1,28
93,93000,3542.291884015047,41.5_1.1,28
94,94000,3346.2006981172167,41.5_1.1,28
95,95000,3444.9881813948487,41.5_1.1,28
96,96000,3260.658378355112,41.5_1.1,28
97,97000,3351.081215965141,41.5_1.1,28
98,98000,3424.3106918467624,41.5_1.1,28
99,99000,3476.5707417593276,41.5_1.1,28
100,100000,3454.5240052849517,41.5_1.1,28
101,101000,3375.6834828939877,41.5_1.1,28
102,102000,3277.3584724931093,41.5_1.1,28
103,103000,3266.2931842250578,41.5_1.1,28
104,104000,3683.290700388115,41.5_1.1,28
105,105000,3318.556535853255,41.5_1.1,28
106,106000,3169.3910731931633,41.5_1.1,28
107,107000,3404.0544422247203,41.5_1.1,28
108,108000,3370.89772965876,41.5_1.1,28
109,109000,3300.9505364008455,41.5_1.1,28
110,110000,3270.1740384801865,41.5_1.1,28
111,111000,3278.164550467091,41.5_1.1,28
112,112000,3396.5062778808274,41.5_1.1,28
113,113000,3224.621348028244,41.5_1.1,28
114,114000,3175.935536157776,41.5_1.1,28
115,115000,3303.4172470153726,41.5_1.1,28
116,116000,3386.208372788249,41.5_1.1,28
117,117000,3252.1736787218583,41.5_1.1,28
118,118000,3317.945598591686,41.5_1.1,28
119,119000,3307.549378407222,41.5_1.1,28
120,120000,3299.4292479461024,41.5_1.1,28
121,121000,3393.605490381385,41.5_1.1,28
122,122000,3234.8899402649918,41.5_1.1,28
123,123000,3219.6758986482473,41.5_1.1,28
124,124000,3281.4694968968865,41.5_1.1,28
125,125000,3205.293293573979,41.5_1.1,28
126,126000,3231.3351035243672,41.5_1.1,28
127,127000,3084.5796103917855,41.5_1.1,28
128,128000,3182.486748363916,41.5_1.1,28
129,129000,3232.242018951088,41.5_1.1,28
130,130000,3121.03461639449,41.5_1.1,28
131,131000,3243.0746919106773,41.5_1.1,28
132,132000,3344.3787070169346,41.5_1.1,28
133,133000,3378.3737343687962,41.5_1.1,28
134,134000,3294.5585213648114,41.5_1.1,28
135,135000,3194.272199429058,41.5_1.1,28
136,136000,3150.3048165834925,41.5_1.1,28
137,137000,3167.542321285881,41.5_1.1,28
138,138000,3432.417484026012,41.5_1.1,28
139,139000,3252.7255058760065,41.5_1.1,28
140,140000,3230.677284636262,41.5_1.1,28
141,141000,3271.8563309903375,41.5_1.1,28
142,142000,3307.4600290833164,41.5_1.1,28
143,143000,3225.9690474483687,41.5_1.1,28
144,144000,3149.9155240085397,41.5_1.1,28
145,145000,3294.503167976368,41.5_1.1,28
146,146000,3209.2088994834353,41.5_1.1,28
147,147000,3382.619052281022,41.5_1.1,28
148,148000,3333.966300785234,41.5_1.1,28
149,149000,3227.818028199729,41.5_1.1,28
150,150000,3085.6027578598573,41.5_1.1,28
151,151000,3188.643919886238,41.5_1.1,28
152,152000,3176.218519141774,41.5_1.1,28
153,153000,3226.108452619038,41.5_1.1,28
154,154000,3136.884987181984,41.5_1.1,28
155,155000,3040.365700778909,41.5_1.1,28
156,156000,3332.027935373162,41.5_1.1,28
157,157000,3119.48225661184,41.5_1.1,28
158,158000,3178.5040132735985,41.5_1.1,28
159,159000,3115.5968131769187,41.5_1.1,28
160,160000,3102.6191733422047,41.5_1.1,28
161,161000,3042.715223813809,41.5_1.1,28
162,162000,3234.012583281392,41.5_1.1,28
163,163000,3200.014687844375,41.5_1.1,28
164,164000,3196.398209532325,41.5_1.1,28
165,165000,3049.51068753787,41.5_1.1,28
166,166000,3092.5404430619656,41.5_1.1,28
167,167000,3237.6450743641294,41.5_1.1,28
168,168000,3121.5494299727557,41.5_1.1,28
169,169000,3080.337118833924,41.5_1.1,28
170,170000,3159.888196406755,41.5_1.1,28
171,171000,3027.8079336460464,41.5_1.1,28
172,172000,3122.971423218155,41.5_1.1,28
173,173000,3090.095744933058,41.5_1.1,28
174,174000,3184.000147695797,41.5_1.1,28
175,175000,3039.9886560416244,41.5_1.1,28
176,176000,3200.88606545898,41.5_1.1,28
177,177000,3160.265826092346,41.5_1.1,28
178,178000,3033.84851677651,41.5_1.1,28
179,179000,3246.267107497016,41.5_1.1,28
180,180000,3167.9838506428373,41.5_1.1,28
181,181000,3145.2501230373095,41.5_1.1,28
182,182000,3023.7045798535705,41.5_1.1,28
183,183000,3233.0476281312867,41.5_1.1,28
184,184000,3086.9793759230097,41.5_1.1,28
185,185000,3079.7901883069067,41.5_1.1,28
186,186000,3050.2847518620556,41.5_1.1,28
187,187000,3184.517925095091,41.5_1.1,28
188,188000,3247.6797347459456,41.5_1.1,28
189,189000,3101.638920661684,41.5_1.1,28
190,190000,2926.1194284072685,41.5_1.1,28
191,191000,3016.696128352157,41.5_1.1,28
192,192000,3085.3575642409605,41.5_1.1,28
193,193000,3089.8451261562222,41.5_1.1,28
194,194000,3171.3472988158346,41.5_1.1,28
195,195000,3146.291401063274,41.5_1.1,28
196,196000,3115.868765624837,41.5_1.1,28
197,197000,3172.3196152464657,41.5_1.1,28
198,198000,3017.887610840537,41.5_1.1,28
199,199000,3133.2794590503913,41.5_1.1,28
200,200000,3173.5794290445288,41.5_1.1,28
201,201000,3149.9515929652907,41.5_1.1,28
202,202000,3052.86154371006,41.5_1.1,28
203,203000,3063.676751210212,41.5_1.1,28
204,204000,3036.6215897844436,41.5_1.1,28
205,205000,3055.941288779419,41.5_1.1,28
206,206000,3046.11215817687,41.5_1.1,28
207,207000,3116.5140770268076,41.5_1.1,28
208,208000,3149.822746371657,41.5_1.1,28
209,209000,3227.436221423515,41.5_1.1,28
210,210000,3128.7691212945474,41.5_1.1,28
211,211000,3191.5109649697774,41.5_1.1,28
212,212000,3106.7596983531125,41.5_1.1,28
213,213000,3044.448449709187,41.5_1.1,28
214,214000,3016.7118677428157,41.5_1.1,28
215,215000,2999.5100783834746,41.5_1.1,28
216,216000,3064.901691191139,41.5_1.1,28
217,217000,3075.1745171925913,41.5_1.1,28
218,218000,3108.6962538394523,41.5_1.1,28
219,219000,3067.766938938284,41.5_1.1,28
220,220000,3125.528468735484,41.5_1.1,28
221,221000,3060.4164011238136,41.5_1.1,28
222,222000,3114.9032154692213,41.5_1.1,28
223,223000,3004.6804133911787,41.5_1.1,28
224,224000,3088.0298110124368,41.5_1.1,28
225,225000,3120.8756793671364,41.5_1.1,28
226,226000,3002.8085751425074,41.5_1.1,28
227,227000,3229.159712577958,41.5_1.1,28
228,228000,3127.410469660455,41.5_1.1,28
229,229000,3076.6198021847176,41.5_1.1,28
230,230000,3081.524609741518,41.5_1.1,28
231,231000,3042.7262583548254,41.5_1.1,28
232,232000,3113.178016456488,41.5_1.1,28
233,233000,3100.3795828363473,41.5_1.1,28
234,234000,3227.423988109011,41.5_1.1,28
235,235000,3026.335660809843,41.5_1.1,28
236,236000,3077.0238166439813,41.5_1.1,28
237,237000,3048.4179695442986,41.5_1.1,28
238,238000,3085.193134874325,41.5_1.1,28
239,239000,2937.294944015144,41.5_1.1,28
240,240000,3200.221224546723,41.5_1.1,28
241,241000,3052.955639240457,41.5_1.1,28
242,242000,2982.674060974902,41.5_1.1,28
243,243000,3019.4507988256855,41.5_1.1,28
244,244000,3069.616671238225,41.5_1.1,28
245,245000,3017.594711817146,41.5_1.1,28
246,246000,3043.328070903536,41.5_1.1,28
247,247000,2941.407713178964,41.5_1.1,28
248,248000,3072.180274205048,41.5_1.1,28
249,249000,3163.011399005235,41.5_1.1,28
250,250000,3122.4889561435,41.5_1.1,28
251,251000,3068.5214305254453,41.5_1.1,28
252,252000,3080.3562273480447,41.5_1.1,28
253,253000,2925.345947635626,41.5_1.1,28
254,254000,2983.9629107969185,41.5_1.1,28
255,255000,2989.549650171925,41.5_1.1,28
256,256000,2858.552447373076,41.5_1.1,28
257,257000,3033.3103393414317,41.5_1.1,28
258,258000,3150.063712252521,41.5_1.1,28
259,259000,2935.5708014007173,41.5_1.1,28
260,260000,2950.2289902293214,41.5_1.1,28
261,261000,3023.1598412223316,41.5_1.1,28
262,262000,3050.503116391191,41.5_1.1,28
263,263000,2966.463388028193,41.5_1.1,28
