ite,cost,cooling schedule,repetition
1,35029.0342552212,adaptive,34
1000,18835.44843725914,adaptive,34
2000,14921.649224271405,adaptive,34
3000,11704.194861146958,adaptive,34
4000,10411.745119612326,adaptive,34
5000,9116.574312998959,adaptive,34
6000,8512.935059621117,adaptive,34
7000,8324.698479589737,adaptive,34
8000,7533.114746017089,adaptive,34
9000,7268.658621275228,adaptive,34
10000,6819.547155810044,adaptive,34
11000,6397.929082306873,adaptive,34
12000,6256.7689020353855,adaptive,34
13000,5844.582751787486,adaptive,34
14000,5988.847025938131,adaptive,34
15000,5846.339151117609,adaptive,34
16000,5354.7151714123,adaptive,34
17000,5495.559700017178,adaptive,34
18000,5428.573559399825,adaptive,34
19000,5209.649432036031,adaptive,34
20000,5049.250988076497,adaptive,34
21000,4907.493727929193,adaptive,34
22000,4946.779708497647,adaptive,34
23000,4892.502831188574,adaptive,34
24000,4599.436331661937,adaptive,34
25000,4614.24355265046,adaptive,34
26000,4750.456936865571,adaptive,34
27000,4451.27156672998,adaptive,34
28000,4520.772736380401,adaptive,34
29000,4621.7608024414785,adaptive,34
30000,4291.888709095279,adaptive,34
31000,4119.745887662186,adaptive,34
32000,4262.06953838279,adaptive,34
33000,4385.215194316911,adaptive,34
34000,4359.052515593391,adaptive,34
35000,4247.877970386848,adaptive,34
36000,4186.59577307643,adaptive,34
37000,3987.4138121087494,adaptive,34
38000,3994.5775071575795,adaptive,34
39000,4064.646053009499,adaptive,34
40000,4002.4163347560907,adaptive,34
41000,4000.688572866246,adaptive,34
42000,4153.534906454351,adaptive,34
43000,4073.771833592399,adaptive,34
44000,4094.853809436978,adaptive,34
45000,3896.118195836978,adaptive,34
46000,4011.010511819863,adaptive,34
47000,3554.347320628981,adaptive,34
48000,3855.2170948019834,adaptive,34
49000,4093.9150051041893,adaptive,34
50000,3803.816631232569,adaptive,34
51000,3794.7997315664743,adaptive,34
52000,3651.9956792606463,adaptive,34
53000,3924.5904915250017,adaptive,34
