ite,cost,cooling schedule,repetition
1,32535.42222689213,adaptive,44
1000,18328.86145765356,adaptive,44
2000,14384.041062879465,adaptive,44
3000,11960.137770384361,adaptive,44
4000,10943.80072101124,adaptive,44
5000,9521.226266945365,adaptive,44
6000,8860.984901904674,adaptive,44
7000,7311.281442361916,adaptive,44
8000,7329.683790839591,adaptive,44
9000,7345.340251859663,adaptive,44
10000,6857.655671138242,adaptive,44
11000,6475.398086173654,adaptive,44
12000,6469.26830486178,adaptive,44
13000,6222.889325347489,adaptive,44
14000,6152.303157743941,adaptive,44
15000,5775.01998808589,adaptive,44
16000,5777.611849892582,adaptive,44
17000,5600.99394859618,adaptive,44
18000,5151.068031665371,adaptive,44
19000,4968.071682075073,adaptive,44
20000,4950.635337675209,adaptive,44
21000,4745.231403661649,adaptive,44
22000,4991.666715620801,adaptive,44
23000,4692.467650106992,adaptive,44
24000,4578.335412721067,adaptive,44
25000,4706.16959470254,adaptive,44
26000,4510.2068589657965,adaptive,44
27000,4705.556769156715,adaptive,44
28000,4497.692453987067,adaptive,44
29000,4334.768471645761,adaptive,44
30000,4477.456244001775,adaptive,44
31000,4301.566792085942,adaptive,44
32000,4242.672593001117,adaptive,44
33000,4109.89036358562,adaptive,44
34000,4472.749446854195,adaptive,44
35000,4023.0931256348517,adaptive,44
36000,4185.23077637428,adaptive,44
37000,4278.785692534603,adaptive,44
38000,4237.499396679429,adaptive,44
39000,4029.763366293217,adaptive,44
40000,3759.8547049137746,adaptive,44
41000,4185.622243333431,adaptive,44
42000,4112.45667770651,adaptive,44
43000,3989.36746070635,adaptive,44
44000,3841.55276675759,adaptive,44
45000,3924.3743167568196,adaptive,44
46000,3739.396842090003,adaptive,44
47000,3917.380734689271,adaptive,44
48000,3844.9838102740596,adaptive,44
49000,3872.976930046195,adaptive,44
50000,3713.7506572863936,adaptive,44
51000,3885.692282471561,adaptive,44
52000,3691.651541103687,adaptive,44
53000,3911.7737930453486,adaptive,44
54000,3669.3413558005395,adaptive,44
55000,3715.614840667373,adaptive,44
56000,3520.5389379610574,adaptive,44
57000,3595.796734348708,adaptive,44
58000,3830.6543772512387,adaptive,44
59000,3749.4571821076934,adaptive,44
60000,3683.6150703983535,adaptive,44
61000,3551.4299854010796,adaptive,44
62000,3600.4703526507824,adaptive,44
63000,3722.734064143342,adaptive,44
64000,3459.391580682925,adaptive,44
65000,3543.491010227185,adaptive,44
66000,3353.3233632538004,adaptive,44
67000,3477.2655928458785,adaptive,44
68000,3611.9918171138597,adaptive,44
69000,3692.853419860165,adaptive,44
70000,3745.4027904138484,adaptive,44
71000,3548.844984097337,adaptive,44
72000,3670.1753133980965,adaptive,44
73000,3403.598335131315,adaptive,44
74000,3693.2055947147815,adaptive,44
75000,3350.0996203241707,adaptive,44
76000,3557.497132276925,adaptive,44
77000,3582.7812886839793,adaptive,44
78000,3487.5637220987924,adaptive,44
79000,3646.505639535143,adaptive,44
80000,3553.556632801316,adaptive,44
81000,3505.257837233777,adaptive,44
82000,3527.919580281365,adaptive,44
83000,3608.5241698536797,adaptive,44
84000,3329.014042038399,adaptive,44
85000,3458.214666176142,adaptive,44
86000,3501.0048099339147,adaptive,44
87000,3344.5497908336674,adaptive,44
88000,3414.780348462888,adaptive,44
89000,3526.866782680661,adaptive,44
90000,3340.182478307186,adaptive,44
91000,3412.6050382747294,adaptive,44
92000,3503.189154292244,adaptive,44
93000,3530.3977250180465,adaptive,44
94000,3431.695742317445,adaptive,44
95000,3435.399063002334,adaptive,44
96000,3362.3460512204797,adaptive,44
97000,3401.68928946649,adaptive,44
98000,3369.680362413063,adaptive,44
99000,3332.397428187393,adaptive,44
100000,3397.988239047614,adaptive,44
101000,3342.1895805872155,adaptive,44
102000,3400.8125725592818,adaptive,44
103000,3245.530557582231,adaptive,44
104000,3392.6398752298255,adaptive,44
105000,3254.36931223261,adaptive,44
106000,3393.347581637118,adaptive,44
107000,3458.7009324123756,adaptive,44
108000,3331.8425605531293,adaptive,44
109000,3316.25748400915,adaptive,44
110000,3378.9948427046975,adaptive,44
111000,3374.1918671098647,adaptive,44
112000,3330.1540356653804,adaptive,44
113000,3359.111548500058,adaptive,44
114000,3299.7956286599197,adaptive,44
115000,3381.083849541164,adaptive,44
116000,3408.1982259375104,adaptive,44
117000,3387.725990383392,adaptive,44
118000,3504.866189158093,adaptive,44
119000,3327.204813611467,adaptive,44
120000,3404.811096732788,adaptive,44
121000,3328.7957986330334,adaptive,44
122000,3357.2034532749904,adaptive,44
123000,3403.0263782566,adaptive,44
124000,3251.421022366274,adaptive,44
125000,3289.2461927781146,adaptive,44
126000,3261.0731407626276,adaptive,44
127000,3352.450087304451,adaptive,44
128000,3231.574607512083,adaptive,44
129000,3215.4884368988487,adaptive,44
130000,3170.5983110276957,adaptive,44
131000,3298.352071582378,adaptive,44
132000,3036.882803747858,adaptive,44
133000,3199.0916716372203,adaptive,44
134000,3149.274976672272,adaptive,44
135000,3231.419055869974,adaptive,44
136000,3287.5585756764262,adaptive,44
137000,3172.871053574934,adaptive,44
138000,3447.2906667326356,adaptive,44
139000,3160.2002338794114,adaptive,44
140000,3190.927135727157,adaptive,44
141000,3387.7641719824946,adaptive,44
142000,3158.5012199570056,adaptive,44
143000,3157.3587684521713,adaptive,44
144000,3229.287559883046,adaptive,44
145000,3353.865377222298,adaptive,44
146000,3305.7708696180484,adaptive,44
147000,3163.0877452133273,adaptive,44
148000,3210.923955716577,adaptive,44
149000,3234.0065352958595,adaptive,44
