ite,cost,cooling schedule,repetition
1,33276.03819521181,adaptive,39
1000,19310.58099065728,adaptive,39
2000,14260.97887538499,adaptive,39
3000,11397.278397778704,adaptive,39
4000,10396.479443389757,adaptive,39
5000,9537.731255697332,adaptive,39
6000,8486.307973460087,adaptive,39
7000,7657.205709137035,adaptive,39
8000,7521.488852591218,adaptive,39
9000,7060.851493916571,adaptive,39
10000,6650.1506665048855,adaptive,39
11000,6238.555411013553,adaptive,39
12000,6033.516402463531,adaptive,39
13000,6280.66444611333,adaptive,39
14000,5800.496172296339,adaptive,39
15000,5712.457846882618,adaptive,39
16000,5459.260101848508,adaptive,39
17000,5465.02761025405,adaptive,39
18000,5331.391120384676,adaptive,39
19000,5081.719009724697,adaptive,39
20000,5155.562814661994,adaptive,39
21000,4999.97811270585,adaptive,39
22000,5182.62407382375,adaptive,39
23000,4866.676813373536,adaptive,39
24000,4460.972639451684,adaptive,39
25000,4595.915349455086,adaptive,39
26000,4772.6976336302105,adaptive,39
27000,4476.833557829908,adaptive,39
28000,4658.728904233769,adaptive,39
29000,4558.34501205853,adaptive,39
30000,4336.1636695539755,adaptive,39
31000,4476.676785128111,adaptive,39
32000,4466.1161098109515,adaptive,39
33000,4190.868078117303,adaptive,39
34000,4357.428857687825,adaptive,39
35000,4247.987267703525,adaptive,39
36000,4271.001064563828,adaptive,39
37000,3967.2570172489454,adaptive,39
38000,4173.976900380363,adaptive,39
39000,3969.664573839688,adaptive,39
40000,4093.3505879209524,adaptive,39
41000,4134.858053870109,adaptive,39
42000,3949.3451819751203,adaptive,39
43000,3961.163808266471,adaptive,39
44000,3963.179389916827,adaptive,39
45000,3725.3573181699976,adaptive,39
46000,3929.108930895697,adaptive,39
47000,3744.957443060744,adaptive,39
48000,4019.9308245415345,adaptive,39
49000,3776.062805881092,adaptive,39
50000,3843.5972254291964,adaptive,39
51000,3906.1849494106455,adaptive,39
52000,3771.059744866582,adaptive,39
53000,3867.862955245931,adaptive,39
54000,3611.0010808118936,adaptive,39
55000,3522.782804346312,adaptive,39
56000,3842.1082482420734,adaptive,39
57000,3823.679545072297,adaptive,39
58000,3871.2268538395983,adaptive,39
59000,3737.051633462431,adaptive,39
60000,3640.4935011769867,adaptive,39
61000,3800.3210113953796,adaptive,39
62000,3569.714313972167,adaptive,39
63000,3716.921646497303,adaptive,39
64000,3651.512894627125,adaptive,39
65000,3841.8149186666524,adaptive,39
66000,3488.6540810641422,adaptive,39
67000,3429.283545565258,adaptive,39
68000,3464.283325648214,adaptive,39
69000,3623.938145223891,adaptive,39
70000,3510.870793570296,adaptive,39
71000,3611.8436557038813,adaptive,39
72000,3627.8802118481703,adaptive,39
73000,3592.786973247908,adaptive,39
74000,3469.3281375743995,adaptive,39
75000,3656.338763869542,adaptive,39
76000,3438.430863824435,adaptive,39
77000,3629.5189409208065,adaptive,39
78000,3414.3782221650044,adaptive,39
79000,3519.5428122603066,adaptive,39
80000,3549.0950969603637,adaptive,39
81000,3460.7894814137594,adaptive,39
82000,3524.772648759252,adaptive,39
83000,3476.426667222902,adaptive,39
84000,3439.438931656789,adaptive,39
85000,3439.7858181211386,adaptive,39
86000,3414.5821761966026,adaptive,39
87000,3295.107895482595,adaptive,39
88000,3593.8156842555395,adaptive,39
89000,3597.3277027722957,adaptive,39
90000,3232.4490743543865,adaptive,39
91000,3242.4998049086985,adaptive,39
92000,3358.0146409020617,adaptive,39
93000,3431.4266589244294,adaptive,39
94000,3367.5384072376387,adaptive,39
95000,3498.4963163777516,adaptive,39
96000,3422.7190139120403,adaptive,39
97000,3329.7359399620896,adaptive,39
98000,3373.994316169349,adaptive,39
99000,3438.438748410168,adaptive,39
100000,3302.563537488437,adaptive,39
101000,3367.6831368743,adaptive,39
102000,3492.7625275251453,adaptive,39
103000,3498.0053251604822,adaptive,39
104000,3504.0962470882405,adaptive,39
105000,3204.658371636101,adaptive,39
106000,3297.7933865467085,adaptive,39
107000,3322.600332195581,adaptive,39
108000,3334.798193565917,adaptive,39
109000,3295.8085366125,adaptive,39
110000,3480.9761537560253,adaptive,39
111000,3397.3170482342634,adaptive,39
112000,3397.0973292280537,adaptive,39
113000,3345.4615132776494,adaptive,39
114000,3347.7356863952027,adaptive,39
115000,3309.0499991457013,adaptive,39
116000,3349.449398407696,adaptive,39
117000,3306.7672488416706,adaptive,39
118000,3268.5908699167358,adaptive,39
119000,3200.2201790479503,adaptive,39
120000,3209.238859982392,adaptive,39
121000,3247.601860161791,adaptive,39
122000,3237.37540107196,adaptive,39
123000,3282.337592254086,adaptive,39
124000,3299.1276708489413,adaptive,39
125000,3203.526359808249,adaptive,39
126000,3197.4331770303393,adaptive,39
127000,3222.7863829468774,adaptive,39
128000,3196.8217779727033,adaptive,39
129000,3355.1651096500837,adaptive,39
130000,3242.8820457234456,adaptive,39
131000,3361.8546926172057,adaptive,39
132000,3171.00928466024,adaptive,39
133000,3326.813219569495,adaptive,39
134000,3329.2031650473136,adaptive,39
135000,3279.480082732797,adaptive,39
136000,3303.2566861002324,adaptive,39
137000,3146.1828644357433,adaptive,39
138000,3193.048321347289,adaptive,39
139000,3214.115687080141,adaptive,39
140000,3225.120806280043,adaptive,39
141000,3167.5503265740717,adaptive,39
142000,3201.976695128886,adaptive,39
143000,3221.8932965429694,adaptive,39
144000,3216.2394606384523,adaptive,39
145000,3328.329413798337,adaptive,39
146000,3280.254550700062,adaptive,39
147000,3319.337603488384,adaptive,39
148000,3202.05127266537,adaptive,39
149000,3214.5830381489895,adaptive,39
150000,3259.5806046673124,adaptive,39
151000,3184.925397241665,adaptive,39
152000,3159.8784826953315,adaptive,39
153000,3283.242341673663,adaptive,39
154000,3146.2002135993657,adaptive,39
155000,3254.1642711591503,adaptive,39
156000,3112.099746263374,adaptive,39
157000,3197.6426787058244,adaptive,39
158000,3291.52796945425,adaptive,39
159000,3126.753215853619,adaptive,39
160000,3309.2976526687353,adaptive,39
161000,3341.306396311377,adaptive,39
162000,3117.688453312191,adaptive,39
163000,3236.4875233949083,adaptive,39
164000,3170.494981669306,adaptive,39
165000,3131.0253292729167,adaptive,39
166000,3196.6748809440105,adaptive,39
167000,3301.8301472793196,adaptive,39
168000,3257.262213325459,adaptive,39
169000,3388.417571420266,adaptive,39
170000,3058.083682212177,adaptive,39
171000,3139.6763699316557,adaptive,39
172000,3317.4639913634223,adaptive,39
173000,3207.304324607476,adaptive,39
174000,3176.8569399056487,adaptive,39
175000,3292.8724161566633,adaptive,39
176000,3197.7831523216873,adaptive,39
177000,3181.3846999894836,adaptive,39
178000,3271.048357394261,adaptive,39
179000,3187.9715012683155,adaptive,39
180000,3222.70151086225,adaptive,39
181000,3111.381057302671,adaptive,39
182000,3215.0747451817238,adaptive,39
183000,3079.4522684891235,adaptive,39
184000,3133.582649102132,adaptive,39
185000,3087.3115112001274,adaptive,39
186000,3288.634488967924,adaptive,39
187000,3174.711225943538,adaptive,39
188000,3029.820135049946,adaptive,39
189000,3262.1777795316543,adaptive,39
190000,3086.2286692970642,adaptive,39
191000,3161.483309832266,adaptive,39
192000,3060.781343483342,adaptive,39
193000,3168.2698347831606,adaptive,39
194000,3028.9721394214944,adaptive,39
195000,3215.4419982933323,adaptive,39
196000,3115.18098684154,adaptive,39
197000,3206.699592018137,adaptive,39
198000,2931.175905377395,adaptive,39
199000,3217.5364144616315,adaptive,39
200000,3138.9747580382773,adaptive,39
201000,3085.2517089264898,adaptive,39
202000,3083.2744432538225,adaptive,39
203000,3182.3527870795547,adaptive,39
204000,3140.300790407561,adaptive,39
205000,3140.9403366724196,adaptive,39
206000,3073.8607451215457,adaptive,39
207000,3264.2370294948887,adaptive,39
208000,3011.5550663829126,adaptive,39
209000,3082.237904236214,adaptive,39
210000,3034.557721383963,adaptive,39
211000,3082.063421364829,adaptive,39
212000,3188.7191721619697,adaptive,39
213000,3044.254338180649,adaptive,39
214000,3057.7132145995665,adaptive,39
215000,3051.032272157766,adaptive,39
216000,3087.9907858861975,adaptive,39
217000,2998.909862558881,adaptive,39
218000,3189.312926441858,adaptive,39
219000,3179.9101149773687,adaptive,39
220000,3181.196594961744,adaptive,39
221000,3124.9732397163853,adaptive,39
222000,3115.1108442201653,adaptive,39
223000,3109.363925686114,adaptive,39
224000,3091.308884739814,adaptive,39
225000,3064.183751382716,adaptive,39
226000,3053.0739900657213,adaptive,39
227000,3106.2161244904673,adaptive,39
228000,3056.7519098792063,adaptive,39
229000,3174.1918809950275,adaptive,39
230000,3154.4405910495625,adaptive,39
231000,3165.750993100292,adaptive,39
232000,3165.802557983043,adaptive,39
233000,3003.2239224693885,adaptive,39
234000,3173.0007407893168,adaptive,39
235000,3031.6389741517446,adaptive,39
236000,3182.3873901848465,adaptive,39
237000,3110.8089829110695,adaptive,39
238000,3145.6938281618077,adaptive,39
239000,3162.84100741612,adaptive,39
240000,2982.923719789116,adaptive,39
241000,3056.213704349501,adaptive,39
242000,3033.8487289583522,adaptive,39
243000,3182.797703454482,adaptive,39
244000,2937.673403967228,adaptive,39
245000,3136.79021170519,adaptive,39
246000,3299.159552171216,adaptive,39
247000,3189.9475774762236,adaptive,39
248000,3208.093748055029,adaptive,39
249000,3164.5758736600837,adaptive,39
250000,3119.5403310948827,adaptive,39
251000,3019.205449067868,adaptive,39
252000,2947.1149617395054,adaptive,39
253000,3133.969931917128,adaptive,39
254000,3082.77270578033,adaptive,39
255000,3070.973778621598,adaptive,39
256000,2977.6407285109713,adaptive,39
257000,3105.8522198171718,adaptive,39
258000,3132.6125736161466,adaptive,39
259000,3147.3365403663756,adaptive,39
260000,3121.0501319979003,adaptive,39
261000,3085.1201337470566,adaptive,39
262000,3159.1062809890254,adaptive,39
263000,3009.2384170203286,adaptive,39
264000,2987.7395189875388,adaptive,39
265000,3175.924101751924,adaptive,39
266000,3034.6483153312192,adaptive,39
267000,2964.433011174256,adaptive,39
268000,3042.7576247957454,adaptive,39
269000,3083.9330089253945,adaptive,39
270000,3001.3479521031495,adaptive,39
271000,3020.151580247823,adaptive,39
272000,2967.106288035185,adaptive,39
273000,2921.093501421639,adaptive,39
274000,3116.7009174844707,adaptive,39
275000,3134.4438176754943,adaptive,39
276000,3045.9387491242255,adaptive,39
277000,3124.7579932219437,adaptive,39
278000,3024.7252196482295,adaptive,39
279000,2965.5637964581338,adaptive,39
280000,3084.3645151261067,adaptive,39
281000,3132.362463865421,adaptive,39
282000,3049.8813885610884,adaptive,39
283000,3120.852912808936,adaptive,39
284000,3044.9659499462964,adaptive,39
285000,3000.7931302456836,adaptive,39
286000,3030.034132252032,adaptive,39
287000,3091.5228228975966,adaptive,39
288000,3070.746142784724,adaptive,39
289000,2957.9954161105134,adaptive,39
290000,2844.7920226130336,adaptive,39
291000,3079.2712128269477,adaptive,39
292000,3113.225403312756,adaptive,39
293000,3076.419396514165,adaptive,39
294000,3005.992061193584,adaptive,39
295000,3068.6062219624973,adaptive,39
296000,3205.5957450674687,adaptive,39
297000,3096.598633136445,adaptive,39
298000,2988.2502915958717,adaptive,39
299000,3087.534455759487,adaptive,39
300000,3045.205600191391,adaptive,39
301000,2881.0775865015885,adaptive,39
302000,3122.292260996359,adaptive,39
303000,3020.190521441814,adaptive,39
304000,3026.104276323192,adaptive,39
305000,3072.246725512706,adaptive,39
306000,3051.6197963959585,adaptive,39
307000,3078.0717149395796,adaptive,39
308000,3025.5646856900803,adaptive,39
309000,3000.3915075060213,adaptive,39
310000,3097.6499428761917,adaptive,39
311000,3081.9563614918156,adaptive,39
312000,2956.135336554239,adaptive,39
313000,2973.574400222674,adaptive,39
314000,2945.156690293677,adaptive,39
315000,3051.07836628088,adaptive,39
316000,2947.0121884954933,adaptive,39
317000,3147.6108651301092,adaptive,39
318000,3085.523865336548,adaptive,39
319000,3117.2010370064463,adaptive,39
320000,3109.3214366910524,adaptive,39
321000,3059.1707049962106,adaptive,39
322000,2998.236473262215,adaptive,39
323000,3111.019654031912,adaptive,39
324000,2943.1098244327145,adaptive,39
325000,3090.3419036240834,adaptive,39
326000,3052.2911690932183,adaptive,39
327000,2883.3022888984356,adaptive,39
328000,3033.818319402684,adaptive,39
329000,2932.8243957090053,adaptive,39
330000,2950.3825546583826,adaptive,39
331000,2947.829344307662,adaptive,39
332000,2934.160783335207,adaptive,39
333000,3081.27687816926,adaptive,39
334000,3053.752241084999,adaptive,39
335000,3027.9282141667363,adaptive,39
336000,2966.2080749053152,adaptive,39
337000,3056.0787949404203,adaptive,39
338000,3015.353611904057,adaptive,39
339000,3063.1401559157507,adaptive,39
340000,3017.5566115635597,adaptive,39
341000,3143.8382942707044,adaptive,39
342000,3032.7156265514777,adaptive,39
343000,3134.10340083686,adaptive,39
344000,3054.0605120608443,adaptive,39
345000,2981.1495576140564,adaptive,39
346000,3041.8113785305623,adaptive,39
347000,3042.259504277431,adaptive,39
348000,2964.0697834681805,adaptive,39
349000,2952.6713966437933,adaptive,39
350000,3106.7088640604215,adaptive,39
351000,3005.9405137723925,adaptive,39
352000,3150.600976140884,adaptive,39
353000,3066.5402907917855,adaptive,39
354000,3061.036713157082,adaptive,39
355000,3087.9868454980574,adaptive,39
356000,2966.122415452265,adaptive,39
357000,3055.335898614265,adaptive,39
358000,3043.9522851523193,adaptive,39
359000,2954.428481709098,adaptive,39
360000,2881.7917083589214,adaptive,39
361000,2941.7415573691487,adaptive,39
362000,3005.945406194519,adaptive,39
363000,3150.596067110685,adaptive,39
364000,3085.857439923924,adaptive,39
365000,2910.2291232002917,adaptive,39
366000,2915.1365822546695,adaptive,39
367000,2936.4507975478746,adaptive,39
368000,2906.332649222299,adaptive,39
369000,2971.391115861884,adaptive,39
370000,2950.084417584891,adaptive,39
371000,2962.0190243730235,adaptive,39
372000,3056.198152370436,adaptive,39
373000,2971.170650584709,adaptive,39
374000,2860.714006477634,adaptive,39
375000,3118.5446771540887,adaptive,39
376000,3001.1795458282704,adaptive,39
377000,2932.9761906690405,adaptive,39
378000,3022.211680586047,adaptive,39
379000,2943.072494692899,adaptive,39
380000,3030.2851050118775,adaptive,39
381000,2997.0928134849446,adaptive,39
382000,2935.7527084336157,adaptive,39
383000,2972.296853261056,adaptive,39
384000,3063.3251994289853,adaptive,39
385000,3082.400392913647,adaptive,39
386000,3023.3779339357447,adaptive,39
387000,3067.527336759746,adaptive,39
388000,3015.7856912780035,adaptive,39
389000,3009.5029558448723,adaptive,39
390000,3056.8521711421067,adaptive,39
391000,2986.853404774963,adaptive,39
392000,3094.5286507452324,adaptive,39
393000,3041.839844665434,adaptive,39
394000,3150.5102912689904,adaptive,39
395000,2933.025886315953,adaptive,39
396000,2905.867586951519,adaptive,39
397000,3038.1485914819023,adaptive,39
398000,2999.110710570865,adaptive,39
399000,3056.214325840518,adaptive,39
400000,2844.4453180365986,adaptive,39
401000,2970.539756312623,adaptive,39
402000,3013.5530258575595,adaptive,39
403000,3035.493375301624,adaptive,39
404000,2920.8182720527648,adaptive,39
405000,3029.4235050074803,adaptive,39
406000,2925.0750095751196,adaptive,39
407000,2946.0171041112885,adaptive,39
408000,2949.621711548076,adaptive,39
409000,3013.1682650375483,adaptive,39
410000,3080.074819214651,adaptive,39
411000,3010.633723180426,adaptive,39
412000,2906.4908693122575,adaptive,39
413000,3025.088164970832,adaptive,39
414000,3041.360717703905,adaptive,39
415000,2945.6020087970714,adaptive,39
416000,2952.5471782547297,adaptive,39
417000,2774.488972335612,adaptive,39
418000,3032.593920012526,adaptive,39
419000,3066.71045623656,adaptive,39
420000,2968.6473022580517,adaptive,39
421000,2954.7546629180465,adaptive,39
422000,2960.611808493585,adaptive,39
423000,3002.805480824452,adaptive,39
424000,3044.7112496849145,adaptive,39
425000,2999.5384348886237,adaptive,39
426000,3024.2705727771727,adaptive,39
427000,2964.562300561768,adaptive,39
428000,3021.172663168435,adaptive,39
429000,3001.18783441352,adaptive,39
430000,2995.7231370326085,adaptive,39
431000,3019.4378557953028,adaptive,39
432000,2946.6785839058775,adaptive,39
433000,2983.4987795108127,adaptive,39
434000,2910.9521793066824,adaptive,39
435000,2939.56403839545,adaptive,39
436000,2933.3865798126044,adaptive,39
437000,2958.7118213368976,adaptive,39
438000,2984.6537967381796,adaptive,39
439000,2954.45655318915,adaptive,39
440000,3050.7233791546473,adaptive,39
441000,3031.203366079168,adaptive,39
442000,3047.73133826286,adaptive,39
443000,3023.347941315689,adaptive,39
444000,2849.1578414933174,adaptive,39
445000,3052.247446294739,adaptive,39
446000,3048.631667112659,adaptive,39
447000,2923.098005523792,adaptive,39
448000,3011.2677240857324,adaptive,39
449000,3054.1961977148912,adaptive,39
450000,2872.7679281322276,adaptive,39
451000,2951.310160323198,adaptive,39
452000,2924.095268442967,adaptive,39
453000,2883.6338182946574,adaptive,39
454000,2992.769176616778,adaptive,39
455000,2996.724563897113,adaptive,39
456000,3071.3755515686103,adaptive,39
457000,3009.9236791541666,adaptive,39
458000,3055.845247577966,adaptive,39
459000,2989.0929283565224,adaptive,39
460000,2988.8051417081333,adaptive,39
461000,3119.3734640540247,adaptive,39
462000,2886.4066855665214,adaptive,39
463000,3014.693955748159,adaptive,39
464000,2905.6609414561276,adaptive,39
465000,3053.643964797625,adaptive,39
466000,2991.444078072782,adaptive,39
467000,3087.436903602276,adaptive,39
468000,3100.3741528172536,adaptive,39
469000,2949.7006323539867,adaptive,39
470000,2884.1853778502655,adaptive,39
471000,3030.9700416767346,adaptive,39
472000,2871.1660507974116,adaptive,39
473000,2987.582504928347,adaptive,39
474000,2936.7078861924847,adaptive,39
475000,2993.148585666908,adaptive,39
476000,2968.442687541101,adaptive,39
477000,2916.182274509717,adaptive,39
478000,2968.0851543178032,adaptive,39
479000,3041.8639652066804,adaptive,39
480000,2848.903952039956,adaptive,39
481000,3019.05212765472,adaptive,39
482000,3014.3927023887454,adaptive,39
483000,3064.867981028373,adaptive,39
484000,3073.848878826113,adaptive,39
485000,2957.3493353650815,adaptive,39
486000,3072.6761910616433,adaptive,39
487000,2942.5930723869055,adaptive,39
488000,3032.180740642422,adaptive,39
489000,2977.0250882983396,adaptive,39
490000,2971.744343034149,adaptive,39
491000,3056.7005802293065,adaptive,39
492000,2913.6078835098356,adaptive,39
493000,3024.1529236762153,adaptive,39
494000,2990.062496271514,adaptive,39
495000,2896.941134056486,adaptive,39
496000,3033.8613489646227,adaptive,39
497000,2991.567282512967,adaptive,39
498000,2905.9155204024987,adaptive,39
499000,3007.908413758815,adaptive,39
500000,2884.3036211274325,adaptive,39
501000,2986.680071008378,adaptive,39
502000,2913.473717322776,adaptive,39
503000,3026.363918106653,adaptive,39
504000,2977.1456555863847,adaptive,39
505000,2916.87087210922,adaptive,39
506000,2899.3517396687666,adaptive,39
507000,3069.7729444060074,adaptive,39
508000,3105.928542422233,adaptive,39
509000,3003.2850739830074,adaptive,39
510000,3096.1856411060758,adaptive,39
511000,2883.032014053292,adaptive,39
512000,2938.877229184517,adaptive,39
513000,2944.0484950553573,adaptive,39
514000,3001.3745302380953,adaptive,39
515000,2906.6757650421896,adaptive,39
516000,3065.5828625712193,adaptive,39
517000,3075.5854091800256,adaptive,39
518000,2897.0049985918936,adaptive,39
519000,2963.821532319388,adaptive,39
520000,2992.77690947496,adaptive,39
521000,2996.9050194406373,adaptive,39
522000,2957.2803765435,adaptive,39
523000,2987.591053659263,adaptive,39
524000,2981.49559182013,adaptive,39
525000,2981.8389688835337,adaptive,39
526000,3054.7573470208276,adaptive,39
527000,2860.3735031630554,adaptive,39
528000,2923.565315462071,adaptive,39
529000,2969.784071614177,adaptive,39
530000,2925.8187676391594,adaptive,39
531000,2953.0721954344403,adaptive,39
532000,3054.417755047723,adaptive,39
533000,2941.5467034675294,adaptive,39
534000,3011.4276662022694,adaptive,39
535000,2998.018569236587,adaptive,39
536000,3019.415627744088,adaptive,39
537000,2875.494219896765,adaptive,39
538000,3038.3970941588977,adaptive,39
539000,2996.9515559627325,adaptive,39
540000,3029.174621021017,adaptive,39
541000,3084.4145953063176,adaptive,39
542000,2989.1073296736463,adaptive,39
543000,3013.5276792306468,adaptive,39
544000,2912.027717323538,adaptive,39
545000,2914.2640567570047,adaptive,39
546000,2959.45059767653,adaptive,39
547000,2869.8593768063865,adaptive,39
548000,3018.4075672693443,adaptive,39
549000,2915.8376910809466,adaptive,39
550000,3021.6968496132595,adaptive,39
551000,2871.452392508579,adaptive,39
552000,2913.2494053539976,adaptive,39
553000,3009.7639763833877,adaptive,39
554000,2806.788018562605,adaptive,39
555000,3112.5701435280716,adaptive,39
556000,3004.463629909231,adaptive,39
557000,2934.3728538434316,adaptive,39
558000,3063.588647026661,adaptive,39
559000,2973.675110876099,adaptive,39
560000,2930.775191921782,adaptive,39
561000,2883.09652641503,adaptive,39
562000,2961.964550532386,adaptive,39
563000,2908.6224894437837,adaptive,39
564000,2964.3596896336117,adaptive,39
565000,2939.34969046542,adaptive,39
566000,2928.592120898685,adaptive,39
567000,2937.1478288569488,adaptive,39
568000,2908.7851148018367,adaptive,39
569000,3021.7129709772694,adaptive,39
570000,2961.2505863545744,adaptive,39
571000,2981.9328591176845,adaptive,39
572000,2891.064103726905,adaptive,39
573000,2924.57029983859,adaptive,39
574000,2903.7310316163926,adaptive,39
575000,2889.1926489630605,adaptive,39
576000,3011.0645908668635,adaptive,39
577000,2898.423483454027,adaptive,39
578000,2998.363362383507,adaptive,39
579000,2884.455462066416,adaptive,39
580000,2957.63200482033,adaptive,39
581000,2876.760039908346,adaptive,39
582000,3004.6954854053815,adaptive,39
583000,2927.5485392096994,adaptive,39
584000,2869.0314540731747,adaptive,39
585000,2901.6644047663517,adaptive,39
586000,2897.176407108127,adaptive,39
587000,3008.8804195321595,adaptive,39
588000,2952.5455097648164,adaptive,39
589000,2880.253219883487,adaptive,39
590000,2863.075705294816,adaptive,39
591000,2905.511147031086,adaptive,39
592000,2884.7159415554765,adaptive,39
593000,3051.1434353812665,adaptive,39
594000,3151.8820401399403,adaptive,39
595000,3076.8409137351364,adaptive,39
596000,2926.8365689198254,adaptive,39
597000,2919.3501411155826,adaptive,39
598000,2986.56188935833,adaptive,39
599000,2914.852515613547,adaptive,39
600000,2944.2550674420067,adaptive,39
601000,2941.398120395438,adaptive,39
602000,2869.876456924065,adaptive,39
603000,2883.6385217231527,adaptive,39
604000,2895.183243201992,adaptive,39
605000,2967.066488572782,adaptive,39
606000,2948.210442539933,adaptive,39
607000,2941.980277972644,adaptive,39
608000,2815.4336066592573,adaptive,39
609000,2967.795669199847,adaptive,39
610000,2969.1597022596707,adaptive,39
611000,2956.192244332519,adaptive,39
612000,2946.954291214553,adaptive,39
613000,2960.7625472011655,adaptive,39
614000,2886.849180883323,adaptive,39
615000,2915.035910897058,adaptive,39
616000,2902.8985214323257,adaptive,39
617000,2922.8647621121486,adaptive,39
618000,2950.3316654403084,adaptive,39
619000,2945.5333023575304,adaptive,39
620000,2913.5121648035542,adaptive,39
621000,2930.2205248868013,adaptive,39
622000,2937.081653788559,adaptive,39
623000,2991.163290236162,adaptive,39
624000,2914.3333921463072,adaptive,39
625000,2949.205808006222,adaptive,39
626000,2923.7635132064174,adaptive,39
