ite,cost,cooling schedule,repetition
1,33669.07006386808,log,5
1000,18543.987346760943,log,5
2000,14264.260999052389,log,5
3000,12170.614049773605,log,5
4000,9857.141170846315,log,5
5000,8617.823378815145,log,5
6000,8253.42881885896,log,5
7000,7983.775628754355,log,5
8000,7653.50436686549,log,5
9000,7034.439649162733,log,5
10000,6643.658878914343,log,5
11000,6692.503232636902,log,5
12000,6379.69201594925,log,5
13000,6315.819381266877,log,5
14000,5583.237347761526,log,5
15000,5829.420574759255,log,5
16000,5559.329828746978,log,5
17000,5600.235874076174,log,5
18000,5074.648719520366,log,5
19000,5171.1275850271495,log,5
20000,5125.369133089755,log,5
21000,4914.751611035313,log,5
22000,4608.664917712232,log,5
23000,4676.313857702568,log,5
24000,4852.405674113442,log,5
25000,4604.310615482747,log,5
26000,4741.7138016307945,log,5
27000,4519.615500751237,log,5
28000,4554.759899214293,log,5
29000,4520.357458768569,log,5
30000,4334.517569828491,log,5
31000,4174.256384259858,log,5
32000,4467.3837876084035,log,5
33000,4194.852085769353,log,5
34000,4278.203521157872,log,5
35000,4191.490806696881,log,5
36000,4110.115221132701,log,5
37000,4099.776783655816,log,5
38000,4221.927831894481,log,5
39000,4042.5084205680128,log,5
40000,3927.5497499205276,log,5
41000,4083.272752193286,log,5
42000,3776.6818045303485,log,5
43000,3970.966042707009,log,5
44000,3890.5337193180007,log,5
45000,3997.1780345765296,log,5
46000,3724.9967820790603,log,5
47000,3776.9167294067897,log,5
48000,3933.697866299858,log,5
49000,3754.1351108545214,log,5
50000,3965.490138101486,log,5
51000,3840.9753003936003,log,5
52000,3693.8283081545924,log,5
53000,3897.5293058590114,log,5
54000,3699.926557388399,log,5
55000,3898.198309779488,log,5
56000,3667.101257861371,log,5
57000,3571.538483728801,log,5
58000,3641.247644439627,log,5
59000,3804.63587718917,log,5
60000,3709.5768556177622,log,5
61000,3676.1333946926084,log,5
62000,3597.246155776185,log,5
63000,3593.392643460527,log,5
64000,3512.2042502432687,log,5
65000,3669.460483237832,log,5
66000,3398.0602596694175,log,5
67000,3534.5552838755334,log,5
68000,3541.8548442465117,log,5
69000,3411.471414721569,log,5
70000,3558.249191735713,log,5
71000,3588.8303415794003,log,5
72000,3405.2320916021667,log,5
73000,3498.2556421031973,log,5
74000,3759.0150676243134,log,5
75000,3638.691941540921,log,5
76000,3471.8451334664887,log,5
77000,3548.3869669200394,log,5
78000,3508.2850420301816,log,5
79000,3430.8738860990074,log,5
80000,3550.6853738316095,log,5
81000,3396.3893470473377,log,5
82000,3244.8049640632,log,5
83000,3567.306961410216,log,5
84000,3464.7964293278987,log,5
85000,3503.7147572525314,log,5
86000,3394.2051814582837,log,5
87000,3356.9422707587987,log,5
88000,3361.9186069162165,log,5
89000,3510.8625701072447,log,5
90000,3442.4923868070077,log,5
91000,3336.6518821784466,log,5
92000,3421.4857611424827,log,5
93000,3358.4317523734067,log,5
94000,3323.3309357814087,log,5
95000,3421.351013891972,log,5
96000,3260.9169557475643,log,5
97000,3355.578088550755,log,5
98000,3349.728242170667,log,5
99000,3285.067933532918,log,5
100000,3422.925056565811,log,5
101000,3220.8206166621626,log,5
102000,3274.0108886146672,log,5
103000,3303.3908883848785,log,5
104000,3391.063143883565,log,5
105000,3204.1357301605017,log,5
106000,3289.8823768677007,log,5
107000,3244.6402103686623,log,5
108000,3292.6893412149384,log,5
109000,3182.1315390097034,log,5
110000,3306.0671701819365,log,5
111000,3214.931093475547,log,5
112000,3432.60761222975,log,5
113000,3293.929503486893,log,5
114000,3501.1031514406773,log,5
115000,3446.9445623468923,log,5
116000,3245.682820459269,log,5
117000,3258.320824745874,log,5
118000,3141.782665489859,log,5
119000,3248.6466707906916,log,5
120000,3272.2779234684604,log,5
121000,3298.648946321137,log,5
122000,3423.649032512391,log,5
123000,3127.3022939798343,log,5
124000,3214.0292315636475,log,5
125000,3236.3179698363047,log,5
126000,3164.111698001478,log,5
127000,3183.9561598901378,log,5
128000,3319.9394965806796,log,5
129000,3135.598476901449,log,5
130000,3084.8116709910746,log,5
131000,3137.745593348978,log,5
132000,3157.0979449626125,log,5
133000,3187.669327531014,log,5
134000,3265.4363226247224,log,5
135000,3200.623346259774,log,5
136000,3280.2712913072905,log,5
137000,3240.298266922536,log,5
138000,3383.4350284471648,log,5
139000,3158.747277117175,log,5
140000,3270.633196694947,log,5
141000,3066.2199168561124,log,5
142000,3190.9118486682137,log,5
143000,3045.374253543581,log,5
144000,3147.2417852177564,log,5
145000,3092.3219175541353,log,5
146000,3188.6754199263096,log,5
147000,3083.3005166378857,log,5
148000,3241.6140054851644,log,5
149000,3113.492414030028,log,5
150000,3152.001814053167,log,5
151000,3029.559566749243,log,5
152000,3177.6150684957224,log,5
153000,3210.402702770233,log,5
154000,3108.5876828458736,log,5
155000,3157.6805660089212,log,5
156000,3096.2841232733595,log,5
157000,3182.7225013862953,log,5
158000,3118.6838202258045,log,5
159000,3221.360575960932,log,5
160000,3231.6780042349837,log,5
161000,3217.0561478413556,log,5
162000,3209.8710834562903,log,5
163000,3212.1707966250406,log,5
164000,3214.2132810517473,log,5
165000,3286.0794774816823,log,5
166000,3062.1077881377155,log,5
167000,3161.562218825414,log,5
168000,3198.8224361930565,log,5
169000,3206.263147052811,log,5
170000,3056.1198363232315,log,5
171000,3110.2471028320515,log,5
172000,3074.340480117258,log,5
173000,3154.7224925066853,log,5
174000,3103.870110513795,log,5
175000,3220.986210087702,log,5
176000,3104.519800344134,log,5
177000,3113.69751091567,log,5
178000,3080.5807470252926,log,5
179000,3135.8728066355725,log,5
180000,3136.552927451481,log,5
181000,3198.3981232107244,log,5
182000,3159.437389505326,log,5
183000,3056.1703247172904,log,5
184000,3037.142114111911,log,5
185000,3129.6513429358956,log,5
186000,3037.987348455763,log,5
187000,3071.523884047003,log,5
188000,3132.145497741843,log,5
189000,3141.693237403723,log,5
190000,3086.0473854367456,log,5
191000,3082.6036229268957,log,5
192000,3159.9478104704945,log,5
193000,3047.6699318800092,log,5
194000,3010.086131149477,log,5
195000,3134.5204101022537,log,5
196000,3036.128117748606,log,5
197000,3140.63374154711,log,5
198000,3190.874799022341,log,5
199000,3087.1357336813085,log,5
200000,3024.152210198661,log,5
201000,3177.179804581608,log,5
202000,3146.885646746089,log,5
203000,2956.5970778451333,log,5
204000,3107.474459891936,log,5
205000,3085.8152571962737,log,5
206000,3199.140857164577,log,5
207000,3185.113761123977,log,5
208000,3074.1091803529,log,5
209000,3155.926482023836,log,5
210000,3157.499313080355,log,5
211000,3181.2398399065823,log,5
212000,2992.275572258449,log,5
213000,2914.2604556858405,log,5
214000,3024.114925807507,log,5
215000,3235.798777103358,log,5
216000,3125.6681026135857,log,5
217000,2945.4665874578977,log,5
218000,3059.0315537480396,log,5
219000,3066.981538563855,log,5
220000,3156.0423448514794,log,5
221000,3095.0816442762693,log,5
222000,3076.860178311086,log,5
223000,2927.605841391568,log,5
224000,2996.0804629261943,log,5
225000,2987.1848678713695,log,5
226000,3024.156934809054,log,5
227000,3296.5289000284847,log,5
228000,3063.82322581645,log,5
229000,2950.912283917408,log,5
230000,2923.4214455163287,log,5
231000,3019.6841021145956,log,5
232000,3025.8349718467107,log,5
233000,3002.3337617524458,log,5
234000,3037.118179566504,log,5
235000,2919.349965670751,log,5
236000,3065.439295177912,log,5
237000,3137.770737028825,log,5
238000,3116.9695626610883,log,5
239000,3014.9218318329613,log,5
240000,3068.802880427237,log,5
241000,3029.2571579439714,log,5
242000,3040.447841164294,log,5
243000,3061.6408305159766,log,5
244000,3090.261563784601,log,5
245000,3009.3753654777456,log,5
246000,2946.0880823719144,log,5
247000,2948.788473778657,log,5
248000,3071.6522919079553,log,5
249000,3025.636284989224,log,5
250000,2912.6625476223157,log,5
251000,3021.733239023985,log,5
252000,2984.87108038479,log,5
253000,2972.4945916761176,log,5
254000,2964.4218707482023,log,5
255000,3123.121898515218,log,5
256000,3093.382237918278,log,5
257000,3036.1676468856326,log,5
258000,3116.0020613656948,log,5
259000,3027.6808230302736,log,5
260000,3142.9353880091844,log,5
261000,3114.9834746486886,log,5
262000,3005.173594351611,log,5
263000,3039.067360163873,log,5
264000,3107.135016007822,log,5
265000,3163.6749597648554,log,5
266000,2935.9367752964936,log,5
267000,3087.3083930191187,log,5
268000,3061.9456501131554,log,5
269000,3173.6119691094896,log,5
270000,3057.682643243015,log,5
271000,3037.7311566302665,log,5
272000,2974.910896948367,log,5
273000,2959.514225832956,log,5
274000,3000.6941768696515,log,5
275000,2935.5849217000014,log,5
276000,2944.969125120083,log,5
277000,3099.359197832941,log,5
278000,2943.5580952964956,log,5
279000,2994.0864191291726,log,5
280000,3085.26311963321,log,5
281000,3148.870585882361,log,5
282000,3046.958537398752,log,5
283000,2960.177030498139,log,5
284000,3041.8048454845743,log,5
285000,2891.251371653485,log,5
286000,3014.4119535318077,log,5
287000,3185.046538781874,log,5
288000,2927.8672544212054,log,5
289000,2950.1288093330045,log,5
290000,2917.3579038370813,log,5
291000,3013.6034367695884,log,5
292000,3035.652109457232,log,5
293000,3009.8773847271086,log,5
294000,2923.7885093314744,log,5
295000,3130.152100184045,log,5
296000,3006.2890753293423,log,5
297000,2920.759889172102,log,5
298000,3007.2799005199063,log,5
299000,2955.9526558072457,log,5
300000,2954.786971599889,log,5
301000,3055.084634160206,log,5
