ite,cost,cooling schedule,repetition
1,34683.39992194303,log,27
1000,18430.032877655194,log,27
2000,14038.027901201645,log,27
3000,11356.462654351142,log,27
4000,10362.516496585906,log,27
5000,9564.580251270356,log,27
6000,8342.442007582269,log,27
7000,8073.724147188838,log,27
8000,7661.5078745992205,log,27
9000,7140.442104677884,log,27
10000,6818.824899137321,log,27
11000,6651.426311911229,log,27
12000,6340.092534026311,log,27
13000,5705.278686995637,log,27
14000,6069.199167060723,log,27
15000,5553.879165549406,log,27
16000,5255.011737034757,log,27
17000,5893.704950914689,log,27
18000,5161.2558621081225,log,27
19000,5098.464569810529,log,27
20000,4990.563085996212,log,27
21000,4735.470611564093,log,27
22000,4828.668251099197,log,27
23000,4791.565029491916,log,27
24000,4792.65690750367,log,27
25000,4705.596284472118,log,27
26000,4557.673627947812,log,27
27000,4640.241673086898,log,27
28000,4349.472452297333,log,27
29000,4730.1409854473695,log,27
30000,4369.194137003679,log,27
31000,4232.300001558503,log,27
32000,4234.365099407256,log,27
33000,4201.213088558161,log,27
34000,4321.221713208469,log,27
35000,4401.173757238137,log,27
36000,4001.6901652662104,log,27
37000,4173.416545652921,log,27
38000,4028.6395057085515,log,27
39000,4077.110118449816,log,27
40000,4056.714991067827,log,27
41000,3909.600221307858,log,27
42000,4000.8897637911887,log,27
43000,3845.4374568494845,log,27
44000,3937.644462429643,log,27
45000,3948.897760759314,log,27
46000,3669.6511789111614,log,27
47000,3812.0397915773538,log,27
48000,3889.0660084639194,log,27
49000,4074.834692247402,log,27
50000,3790.68500872274,log,27
51000,3941.603562370871,log,27
52000,3667.3447823869396,log,27
53000,3735.922582892554,log,27
54000,3606.457997323411,log,27
55000,3725.4709626588615,log,27
56000,3842.014741189429,log,27
57000,3803.415287576601,log,27
58000,3628.1532035121586,log,27
59000,3486.9749977317233,log,27
60000,3705.135939753945,log,27
61000,3579.286643895365,log,27
62000,3509.3435530216616,log,27
63000,3521.1698218713113,log,27
64000,3515.5924392586176,log,27
65000,3560.276537969945,log,27
66000,3689.3950689378717,log,27
67000,3489.6629708421697,log,27
68000,3579.8571407768864,log,27
69000,3589.3202052707347,log,27
70000,3488.6026431826776,log,27
71000,3533.1948230227176,log,27
72000,3547.124875437919,log,27
73000,3384.0352283372927,log,27
74000,3462.764118622886,log,27
75000,3407.8614060996556,log,27
76000,3607.525401415757,log,27
77000,3489.4713800153772,log,27
78000,3419.165622522477,log,27
79000,3596.856404999683,log,27
80000,3360.8946379631384,log,27
81000,3531.1755735347547,log,27
82000,3348.0429908708907,log,27
83000,3298.137412892586,log,27
84000,3565.7425525108265,log,27
85000,3411.600005566048,log,27
86000,3213.4606070832433,log,27
87000,3368.5872617272603,log,27
88000,3373.365556516096,log,27
89000,3234.0707061585854,log,27
90000,3346.1811499811242,log,27
91000,3583.838099358947,log,27
92000,3373.5065566471344,log,27
93000,3179.187214278744,log,27
94000,3245.451553993222,log,27
95000,3464.7951861314127,log,27
96000,3380.8128299357368,log,27
97000,3286.208422202692,log,27
98000,3199.178677787829,log,27
99000,3457.2650441044702,log,27
100000,3345.575352149098,log,27
101000,3326.081719725177,log,27
102000,3386.631882341068,log,27
103000,3354.8513458896678,log,27
104000,3240.7591127027335,log,27
105000,3366.6771840649653,log,27
106000,3186.4555644240613,log,27
107000,3365.6288622429483,log,27
108000,3263.2109698512277,log,27
109000,3380.084712864496,log,27
110000,3266.134967215192,log,27
111000,3533.631546656997,log,27
112000,3098.489526965629,log,27
113000,3308.1281412155677,log,27
114000,3218.568438127472,log,27
115000,3401.967340030498,log,27
116000,3195.024447813237,log,27
117000,3207.2192756191635,log,27
118000,3348.733765489402,log,27
119000,3052.9158862343797,log,27
120000,3218.450187200009,log,27
121000,3285.480109761916,log,27
122000,3387.8312297295456,log,27
123000,3285.0663620410196,log,27
124000,3353.6143067853704,log,27
125000,3383.2242328093535,log,27
126000,3091.3047104550915,log,27
127000,3206.66927873282,log,27
128000,3208.5585055755123,log,27
129000,3297.7488504055054,log,27
130000,3187.8327745721836,log,27
131000,3099.3154656137485,log,27
132000,3257.1997341729852,log,27
133000,3282.4906060087533,log,27
134000,3133.3815420885057,log,27
135000,3124.293122630447,log,27
136000,3268.0267501057515,log,27
137000,3303.3929687138307,log,27
138000,3271.134521853754,log,27
139000,3248.0927441654703,log,27
140000,3162.3179276105643,log,27
141000,3189.8338988097125,log,27
142000,3199.9876062571493,log,27
143000,3195.250915665766,log,27
144000,3133.023726286527,log,27
145000,3095.4843637311983,log,27
146000,3266.609462998886,log,27
147000,3164.069652546925,log,27
148000,3103.353289389075,log,27
149000,3124.739911029204,log,27
150000,3246.977297719494,log,27
151000,3182.9291470117764,log,27
152000,3111.7756569640856,log,27
153000,3373.0958186357357,log,27
154000,3166.3586919558206,log,27
155000,3120.1532247073724,log,27
156000,3038.832242514283,log,27
157000,3139.996136091858,log,27
158000,3198.740898103647,log,27
159000,3185.5902211296207,log,27
160000,3101.8032681557197,log,27
161000,3077.76070931065,log,27
162000,3206.368877601806,log,27
163000,2997.574476632336,log,27
164000,3254.1862776195558,log,27
165000,3049.9215038830444,log,27
166000,3182.7288442293793,log,27
167000,3137.052056593681,log,27
168000,3041.2289111405676,log,27
169000,3055.7807546430913,log,27
170000,3140.8319024554817,log,27
171000,3183.705520503772,log,27
172000,3261.364459811339,log,27
173000,3033.4571393322126,log,27
174000,3194.699728374032,log,27
175000,3087.0017215474168,log,27
176000,3070.7889926476364,log,27
177000,3011.986159528001,log,27
178000,3118.4942908292633,log,27
179000,3089.325917518962,log,27
180000,3278.1057934027167,log,27
181000,3112.9195284852376,log,27
182000,3194.583507822264,log,27
183000,3159.8729897168064,log,27
184000,3191.485652375119,log,27
185000,3082.7420343120457,log,27
186000,2999.464855964632,log,27
187000,3106.444387254597,log,27
188000,3080.916436299079,log,27
189000,3075.6044820122847,log,27
190000,3142.0505839730527,log,27
191000,3228.408791579556,log,27
192000,3148.6078159964086,log,27
193000,2928.884666043989,log,27
194000,3077.4061152684285,log,27
195000,3050.2471429264083,log,27
196000,3229.8668518665504,log,27
197000,3147.385492967535,log,27
198000,3002.5301961066643,log,27
199000,2982.293894143586,log,27
200000,3026.186243117659,log,27
201000,3127.4255693586556,log,27
202000,3113.2695538997104,log,27
203000,3041.5823659351104,log,27
204000,3071.006598916791,log,27
205000,3122.872003985787,log,27
206000,3138.306449751103,log,27
207000,3133.603561679409,log,27
208000,3104.2838955465218,log,27
209000,3120.9966672994137,log,27
210000,3032.443018186158,log,27
211000,3084.9109078811266,log,27
212000,2989.2897744664083,log,27
213000,2958.032870522739,log,27
214000,3113.701261373321,log,27
215000,3191.9026612936973,log,27
216000,2996.8635016388016,log,27
217000,3112.7037746754772,log,27
218000,3082.856988475604,log,27
219000,3055.2649894032197,log,27
220000,3075.892596781961,log,27
221000,3059.037336779994,log,27
222000,3003.627617727076,log,27
223000,3148.4231103332204,log,27
224000,3176.431533822565,log,27
225000,3007.4794520616424,log,27
226000,3060.606303151449,log,27
227000,3049.337473613278,log,27
228000,3129.8190512858782,log,27
229000,3084.036353047955,log,27
230000,2979.047608890195,log,27
231000,3094.613029463995,log,27
232000,3043.6966711934638,log,27
233000,3065.5470980073906,log,27
234000,3060.029453035076,log,27
235000,3198.612189874517,log,27
236000,2933.6059318356456,log,27
237000,3080.501523649783,log,27
238000,2961.7913841585814,log,27
239000,3029.5123544179287,log,27
240000,3069.292757372777,log,27
241000,3108.3058874571902,log,27
242000,2992.284324696288,log,27
243000,3005.093762930182,log,27
244000,2903.3050423229774,log,27
245000,3101.6398461983276,log,27
246000,2889.104181351002,log,27
247000,3012.3465519107785,log,27
248000,2917.064221229412,log,27
249000,3162.8874273940005,log,27
250000,2969.8258329671485,log,27
251000,3049.967879819252,log,27
252000,3095.601075892117,log,27
253000,2979.503514993897,log,27
254000,3035.3512379535337,log,27
255000,2989.4593731350465,log,27
256000,3095.4576818701958,log,27
257000,3190.3691041675647,log,27
258000,2973.1245935607026,log,27
259000,2999.940560890204,log,27
260000,3007.6925196235957,log,27
261000,2905.2015926882436,log,27
262000,3116.0911951274184,log,27
263000,2926.9632242806324,log,27
264000,3060.971143398578,log,27
265000,3213.078242736667,log,27
266000,2987.220891787221,log,27
267000,2973.884190025978,log,27
268000,3044.918506404905,log,27
269000,2846.421575012733,log,27
270000,3010.445285922975,log,27
271000,2998.838213336003,log,27
272000,2995.1539315706796,log,27
273000,3113.174731075984,log,27
274000,3015.6974718392785,log,27
275000,3070.907571198583,log,27
276000,2978.896732531855,log,27
277000,2995.257525250113,log,27
278000,3021.156533996837,log,27
279000,2921.249945052834,log,27
280000,3031.047372292472,log,27
281000,3025.234592381394,log,27
282000,2954.8977988163897,log,27
283000,3122.0555356747163,log,27
284000,3060.261931742829,log,27
285000,2927.7128276347103,log,27
286000,3042.811314722802,log,27
287000,2955.224538281111,log,27
288000,3066.747829101731,log,27
289000,3058.2655212910972,log,27
290000,3079.2033839094256,log,27
291000,2934.884991676117,log,27
292000,2936.425721044432,log,27
293000,3025.0345089243965,log,27
294000,3084.3484305334723,log,27
295000,3023.691364898593,log,27
296000,2974.301875557014,log,27
297000,2967.0331764750445,log,27
298000,3039.1107370715904,log,27
299000,3027.594089943769,log,27
300000,3096.2168731332495,log,27
301000,3056.859321856295,log,27
302000,2892.735722600095,log,27
303000,3033.3347501420653,log,27
304000,2969.868483552668,log,27
305000,2882.572501521482,log,27
306000,3039.3061531825892,log,27
307000,3043.3099556514035,log,27
308000,2934.621361847687,log,27
309000,2990.012823468099,log,27
310000,3028.730130542215,log,27
311000,2984.4287271288954,log,27
312000,2886.3646546661234,log,27
313000,2946.05936052081,log,27
314000,3078.508322863923,log,27
315000,2903.7625170979327,log,27
316000,2981.8833055003315,log,27
317000,3082.157873821232,log,27
318000,2874.801474529043,log,27
319000,2955.3086438227347,log,27
320000,3032.6510349517107,log,27
321000,2866.6436164832517,log,27
322000,3050.8303591147355,log,27
323000,2927.0535562386212,log,27
324000,2980.394749112316,log,27
325000,3100.544745346195,log,27
326000,2923.9979591021406,log,27
327000,2959.293680968252,log,27
328000,3130.27313371919,log,27
329000,3004.514376910219,log,27
330000,3035.3047276442403,log,27
331000,3064.955931003365,log,27
332000,3132.8082784037238,log,27
333000,3033.2024078238956,log,27
334000,3003.6006009779467,log,27
335000,3075.6043130216303,log,27
336000,2958.2154636747887,log,27
337000,3022.568510860834,log,27
338000,2981.0702782108556,log,27
339000,2958.5848413614685,log,27
340000,2904.2459274877574,log,27
341000,2903.3150388971726,log,27
342000,2962.1865993334236,log,27
343000,2880.4861888873015,log,27
344000,2902.010620462209,log,27
345000,2973.076469328336,log,27
346000,2988.161152916793,log,27
347000,2914.589877293099,log,27
348000,2912.658725981416,log,27
349000,3033.4105026073053,log,27
