num_s,area,repetition,s_method
2916,1.5857338820301783,4,LHS
3025,1.666115702479339,4,LHS
3136,1.586734693877551,4,LHS
3249,1.5857186826715912,4,LHS
3364,1.5172413793103448,4,LHS
3481,1.5443837977592645,4,LHS
3600,1.4266666666666667,4,LHS
3721,1.6425692018274658,4,LHS
3844,1.5359001040582727,4,LHS
3969,1.5399344923154448,4,LHS
4096,1.5234375,4,LHS
4225,1.5223668639053254,4,LHS
4356,1.5610651974288339,4,LHS
4489,1.5611494764981064,4,LHS
4624,1.5294117647058822,4,LHS
4761,1.465238395295106,4,LHS
4900,1.5444897959183674,4,LHS
5041,1.5615949216425313,4,LHS
5184,1.5092592592592593,4,LHS
5329,1.6213173203227622,4,LHS
5476,1.5105916727538349,4,LHS
5625,1.5104,4,LHS
5776,1.556786703601108,4,LHS
5929,1.5058188564682071,4,LHS
6084,1.48060486522025,4,LHS
6241,1.581797788815895,4,LHS
6400,1.565,4,LHS
6561,1.5607376924249352,4,LHS
6724,1.534800713860797,4,LHS
6889,1.5630715633618812,4,LHS
7056,1.5328798185941044,4,LHS
7225,1.5280276816608998,4,LHS
7396,1.4407787993510006,4,LHS
7569,1.4881754525036333,4,LHS
7744,1.5743801652892562,4,LHS
7921,1.5290998611286453,4,LHS
8100,1.5565432098765433,4,LHS
100,1.44,4,OS
121,1.5867768595041323,4,OS
144,1.5555555555555556,4,OS
169,1.7041420118343196,4,OS
196,1.6326530612244898,4,OS
225,1.5644444444444445,4,OS
256,1.5625,4,OS
289,1.494809688581315,4,OS
324,1.4814814814814814,4,OS
361,1.6842105263157894,4,OS
400,1.44,4,OS
441,1.4512471655328798,4,OS
484,1.421487603305785,4,OS
529,1.5727788279773156,4,OS
576,1.5,4,OS
625,1.4592,4,OS
676,1.5384615384615385,4,OS
729,1.5582990397805212,4,OS
784,1.5714285714285714,4,OS
841,1.5790725326991677,4,OS
900,1.6533333333333333,4,OS
961,1.5650364203954215,4,OS
1024,1.5,4,OS
1089,1.5720844811753902,4,OS
1156,1.6193771626297577,4,OS
1225,1.5020408163265306,4,OS
1296,1.5185185185185186,4,OS
1369,1.472607742878013,4,OS
1444,1.5734072022160666,4,OS
1521,1.5253122945430637,4,OS
1600,1.5,4,OS
1681,1.4943486020226056,4,OS
1764,1.5510204081632653,4,OS
1849,1.5662520281233099,4,OS
1936,1.487603305785124,4,OS
2025,1.588148148148148,4,OS
2116,1.5122873345935728,4,OS
2209,1.5717519239474875,4,OS
2304,1.5486111111111112,4,OS
2401,1.5127030403998334,4,OS
2500,1.5936,4,OS
2601,1.5194156093810074,4,OS
2704,1.5384615384615385,4,OS
2809,1.560697757208971,4,OS
2916,1.5857338820301783,4,OS
3025,1.528595041322314,4,OS
3136,1.566326530612245,4,OS
3249,1.5167743921206525,4,OS
3364,1.5457788347205708,4,OS
3481,1.5305946567078426,4,OS
3600,1.5377777777777777,4,OS
3721,1.539371136791185,4,OS
3844,1.5150884495317378,4,OS
3969,1.5721844293272864,4,OS
4096,1.5703125,4,OS
4225,1.5375147928994082,4,OS
4356,1.5133149678604223,4,OS
4489,1.5290710625974604,4,OS
4624,1.5570934256055364,4,OS
4761,1.5458937198067633,4,OS
4900,1.5477551020408162,4,OS
5041,1.5647688950605039,4,OS
5184,1.5339506172839505,4,OS
5329,1.5282416963783074,4,OS
5476,1.5573411249086926,4,OS
5625,1.5587555555555554,4,OS
5776,1.5623268698060941,4,OS
5929,1.5435992578849722,4,OS
6084,1.5332018408941486,4,OS
6241,1.5535971799391124,4,OS
6400,1.54,4,OS
6561,1.568053650358177,4,OS
6724,1.5419393218322428,4,OS
6889,1.5352010451444331,4,OS
7056,1.5555555555555556,4,OS
7225,1.5546020761245676,4,OS
7396,1.5554353704705246,4,OS
7569,1.551592020081913,4,OS
7744,1.5578512396694215,4,OS
7921,1.551319277868956,4,OS
8100,1.554567901234568,4,OS
100,1.6,5,MC
121,1.4545454545454546,5,MC
144,1.8888888888888888,5,MC
169,0.9467455621301775,5,MC
196,1.0612244897959184,5,MC
225,1.5644444444444445,5,MC
256,1.1875,5,MC
289,1.3840830449826989,5,MC
324,1.2345679012345678,5,MC
361,2.1274238227146816,5,MC
400,1.92,5,MC
441,1.9229024943310657,5,MC
484,1.487603305785124,5,MC
529,1.6030245746691871,5,MC
576,1.4166666666666667,5,MC
625,1.8944,5,MC
676,1.2781065088757397,5,MC
729,1.646090534979424,5,MC
784,1.8571428571428572,5,MC
841,1.4649227110582639,5,MC
900,1.7066666666666668,5,MC
961,1.5483870967741935,5,MC
1024,1.421875,5,MC
1089,1.5133149678604223,5,MC
1156,1.7301038062283738,5,MC
1225,1.5412244897959184,5,MC
1296,1.6296296296296295,5,MC
1369,1.472607742878013,5,MC
1444,1.8836565096952909,5,MC
1521,1.641025641025641,5,MC
1600,1.56,5,MC
1681,1.3610945865556217,5,MC
1764,1.5782312925170068,5,MC
1849,1.7998918334234721,5,MC
1936,1.4958677685950412,5,MC
2025,1.382716049382716,5,MC
2116,1.5879017013232515,5,MC
2209,1.5934812132186509,5,MC
2304,1.5347222222222223,5,MC
2401,1.5660141607663474,5,MC
2500,1.376,5,MC
2601,1.673202614379085,5,MC
2704,1.485207100591716,5,MC
2809,1.720185119259523,5,MC
2916,1.6844993141289437,5,MC
3025,1.4439669421487604,5,MC
3136,1.7704081632653061,5,MC
3249,1.541397353031702,5,MC
3364,1.5457788347205708,5,MC
3481,1.6546969261706406,5,MC
3600,1.551111111111111,5,MC
3721,1.4490728298844398,5,MC
3844,1.5234131113423517,5,MC
3969,1.6608717561098514,5,MC
4096,1.57421875,5,MC
4225,1.488284023668639,5,MC
4356,1.5353535353535352,5,MC
4489,1.5647137447092894,5,MC
4624,1.4498269896193772,5,MC
4761,1.5223692501575299,5,MC
4900,1.5444897959183674,5,MC
5041,1.5933346558222574,5,MC
5184,1.5493827160493827,5,MC
5329,1.489209983111278,5,MC
5476,1.6011687363038714,5,MC
5625,1.4364444444444444,5,MC
5776,1.5817174515235457,5,MC
5929,1.5840782594029348,5,MC
6084,1.4017094017094016,5,MC
6241,1.5407787213587567,5,MC
6400,1.45,5,MC
6561,1.5485444292028654,5,MC
6724,1.6918500892325996,5,MC
6889,1.5189432428509217,5,MC
7056,1.510204081632653,5,MC
7225,1.5634602076124569,5,MC
7396,1.5381287182260681,5,MC
7569,1.4480116263707228,5,MC
7744,1.5971074380165289,5,MC
7921,1.5109203383411185,5,MC
8100,1.5387654320987654,5,MC
100,1.12,5,LHS
121,1.71900826446281,5,LHS
144,1.3333333333333333,5,LHS
169,1.514792899408284,5,LHS
196,1.3061224489795917,5,LHS
225,1.7777777777777777,5,LHS
256,1.5625,5,LHS
289,1.273356401384083,5,LHS
324,1.5802469135802468,5,LHS
361,1.5955678670360112,5,LHS
400,1.68,5,LHS
441,1.5963718820861679,5,LHS
484,1.4545454545454546,5,LHS
529,1.4820415879017013,5,LHS
576,1.5555555555555556,5,LHS
625,1.5616,5,LHS
676,1.3727810650887573,5,LHS
729,1.7119341563786008,5,LHS
784,1.6938775510204083,5,LHS
841,1.6741973840665874,5,LHS
900,1.7066666666666668,5,LHS
961,1.4984391259105099,5,LHS
1024,1.859375,5,LHS
1089,1.5867768595041323,5,LHS
1156,1.5916955017301038,5,LHS
1225,1.5412244897959184,5,LHS
1296,1.5432098765432098,5,LHS
1369,1.6712929145361577,5,LHS
1444,1.3074792243767313,5,LHS
1521,1.5463510848126232,5,LHS
1600,1.49,5,LHS
1681,1.5895300416418798,5,LHS
1764,1.6507936507936507,5,LHS
1849,1.6181719848566793,5,LHS
1936,1.5702479338842976,5,LHS
2025,1.6276543209876544,5,LHS
2116,1.5198487712665407,5,LHS
2209,1.6659121774558623,5,LHS
2304,1.5416666666666667,5,LHS
2401,1.5193669304456476,5,LHS
2500,1.6512,5,LHS
2601,1.6978085351787775,5,LHS
2704,1.5680473372781065,5,LHS
2809,1.4524741901032396,5,LHS
2916,1.5253772290809329,5,LHS
3025,1.5709090909090908,5,LHS
3136,1.5255102040816326,5,LHS
3249,1.4626038781163435,5,LHS
3364,1.5267538644470868,5,LHS
3481,1.5903476012640045,5,LHS
3600,1.6044444444444443,5,LHS
3721,1.5264713786616502,5,LHS
3844,1.5608740894901145,5,LHS
3969,1.5681531872008063,5,LHS
4096,1.51171875,5,LHS
4225,1.5867455621301776,5,LHS
4356,1.4765840220385675,5,LHS
4489,1.6039206950323013,5,LHS
4624,1.4498269896193772,5,LHS
4761,1.4954841419869775,5,LHS
4900,1.6751020408163266,5,LHS
5041,1.5393771077167229,5,LHS
5184,1.5154320987654322,5,LHS
5329,1.585288046537812,5,LHS
5476,1.6011687363038714,5,LHS
5625,1.5502222222222222,5,LHS
5776,1.5152354570637119,5,LHS
5929,1.5597908584921572,5,LHS
6084,1.598948060486522,5,LHS
6241,1.4510495112962667,5,LHS
6400,1.54,5,LHS
6561,1.5070873342478281,5,LHS
6724,1.5300416418798335,5,LHS
6889,1.5235883292204964,5,LHS
7056,1.4648526077097506,5,LHS
7225,1.552387543252595,5,LHS
7396,1.5770686857760952,5,LHS
7569,1.5600475624256838,5,LHS
7744,1.487603305785124,5,LHS
7921,1.5472793839161723,5,LHS
8100,1.497283950617284,5,LHS
100,1.6,5,OS
121,1.5867768595041323,5,OS
144,1.5555555555555556,5,OS
169,1.7041420118343196,5,OS
196,1.6326530612244898,5,OS
225,1.4933333333333334,5,OS
256,1.5625,5,OS
289,1.6608996539792387,5,OS
324,1.4814814814814814,5,OS
361,1.5955678670360112,5,OS
400,1.44,5,OS
441,1.3786848072562359,5,OS
484,1.5867768595041323,5,OS
529,1.5425330812854443,5,OS
576,1.6111111111111112,5,OS
625,1.664,5,OS
676,1.6094674556213018,5,OS
729,1.4705075445816187,5,OS
784,1.5510204081632653,5,OS
841,1.426872770511296,5,OS
900,1.528888888888889,5,OS
961,1.5150884495317378,5,OS
1024,1.625,5,OS
1089,1.5426997245179064,5,OS
1156,1.5778546712802768,5,OS
1225,1.5020408163265306,5,OS
1296,1.5308641975308641,5,OS
1369,1.5544192841490139,5,OS
1444,1.518005540166205,5,OS
1521,1.5568704799474031,5,OS
1600,1.56,5,OS
1681,1.5609756097560976,5,OS
1764,1.5238095238095237,5,OS
1849,1.5402920497566253,5,OS
1936,1.537190082644628,5,OS
2025,1.5407407407407407,5,OS
2116,1.5425330812854443,5,OS
2209,1.5138071525577184,5,OS
2304,1.5625,5,OS
2401,1.5660141607663474,5,OS
2500,1.5424,5,OS
2601,1.4886582083813917,5,OS
2704,1.5857988165680474,5,OS
2809,1.5379138483446066,5,OS
2916,1.541838134430727,5,OS
3025,1.5127272727272727,5,OS
3136,1.5714285714285714,5,OS
3249,1.5118497999384426,5,OS
3364,1.5600475624256838,5,OS
3481,1.5122091353059466,5,OS
3600,1.5422222222222222,5,OS
3721,1.5264713786616502,5,OS
3844,1.5026014568158168,5,OS
3969,1.5681531872008063,5,OS
4096,1.5390625,5,OS
4225,1.5602366863905326,5,OS
4356,1.5426997245179064,5,OS
4489,1.543328135442192,5,OS
4624,1.5570934256055364,5,OS
4761,1.5626969124133585,5,OS
4900,1.5575510204081633,5,OS
5041,1.5584209482245586,5,OS
5184,1.558641975308642,5,OS
5329,1.5642709701632576,5,OS
5476,1.5456537618699782,5,OS
5625,1.5246222222222223,5,OS
5776,1.5401662049861495,5,OS
5929,1.5462978579861697,5,OS
6084,1.5463510848126232,5,OS
6241,1.510014420765903,5,OS
6400,1.545,5,OS
6561,1.5534217344916934,5,OS
6724,1.5276621058893516,5,OS
6889,1.5398461315140077,5,OS
7056,1.526077097505669,5,OS
7225,1.5501730103806228,5,OS
7396,1.5554353704705246,5,OS
7569,1.5473642489100277,5,OS
7744,1.5289256198347108,5,OS
7921,1.5593990657745234,5,OS
8100,1.5466666666666666,5,OS
100,1.44,6,MC
121,1.8512396694214877,6,MC
144,1.8888888888888888,6,MC
169,1.3254437869822486,6,MC
196,1.2244897959183674,6,MC
225,1.3511111111111112,6,MC
256,1.875,6,MC
289,1.7162629757785468,6,MC
324,1.1851851851851851,6,MC
361,1.7728531855955678,6,MC
400,1.0,6,MC
441,2.068027210884354,6,MC
484,1.5867768595041323,6,MC
529,1.6332703213610587,6,MC
576,1.0277777777777777,6,MC
625,1.6896,6,MC
676,1.6094674556213018,6,MC
729,1.755829903978052,6,MC
784,1.4285714285714286,6,MC
841,1.5980975029726516,6,MC
900,1.6355555555555557,6,MC
961,1.481789802289282,6,MC
1024,1.59375,6,MC
1089,1.6896235078053259,6,MC
1156,1.6193771626297577,6,MC
1225,1.933061224489796,6,MC
1296,1.5061728395061729,6,MC
1369,1.7531044558071585,6,MC
1444,1.3850415512465375,6,MC
1521,1.5042735042735043,6,MC
1600,1.64,6,MC
1681,1.5800118976799524,6,MC
1764,1.5056689342403629,6,MC
1849,1.678745267712277,6,MC
1936,1.7024793388429753,6,MC
2025,1.6987654320987655,6,MC
2116,1.4215500945179584,6,MC
2209,1.542779538252603,6,MC
2304,1.5972222222222223,6,MC
2401,1.639316951270304,6,MC
2500,1.824,6,MC
2601,1.556324490580546,6,MC
2704,1.6568047337278107,6,MC
2809,1.55500177999288,6,MC
2916,1.3772290809327847,6,MC
3025,1.380495867768595,6,MC
3136,1.3826530612244898,6,MC
3249,1.4970760233918128,6,MC
3364,1.5457788347205708,6,MC
3481,1.4984199942545247,6,MC
3600,1.56,6,MC
3721,1.638269282450954,6,MC
3844,1.477627471383975,6,MC
3969,1.5036533131771228,6,MC
4096,1.5078125,6,MC
4225,1.5450887573964498,6,MC
4356,1.5133149678604223,6,MC
4489,1.4969926486968144,6,MC
4624,1.505190311418685,6,MC
4761,1.6836798991808444,6,MC
4900,1.4955102040816326,6,MC
5041,1.5679428684784764,6,MC
5184,1.5864197530864197,6,MC
5329,1.525239256896228,6,MC
5476,1.627465303140979,6,MC
5625,1.5616,6,MC
5776,1.6094182825484764,6,MC
5929,1.66503626243886,6,MC
6084,1.4937541091387245,6,MC
6241,1.5330876462105432,6,MC
6400,1.5675,6,MC
6561,1.697302240512117,6,MC
6724,1.5157644259369423,6,MC
6889,1.412106256350704,6,MC
7056,1.528344671201814,6,MC
7225,1.5346712802768165,6,MC
7396,1.5056787452677123,6,MC
7569,1.6974501255119567,6,MC
7744,1.5950413223140496,6,MC
7921,1.45840171695493,6,MC
8100,1.5269135802469136,6,MC
100,1.12,6,LHS
121,1.5867768595041323,6,LHS
144,2.4444444444444446,6,LHS
169,1.2307692307692308,6,LHS
196,1.7142857142857142,6,LHS
225,1.7777777777777777,6,LHS
256,1.3125,6,LHS
289,1.6608996539792387,6,LHS
324,1.2839506172839505,6,LHS
361,1.4626038781163435,6,LHS
400,1.48,6,LHS
441,1.342403628117914,6,LHS
484,1.5537190082644627,6,LHS
529,1.6332703213610587,6,LHS
576,1.75,6,LHS
625,1.408,6,LHS
676,1.4437869822485208,6,LHS
729,1.51440329218107,6,LHS
784,1.5714285714285714,6,LHS
841,1.7883472057074912,6,LHS
900,1.5822222222222222,6,LHS
961,1.4984391259105099,6,LHS
1024,1.78125,6,LHS
1089,1.5720844811753902,6,LHS
1156,1.5501730103806228,6,LHS
1225,1.3583673469387756,6,LHS
1296,1.4320987654320987,6,LHS
1369,1.4842951059167275,6,LHS
1444,1.3407202216066483,6,LHS
1521,1.4937541091387245,6,LHS
1600,1.46,6,LHS
1681,1.4657941701368233,6,LHS
1764,1.5238095238095237,6,LHS
1849,1.5749053542455382,6,LHS
1936,1.43801652892562,6,LHS
2025,1.5407407407407407,6,LHS
2116,1.5198487712665407,6,LHS
2209,1.441376188320507,6,LHS
2304,1.5069444444444444,6,LHS
2401,1.4327363598500624,6,LHS
2500,1.5744,6,LHS
2601,1.3594771241830066,6,LHS
2704,1.5384615384615385,6,LHS
2809,1.560697757208971,6,LHS
2916,1.5912208504801097,6,LHS
3025,1.5550413223140496,6,LHS
3136,1.4540816326530612,6,LHS
3249,1.551246537396122,6,LHS
3364,1.5648038049940547,6,LHS
3481,1.6041367423154267,6,LHS
3600,1.4533333333333334,6,LHS
3721,1.5608707336737435,6,LHS
3844,1.5400624349635796,6,LHS
3969,1.5883093978332075,6,LHS
4096,1.5859375,6,LHS
4225,1.5337278106508876,6,LHS
4356,1.601469237832874,6,LHS
4489,1.4435286255290711,6,LHS
4624,1.5155709342560553,6,LHS
4761,1.5022054190296157,6,LHS
4900,1.5804081632653062,6,LHS
5041,1.606030549494148,6,LHS
5184,1.5308641975308641,6,LHS
5329,1.525239256896228,6,LHS
5476,1.531044558071585,6,LHS
5625,1.5587555555555554,6,LHS
5776,1.5069252077562327,6,LHS
5929,1.5543936582897622,6,LHS
6084,1.5253122945430637,6,LHS
6241,1.5612882550873257,6,LHS
6400,1.5125,6,LHS
6561,1.5339125133363816,6,LHS
6724,1.6371207614515169,6,LHS
6889,1.5677166497314559,6,LHS
7056,1.5691609977324263,6,LHS
7225,1.5103114186851212,6,LHS
7396,1.570578691184424,6,LHS
7569,1.5008587660192891,6,LHS
7744,1.5599173553719008,6,LHS
7921,1.5230400201994698,6,LHS
8100,1.511111111111111,6,LHS
100,1.28,6,OS
121,1.5867768595041323,6,OS
144,1.4444444444444444,6,OS
169,1.4201183431952662,6,OS
196,1.469387755102041,6,OS
225,1.4933333333333334,6,OS
256,1.6875,6,OS
289,1.439446366782007,6,OS
324,1.728395061728395,6,OS
361,1.5955678670360112,6,OS
400,1.4,6,OS
441,1.5963718820861679,6,OS
484,1.487603305785124,6,OS
529,1.5122873345935728,6,OS
576,1.5,6,OS
625,1.536,6,OS
676,1.4911242603550297,6,OS
729,1.5582990397805212,6,OS
784,1.6122448979591837,6,OS
841,1.5410225921521998,6,OS
900,1.4755555555555555,6,OS
961,1.5483870967741935,6,OS
1024,1.578125,6,OS
1089,1.5867768595041323,6,OS
1156,1.5363321799307958,6,OS
1225,1.606530612244898,6,OS
1296,1.5925925925925926,6,OS
1369,1.5427319211102994,6,OS
1444,1.4626038781163435,6,OS
1521,1.5358316896778434,6,OS
1600,1.51,6,OS
1681,1.4848304580606781,6,OS
1764,1.5782312925170068,6,OS
1849,1.5489453758788534,6,OS
1936,1.5702479338842976,6,OS
2025,1.548641975308642,6,OS
2116,1.5122873345935728,6,OS
2209,1.5717519239474875,6,OS
2304,1.5277777777777777,6,OS
2401,1.5260308204914619,6,OS
2500,1.5488,6,OS
2601,1.5747789311803153,6,OS
2704,1.514792899408284,6,OS
2809,1.5663937344250622,6,OS
2916,1.541838134430727,6,OS
3025,1.5233057851239669,6,OS
3136,1.5153061224489797,6,OS
3249,1.5561711295783318,6,OS
3364,1.5790725326991677,6,OS
3481,1.5443837977592645,6,OS
3600,1.528888888888889,6,OS
3721,1.5565708142972319,6,OS
3844,1.5317377731529656,6,OS
3969,1.527840765936004,6,OS
4096,1.53515625,6,OS
4225,1.5715976331360946,6,OS
4356,1.5573921028466482,6,OS
4489,1.5326353308086433,6,OS
4624,1.5294117647058822,6,OS
4761,1.5492543583280822,6,OS
4900,1.5608163265306123,6,OS
5041,1.5457250545526682,6,OS
5184,1.5401234567901234,6,OS
5329,1.5522612122349408,6,OS
5476,1.5252008765522278,6,OS
5625,1.5587555555555554,6,OS
5776,1.5678670360110802,6,OS
5929,1.5301062573789848,6,OS
6084,1.554240631163708,6,OS
6241,1.5356513379266143,6,OS
6400,1.5625,6,OS
6561,1.570492303002591,6,OS
6724,1.537180249851279,6,OS
6889,1.5491363042531572,6,OS
7056,1.5419501133786848,6,OS
7225,1.5324567474048443,6,OS
7396,1.5446187128177393,6,OS
7569,1.5685031047694544,6,OS
7744,1.5805785123966942,6,OS
7921,1.5593990657745234,6,OS
8100,1.5427160493827161,6,OS
100,1.92,7,MC
121,2.2479338842975207,7,MC
144,1.3333333333333333,7,MC
169,1.6094674556213018,7,MC
196,2.2857142857142856,7,MC
225,1.8488888888888888,7,MC
256,1.625,7,MC
289,1.6055363321799307,7,MC
324,1.6790123456790123,7,MC
361,1.551246537396122,7,MC
400,1.48,7,MC
441,1.4149659863945578,7,MC
484,1.6198347107438016,7,MC
529,1.4215500945179584,7,MC
576,1.9166666666666667,7,MC
625,1.4592,7,MC
676,1.4201183431952662,7,MC
729,1.3388203017832647,7,MC
784,1.7142857142857142,7,MC
841,1.6171224732461356,7,MC
900,1.6177777777777778,7,MC
961,1.4151925078043703,7,MC
1024,1.640625,7,MC
1089,1.7924701561065197,7,MC
1156,1.6470588235294117,7,MC
1225,1.7110204081632654,7,MC
1296,1.5061728395061729,7,MC
1369,1.741417092768444,7,MC
1444,1.440443213296399,7,MC
1521,1.6199868507560815,7,MC
1600,1.47,7,MC
1681,1.570493753718025,7,MC
1764,1.5691609977324263,7,MC
1849,1.5662520281233099,7,MC
1936,1.462809917355372,7,MC
2025,1.4617283950617284,7,MC
2116,1.3534971644612477,7,MC
2209,1.4631054775916705,7,MC
2304,1.5347222222222223,7,MC
2401,1.4593919200333194,7,MC
2500,1.504,7,MC
2601,1.4579008073817763,7,MC
2704,1.4970414201183433,7,MC
2809,1.5834816660733357,7,MC
2916,1.700960219478738,7,MC
3025,1.7454545454545454,7,MC
3136,1.4438775510204083,7,MC
3249,1.4527546937519236,7,MC
3364,1.436385255648038,7,MC
3481,1.4754380925021546,7,MC
3600,1.5733333333333333,7,MC
3721,1.4920720236495566,7,MC
3844,1.5442247658688866,7,MC
3969,1.5721844293272864,7,MC
4096,1.61328125,7,MC
4225,1.6018934911242604,7,MC
4356,1.5867768595041323,7,MC
4489,1.511249721541546,7,MC
4624,1.6193771626297577,7,MC
4761,1.532451165721487,7,MC
4900,1.5216326530612245,7,MC
5041,1.3965483039079547,7,MC
5184,1.4351851851851851,7,MC
5329,1.5342465753424657,7,MC
5476,1.5661066471877283,7,MC
5625,1.567288888888889,7,MC
5776,1.5734072022160666,7,MC
5929,1.522010457075392,7,MC
6084,1.5437212360289283,7,MC
6241,1.5074507290498318,7,MC
6400,1.45,7,MC
6561,1.5924401768023166,7,MC
6724,1.4348602022605592,7,MC
6889,1.493395267818261,7,MC
7056,1.4965986394557824,7,MC
7225,1.530242214532872,7,MC
7396,1.5813953488372092,7,MC
7569,1.589641960628881,7,MC
7744,1.56198347107438,7,MC
7921,1.549299330892564,7,MC
8100,1.4735802469135801,7,MC
100,1.44,7,LHS
121,1.8512396694214877,7,LHS
144,1.6666666666666667,7,LHS
169,1.136094674556213,7,LHS
196,1.1428571428571428,7,LHS
225,1.3511111111111112,7,LHS
256,2.125,7,LHS
289,1.0519031141868511,7,LHS
324,1.4814814814814814,7,LHS
361,1.7728531855955678,7,LHS
400,1.52,7,LHS
441,1.6689342403628118,7,LHS
484,1.6198347107438016,7,LHS
529,1.330812854442344,7,LHS
576,1.4444444444444444,7,LHS
625,1.6384,7,LHS
676,1.727810650887574,7,LHS
729,1.7338820301783264,7,LHS
784,1.5918367346938775,7,LHS
841,1.426872770511296,7,LHS
900,1.44,7,LHS
961,1.6482830385015608,7,LHS
1024,1.28125,7,LHS
1089,1.5280073461891643,7,LHS
1156,1.5778546712802768,7,LHS
1225,1.5673469387755101,7,LHS
1296,1.5555555555555556,7,LHS
1369,1.4492330168005845,7,LHS
1444,1.518005540166205,7,LHS
1521,1.6725838264299804,7,LHS
1600,1.43,7,LHS
1681,1.5895300416418798,7,LHS
1764,1.5419501133786848,7,LHS
1849,1.531638723634397,7,LHS
1936,1.487603305785124,7,LHS
2025,1.5249382716049382,7,LHS
2116,1.5274102079395084,7,LHS
2209,1.5210502489814395,7,LHS
2304,1.4652777777777777,7,LHS
2401,1.2994585589337775,7,LHS
2500,1.6128,7,LHS
2601,1.439446366782007,7,LHS
2704,1.5088757396449703,7,LHS
2809,1.509433962264151,7,LHS
2916,1.5473251028806585,7,LHS
3025,1.4915702479338844,7,LHS
3136,1.4948979591836735,7,LHS
3249,1.5167743921206525,7,LHS
3364,1.469678953626635,7,LHS
3481,1.5214018960068945,7,LHS
3600,1.551111111111111,7,LHS
3721,1.5221714592851383,7,LHS
3844,1.5816857440166494,7,LHS
3969,1.5802469135802468,7,LHS
4096,1.61328125,7,LHS
4225,1.503431952662722,7,LHS
4356,1.601469237832874,7,LHS
4489,1.5611494764981064,7,LHS
4624,1.6159169550173011,7,LHS
4761,1.6030245746691871,7,LHS
4900,1.4987755102040816,7,LHS
5041,1.5774647887323943,7,LHS
5184,1.5154320987654322,7,LHS
5329,1.5582660911990993,7,LHS
5476,1.5807158509861212,7,LHS
5625,1.5445333333333333,7,LHS
5776,1.551246537396122,7,LHS
5929,1.5382020576825772,7,LHS
6084,1.5121630506245891,7,LHS
6241,1.4638679698766224,7,LHS
6400,1.52,7,LHS
6561,1.5046486816034141,7,LHS
6724,1.587150505651398,7,LHS
6889,1.574684279285818,7,LHS
7056,1.5328798185941044,7,LHS
7225,1.4815224913494809,7,LHS
7396,1.6311519740400215,7,LHS
7569,1.551592020081913,7,LHS
7744,1.5971074380165289,7,LHS
7921,1.5856583764676178,7,LHS
8100,1.574320987654321,7,LHS
100,1.44,7,OS
121,1.4545454545454546,7,OS
144,1.7777777777777777,7,OS
169,1.2307692307692308,7,OS
196,1.8775510204081634,7,OS
225,1.7066666666666668,7,OS
256,1.5,7,OS
289,1.6608996539792387,7,OS
324,1.382716049382716,7,OS
361,1.7285318559556786,7,OS
400,1.64,7,OS
441,1.4512471655328798,7,OS
484,1.6198347107438016,7,OS
529,1.5727788279773156,7,OS
576,1.5277777777777777,7,OS
625,1.5616,7,OS
676,1.5384615384615385,7,OS
729,1.4924554183813443,7,OS
784,1.5510204081632653,7,OS
841,1.4839476813317478,7,OS
900,1.511111111111111,7,OS
961,1.5816857440166494,7,OS
1024,1.484375,7,OS
1089,1.4398530762167125,7,OS
1156,1.5501730103806228,7,OS
1225,1.5542857142857143,7,OS
1296,1.5185185185185186,7,OS
1369,1.6245434623813002,7,OS
1444,1.5401662049861495,7,OS
1521,1.5568704799474031,7,OS
1600,1.59,7,OS
1681,1.5419393218322428,7,OS
1764,1.4603174603174602,7,OS
1849,1.5056787452677123,7,OS
1936,1.5454545454545454,7,OS
2025,1.5565432098765433,7,OS
2116,1.5349716446124764,7,OS
2209,1.5572657311000453,7,OS
2304,1.5208333333333333,7,OS
2401,1.5326947105372761,7,OS
2500,1.5104,7,OS
2601,1.5501730103806228,7,OS
2704,1.544378698224852,7,OS
2809,1.5037379850480599,7,OS
2916,1.5528120713305897,7,OS
3025,1.5391735537190083,7,OS
3136,1.5510204081632653,7,OS
3249,1.5561711295783318,7,OS
3364,1.5885850178359096,7,OS
3481,1.5259982763573685,7,OS
3600,1.5466666666666666,7,OS
3721,1.5264713786616502,7,OS
3844,1.5483870967741935,7,OS
3969,1.5681531872008063,7,OS
4096,1.5390625,7,OS
4225,1.5602366863905326,7,OS
4356,1.5426997245179064,7,OS
4489,1.5361995990198263,7,OS
4624,1.5536332179930796,7,OS
4761,1.5425330812854443,7,OS
4900,1.5510204081632653,7,OS
5041,1.5362031342987503,7,OS
5184,1.5432098765432098,7,OS
5329,1.5612685306811784,7,OS
5476,1.5514974433893354,7,OS
5625,1.5445333333333333,7,OS
5776,1.548476454293629,7,OS
5929,1.5301062573789848,7,OS
6084,1.5410913872452334,7,OS
6241,1.54846979650697,7,OS
6400,1.5625,7,OS
6561,1.5534217344916934,7,OS
6724,1.5419393218322428,7,OS
6889,1.5514588474379445,7,OS
7056,1.5532879818594105,7,OS
7225,1.530242214532872,7,OS
7396,1.5532720389399675,7,OS
7569,1.5537059056678557,7,OS
7744,1.5516528925619835,7,OS
7921,1.5331397550814292,7,OS
8100,1.5446913580246913,7,OS
100,1.44,8,MC
121,1.4545454545454546,8,MC
144,1.5555555555555556,8,MC
169,1.9881656804733727,8,MC
196,1.469387755102041,8,MC
225,1.7777777777777777,8,MC
256,1.875,8,MC
